,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85119720244,10.3390/s21237896,,34883897,Plugin framework-based neuro-symbolic grounded task planning for multi-agent system,ar,Article,Moon J.,,Chosun University,Gwangju,South Korea,,,,,2021-12-01,December-1 2021,Sensors,14248220,130124,,Journal,21,23,7896,,,,0,1,publisherfullgold,Gold,,,
11,2-s2.0-85119686065,10.3390/s21237843,,34883848,"The internet of cooperative agents architecture (X-ioca) for robots, hybrid sensor networks, and mec centers in complex environments: A search and rescue case study",ar,Article,Bravo-Arrabal J.,,Universidad de Málaga,Malaga,Spain,,,,,2021-12-01,December-1 2021,Sensors,14248220,130124,,Journal,21,23,7843,,,,9,1,publisherfullgold,Gold,,,
12,2-s2.0-85119424171,10.1016/j.compag.2021.106556,S0168169921005731,,Smart tree crop sprayer utilizing sensor fusion and artificial intelligence,ar,Article,Partel V.,,University of Florida Institute of Food and Agricultural Sciences,Gainesville,United States,,,,,2021-12-01,December 2021,Computers and Electronics in Agriculture,01681699,30441,,Journal,191,,106556,,,,6,1,publisherhybridgold,Hybrid Gold,,,
13,2-s2.0-85117728046,10.1016/j.oceaneng.2021.109890,S0029801821012385,,An improved ant colony optimization algorithm for unmanned surface vehicle local path planning with multi-modality constraints,ar,Article,Lyridis D.V.,,National Technical University of Athens,Athens,Greece,,,,,2021-12-01,1 December 2021,Ocean Engineering,00298018,28339,,Journal,241,,109890,,,,27,0,,,,,
14,2-s2.0-85117725688,10.1016/j.sysarc.2021.102298,S138376212100206X,,Towards functional safety compliance of matrix–matrix multiplication for machine learning-based autonomous systems,ar,Article,Fernández J.,,Basque Research and Technology Alliance (BRTA);Universitat Politècnica de Catalunya,Mendaro;Barcelona,Spain;Spain,,,,,2021-12-01,December 2021,Journal of Systems Architecture,13837621,12398,,Journal,121,,102298,,,,4,0,,,,,
15,2-s2.0-85117069993,10.1007/s10514-021-10020-x,,,Autonomous assembly planning of demonstrated skills with reinforcement learning in simulation,ar,Article,De Winter J.,,Vrije Universiteit Brussel;Flanders Make,Brussels;Lommel,Belgium;Belgium,,,,,2021-12-01,December 2021,Autonomous Robots,09295593,18016,15737527,Journal,45,8,,1097-1110,,,4,0,repositoryvor,Green,,,
16,2-s2.0-85116714540,10.1016/j.neunet.2021.09.011,S0893608021003610,34634605,World model learning and inference,ar,Article,Friston K.,,UCL Queen Square Institute of Neurology,London,United Kingdom,,,,,2021-12-01,December 2021,Neural Networks,08936080,24804,18792782,Journal,144,,,573-590,,,10,1,repositoryvor,Green,,,
17,2-s2.0-85114805973,10.1007/s13042-021-01405-6,,,An improved neural dynamics based approach with territorial mechanism to online path planning of multi-robot systems,ar,Article,Yi X.,,Shenzhen University,Shenzhen,China,,,,,2021-12-01,December 2021,International Journal of Machine Learning and Cybernetics,18688071,19700177336,1868808X,Journal,12,12,,3561-3572,,,0,0,,,,,
18,2-s2.0-85113330888,10.1016/j.cpc.2021.108132,S0010465521002447,,Machine learning enhanced empirical potentials for metals and alloys,ar,Article,Chen X.,,Beijing Institute of Applied Physics and Computational Mathematics,Beijing,China,,,,,2021-12-01,December 2021,Computer Physics Communications,00104655,13184,,Journal,269,,108132,,,,0,0,,,,,
19,2-s2.0-85112724235,10.1049/csy2.12020,,,A survey of learning-based robot motion planning,re,Review,Wang J.,,Southern University of Science and Technology,Shenzhen,China,,,,,2021-12-01,December 2021,IET Cyber-systems and Robotics,,21101072200,26316315,Journal,3,4,,302-314,,,8,1,publisherfullgold,Gold,,,
20,2-s2.0-85112078942,10.1186/s12939-021-01507-1,,34301261,"“The talking bit of medicine, that’s the most important bit”: doctors and Aboriginal interpreters collaborate to transform culturally competent hospital care",ar,Article,Kerrigan V.,,Menzies School of Health Research,Casuarina,Australia,,,,,2021-12-01,December 2021,International Journal for Equity in Health,,21461,14759276,Journal,20,1,170,,,,2,1,publisherfullgold,Gold,,,
21,2-s2.0-85109668903,10.1016/j.patcog.2021.108136,S003132032100323X,,Human trajectory prediction and generation using LSTM models and GANs,ar,Article,Rossi L.,,Università Politecnica delle Marche,Ancona,Italy,,,,,2021-12-01,December 2021,Pattern Recognition,00313203,24823,,Journal,120,,108136,,,,20,0,,,,,
22,2-s2.0-85108369484,10.1007/s40692-021-00190-z,,,Effect of Scratch on computational thinking skills of Chinese primary school students,ar,Article,Jiang B.,,East China Normal University,Shanghai,China,,,,,2021-12-01,December 2021,Journal of Computers in Education,21979987,21100922758,21979995,Journal,8,4,,505-525,,,8,0,,,,,
23,2-s2.0-85107923236,10.1016/j.rcim.2021.102199,S073658452100082X,,Impedance controlled human–robot collaborative tooling for edge chamfering and polishing applications,ar,Article,Kana S.,,School of Mechanical and Aerospace Engineering,Singapore City,Singapore,,,,,2021-12-01,December 2021,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,72,,102199,,,,11,0,,,,,
24,2-s2.0-85103041796,10.1007/s10758-021-09508-3,,,Learning Newtonian Physics through Programming Robot Experiments,ar,Article,Ferrarelli P.,,Sapienza Università di Roma,Rome,Italy,,,,,2021-12-01,December 2021,"Technology, Knowledge and Learning",22111662,19700200832,22111670,Journal,26,4,,789-824,,,3,1,publisherfree2read,Bronze,,,
25,2-s2.0-85098767474,10.1109/TIE.2020.3044776,,,Nonlinear Model Predictive Control for Mobile Medical Robot Using Neural Optimization,ar,Article,Hu Y.,,"Fakultät für Informatik, Technische Universität München",Garching bei Munchen,Germany,,,,,2021-12-01,December 2021,IEEE Transactions on Industrial Electronics,02780046,26053,15579948,Journal,68,12,9305985,12636-12645,,,18,0,,,,,
26,2-s2.0-84979245225,10.1007/s11633-016-1019-x,,,An intelligent multi-robot path planning in a dynamic environment using improved gravitational search algorithm,ar,Article,Das P.K.,,VSS University of Technology,Sambalpur,India,,,,,2021-12-01,December 2021,International Journal of Automation and Computing,14768186,5200152703,17518520,Journal,18,6,,1032-1044,,,4,0,,,,,
27,2-s2.0-85123321130,10.6018/red.485321,,,Integration of Computational Thinking in Elementary and Secondary School in Latin America: A Systematic Literature Review,re,Review,Quiroz-Vallejo D.A.,,Universidad de Antioquia,Medellin,Colombia,,,,,2021-11-30,30 November 2021,Revista de Educación a Distancia,,21100897215,15787680,Journal,21,68,485321,,,,2,1,publisherfullgold,Gold,,,
28,2-s2.0-85125628592,10.1145/3503823.3503855,,,"Automatic Fruit Picking: An Entry-level, in Scale, Approach for Cyber Physical Systems Understanding",cp,Conference Paper,Loukatos D.,,Geoponiko Panepistimion Athinon,Athens,Greece,,,,,2021-11-26,26 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,167-171,,,0,0,,,,,
29,2-s2.0-85123754014,10.1145/3503047.3503070,,,A Cost-Efficient Platform Design for Distributed UAV Swarm Research,cp,Conference Paper,Cai Z.,,National University of Defense Technology China,Changsha,China,,,,,2021-11-26,26 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,,,,0,0,,,,,
30,2-s2.0-85120905743,10.1145/3489410.3489422,,,Programming human-robot interactions for teaching robotics within a collaborative learning open space: Robots playing capture the flag game: Programming human-robot interactions within a collaborative learning open space,cp,Conference Paper,Merkouris A.,,Ionian Panepistimion,49100 Corfu,Greece,,,,,2021-11-25,25 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,3489422,,,,0,0,,,,,
31,2-s2.0-85122912768,,,,Trends of Engineering Design Process in STEM Education: A Systematic Review of the Evidence during 2017-2021,cp,Conference Paper,Sopakitiboon T.,,King Mongkut's University of Technology North Bangkok,Bangkok,Thailand,,,,,2021-11-22,22 November 2021,"29th International Conference on Computers in Education Conference, ICCE 2021 - Proceedings",,21101072329,,Conference Proceeding,2,,,588-597,,,0,0,,,,,
32,2-s2.0-85120610915,10.1145/3488392.3488395,,,Teaching programming using cultural viewpoint metaphors resignification,cp,Conference Paper,Corrêa J.M.,,Universidade Federal do Pará,Belem,Brazil,,,,,2021-11-22,22 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,3488395,,,,0,0,,,,,
33,2-s2.0-85128591925,,,,ICRAI 2021 - 2021 7th International Conference on Robotics and Artificial Intelligence,cr,Conference Review,,,,,,,,,,2021-11-19,19 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,,,,0,0,,,,,
34,2-s2.0-85119846308,10.1145/3488042.3488067,,,Principles to facilitate design-based learning environments for programming in secondary education while making learning visible in an authentic way,cp,Conference Paper,Van Zadelhoff B.,,Radboud Universiteit,Nijmegen,Netherlands,,,,,2021-11-17,17 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,11,,,,0,1,repositoryvor,Green,,,
35,2-s2.0-85120570818,10.3389/frobt.2021.713416,,,Educational Robotics and Tangible Devices for Promoting Computational Thinking,re,Review,Funk M.G.,,Universidade dos Açores,Ponta Delgada,Portugal,,,,,2021-11-15,15 November 2021,Frontiers in Robotics and AI,,21100868821,22969144,Journal,8,,713416,,,,3,1,repositoryvor,Green,,,
36,2-s2.0-85119524922,10.1145/3487983.3488292,,,SNAP:Successor Entropy based Incremental Subgoal Discovery for Adaptive Navigation,cp,Conference Paper,Dubey R.K.,,Technical University of Munich,Munich,Germany,,,,,2021-11-10,10 November 2021,"Proceedings - MIG 2021: 14th ACM SIGGRAPH Conference on Motion, Interaction, and Games",,21101066173,,Conference Proceeding,,,,,,,1,0,,,,,
37,2-s2.0-85125347102,10.1145/3502434.3502445,,,"SOBIT-Begin, a programming course system for beginners",cp,Conference Paper,Koide M.,,Soka University,Hachioji,Japan,,,,,2021-11-05,5 November 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,34-40,,,0,0,,,,,
38,2-s2.0-85139451585,,,,Use of Open-source Software in Mechatronics and Robotics Engineering Education – Part I: Model Simulation and Analysis,ar,Article,Lotfi N.,,Southern Illinois University Edwardsville,Edwardsville,United States,,,,,2021-11-01,November 2021,Computers in Education Journal,10693769,18388,,Journal,13,3,,,,,0,0,,,,,
39,2-s2.0-85119916823,10.1371/journal.pcbi.1009534,,34762646,The experience of teaching introductory programming skills to bioscientists in Brazil,ar,Article,Zuvanov L.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-11-01,November 2021,PLoS Computational Biology,1553734X,4000151810,15537358,Journal,17,11,e1009534,,,,3,1,repositoryam,Green,,,
40,2-s2.0-85119108562,10.1007/s11370-021-00398-z,,,A survey on deep learning and deep reinforcement learning in robotics with a tutorial on deep reinforcement learning,re,Review,Morales E.F.,,"Centro de Investigación en Matemáticas, A.C.;Instituto Nacional de Astrofisica Optica y Electronica",Guanajuato;Puebla,Mexico;Mexico,,,,,2021-11-01,November 2021,Intelligent Service Robotics,18612776,9500154152,18612784,Journal,14,5,,773-805,,,6,0,,,,,
41,2-s2.0-85119092685,10.3390/s21227667,,34833741,Path planning generator with metadata through a domain change by gan between physical and virtual environments,ar,Article,Maldonado-Romo J.,,Instituto Politécnico Nacional,Mexico City,Mexico,,,,,2021-11-01,November-2 2021,Sensors,14248220,130124,,Journal,21,22,7667,,,,5,1,publisherfullgold,Gold,,,
42,2-s2.0-85116403571,10.1007/s11370-021-00387-2,,,Reinforcement learning-based dynamic obstacle avoidance and integration of path planning,ar,Article,Choi J.,,Hyundai Rotem;Seoul National University of Science and Technology (SNUST),Uiwang-si;Seoul,South Korea;South Korea,,,,,2021-11-01,November 2021,Intelligent Service Robotics,18612776,9500154152,18612784,Journal,14,5,,663-677,,,5,1,publisherfree2read,Bronze,,,
43,2-s2.0-85114032838,10.1061/(ASCE)CP.1943-5487.0000988,,,Interactive and Immersive Process-Level Digital Twin for Collaborative Human-Robot Construction Work,ar,Article,Wang X.,,"University of Michigan, Ann Arbor",Ann Arbor,United States,,,,,2021-11-01,1 November 2021,Journal of Computing in Civil Engineering,08873801,18643,19435487,Journal,35,6,04021023,,,,13,0,,,,,
44,2-s2.0-85111331392,10.1016/j.robot.2021.103845,S0921889021001305,,Designing user-centric programming aids for kinesthetic teaching of collaborative robots,ar,Article,Ajaykumar G.,,Johns Hopkins University,Baltimore,United States,,,,,2021-11-01,November 2021,Robotics and Autonomous Systems,09218890,18079,,Journal,145,,103845,,,,5,0,,,,,
45,2-s2.0-85106337348,10.1111/exsy.12734,,,A fixed structure learning automata-based optimization algorithm for structure learning of Bayesian networks,ar,Article,Asghari K.,,"Islamic Azad University, Urmia Branch",Urmia,Iran,,,,,2021-11-01,November 2021,Expert Systems,02664720,24185,14680394,Journal,38,7,e12734,,,,4,0,,,,,
46,2-s2.0-85128608872,10.1145/3513142.3513221,,,Modeling Open Experiment Teaching of UAV Based on Robot Operating System,cp,Conference Paper,Li Y.,,Technician College of Liaocheng City,Liaocheng,China,,,,,2021-10-29,29 October 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,77,,,,0,0,,,,,
47,2-s2.0-85122100366,10.1145/3486011.3486416,,,Scenarios of the use of robotics as a support tool for teaching,cp,Conference Paper,Lopez-Caudana E.,,Tecnologico de Monterrey,Monterrey,Mexico,,,,,2021-10-26,26 October 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,38-43,,,0,0,,,,,
48,2-s2.0-85122060695,,,,Proceedings - TEEM 2021: 9th International Conference on Technological Ecosystems for Enhancing Multiculturality,cr,Conference Review,,,,,,,,,,2021-10-26,26 October 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,,,,0,0,,,,,
49,2-s2.0-85126725216,10.1145/3495018.3495121,,,Application of Artificial Intelligence in Teaching Reform of New Economics,cp,Conference Paper,Wu S.,,Hebei University of EcoNomics and Business,Shijiazhuang,China,,,,,2021-10-23,23 October 2021,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,572-577,,,0,0,,,,,
50,2-s2.0-85119055111,,,,"SPLASH-E 2021 - Proceedings of the 2021 ACM SIGPLAN International Symposium on SPLASH-E, co-located with SPLASH 2021",cr,Conference Review,,,,,,,,,,2021-10-20,20 October 2021,"SPLASH-E 2021 - Proceedings of the 2021 ACM SIGPLAN International Symposium on SPLASH-E, co-located with SPLASH 2021",,21101065480,,Conference Proceeding,,,,,,,0,0,,,,,
51,2-s2.0-85119041599,10.1145/3484272.3484969,,,Ruggedizing CS1 robotics: Tools and approaches for online teaching,cp,Conference Paper,Anderson B.,,National University of Singapore,Singapore City,Singapore,,,,,2021-10-20,20 October 2021,"SPLASH-E 2021 - Proceedings of the 2021 ACM SIGPLAN International Symposium on SPLASH-E, co-located with SPLASH 2021",,21101065480,,Conference Proceeding,,,,82-86,,,1,1,publisherfree2read,Bronze,,,
52,2-s2.0-85116261578,10.1145/3441852.3476553,,,Fostering collaboration with asymmetric roles in accessible programming environments for children with mixed-visual-abilities,cp,Conference Paper,Rocha F.,,"Faculdade de Ciências, Universidade de Lisboa",Lisbon,Portugal,,,,,2021-10-17,17 October 2021,ASSETS 2021 - 23rd International ACM SIGACCESS Conference on Computers and Accessibility,,21101065866,,Conference Proceeding,,,3476553,,,,3,0,,,,,
53,2-s2.0-85105588803,10.1016/j.eswa.2021.115128,S0957417421005698,,Multirobot coordination with deep reinforcement learning in complex environments,ar,Article,Wang D.,,Beijing Institute of Technology,Beijing,China,,,,,2021-10-15,15 October 2021,Expert Systems with Applications,09574174,24201,,Journal,180,,115128,,,,6,0,,,,,
54,2-s2.0-85124818994,10.13052/jwe1540-9589.2067,,,The Application of Artificial Intelligence Technology in Cloud Computing Environment Resources,ar,Article,Wen X.,,Guangzhou University of Chinese Medicine,Guangzhou,China,,,,,2021-10-13,13 October 2021,Journal of Web Engineering,15409589,18400156714,15445976,Journal,20,6,,1853-1866,,,2,1,publisherfree2read,Bronze,,,
55,2-s2.0-85119481698,10.1109/IECON48115.2021.9589707,,,A DMP-based Online Adaptive Stiffness Adjustment Method,cp,Conference Paper,Dong J.,,South China University of Technology,Guangzhou,China,,,,,2021-10-13,13 October 2021,IECON Proceedings (Industrial Electronics Conference),,56670,,Conference Proceeding,2021-October,,,,,,2,0,,,,,
56,2-s2.0-85118753165,10.1109/VL/HCC51201.2021.9576314,,,Enabling Collaborative Distance Robotics Education for Novice Programmers,cp,Conference Paper,Stein G.,,Vanderbilt University,Nashville,United States,,,,,2021-10-10,10 October 2021,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",19436092,21100223148,19436106,Conference Proceeding,2010-October,,,,,,8,0,,,,,
57,2-s2.0-85118743615,10.1109/VL/HCC51201.2021.9576399,,,Removing the Walls around Visual Educational Programming Environments,cp,Conference Paper,Broll B.,,Vanderbilt University,Nashville,United States,,,,,2021-10-10,10 October 2021,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",19436092,21100223148,19436106,Conference Proceeding,2010-October,,,,,,5,0,,,,,
58,2-s2.0-85118696825,10.1109/VL/HCC51201.2021.9576394,,,Remote Pair Collaborations of CS Students: Leaving Women Behind?,cp,Conference Paper,Lott C.,,The University of Tulsa,Tulsa,United States,,,,,2021-10-10,10 October 2021,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",19436092,21100223148,19436106,Conference Proceeding,2010-October,,,,,,4,0,,,,,
59,2-s2.0-85119434429,10.1109/ICECCME52200.2021.9590986,,,Development of automated virtual CNC router for application in a remote mechatronics laboratory,cp,Conference Paper,Martinez M.A.G.,,Universidad Autónoma de Aguascalientes,Aguascalientes,Mexico,,,,,2021-10-07,7 October 2021,"International Conference on Electrical, Computer, Communications and Mechatronics Engineering, ICECCME 2021",,21101066118,,Conference Proceeding,,,,,,,1,0,,,,,
60,2-s2.0-85118630427,,,,Simulation of Trajectory Tracking and Motion Coordination for Heterogeneous Multi-Robots System,ar,Article,Mutawe S.,,Hashemite University,Zarqa,Jordan,,,,,2021-10-01,October 2021,Jordan Journal of Mechanical and Industrial Engineering,19956665,20000195025,,Journal,15,4,,337-345,,,6,0,,,,,
61,2-s2.0-85114776777,10.1016/j.compeleceng.2021.107412,S0045790621003773,,Fast path planning for underwater robots by combining goal-biased Gaussian sampling with focused optimal search,ar,Article,Shen J.,,Hohai University,Nanjing,China,,,,,2021-10-01,October 2021,Computers and Electrical Engineering,00457906,18159,,Journal,95,,107412,,,,0,0,,,,,
62,2-s2.0-85114739614,10.1007/s10846-021-01477-0,,,Distributed Planning for Serving Cooperative Tasks with Time Windows: A Game Theoretic Approach,ar,Article,Yazıcıoğlu Y.,,University of Minnesota Twin Cities,Minneapolis,United States,,,,,2021-10-01,October 2021,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,24360,15730409,Journal,103,2,27,,,,3,0,repositoryam,Green,,,
63,2-s2.0-85113925805,10.1109/LRA.2021.3103054,,,SABER: Data-driven motion planner for autonomously navigating heterogeneous robots,ar,Article,Schperberg A.,,"University of California, Los Angeles",Los Angeles,United States,,,,,2021-10-01,October 2021,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,6,4,9511088,8086-8093,,,3,0,repositoryam,Green,,,
64,2-s2.0-85112455774,10.1016/j.cie.2021.107603,S0360835221005076,,Deep learning-based optimization for motion planning of dual-arm assembly robots,ar,Article,Ying K.C.,,National Taipei University of Technology,Taipei,Taiwan,,,,,2021-10-01,October 2021,Computers and Industrial Engineering,03608352,18164,,Journal,160,,107603,,,,4,0,,,,,
65,2-s2.0-85111573680,10.1016/j.ohx.2021.e00217,S2468067221000468,,Open source and open hardware mobile robot for developing applications in education and research,ar,Article,Betancur-Vásquez D.,,Instituto Tecnológico Metropolitano,Medellín,Colombia,,,,,2021-10-01,October 2021,HardwareX,,21100842867,24680672,Journal,10,,e00217,,,,0,1,repositoryam,Green,,,
66,2-s2.0-85111156408,10.1109/LRA.2021.3092685,,,Learning Kinematic Feasibility for Mobile Manipulation through Deep Reinforcement Learning,ar,Article,Honerkamp D.,,Universität Freiburg,Freiburg im Breisgau,Germany,,,,,2021-10-01,October 2021,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,6,4,9465645,6289-6296,,,9,0,repositoryam,Green,,,
67,2-s2.0-85110815172,10.1109/LRA.2021.3096758,,,Neural Tree Expansion for Multi-Robot Planning in Non-Cooperative Environments,ar,Article,Riviere B.,,California Institute of Technology,Pasadena,United States,,,,,2021-10-01,October 2021,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,6,4,9484771,6868-6875,,,0,0,repositoryam,Green,,,
68,2-s2.0-85107706092,10.1016/j.jterra.2021.04.005,S0022489821000380,,Machine learning in planetary rovers: A survey of learning versus classical estimation methods in terramechanics for in situ exploration,re,Review,Lopez-Arreguin A.J.R.,,Julius-Maximilians-Universität Würzburg,Wurzburg,Germany,,,,,2021-10-01,October 2021,Journal of Terramechanics,00224898,18898,,Journal,97,,,1-17,,,5,0,,,,,
69,2-s2.0-85106655051,10.1111/jcal.12570,,,Comparing learning ecologies of primary graphical programming: create or fix?,ar,Article,Neutens T.,,Universiteit Gent,Ghent,Belgium,,,,,2021-10-01,October 2021,Journal of Computer Assisted Learning,02664909,26183,13652729,Journal,37,5,,1296-1311,,,0,0,repositoryvor,Green,,,
70,2-s2.0-85104965813,10.1016/j.rcim.2021.102169,S0736584521000533,,Optimised Learning from Demonstrations for Collaborative Robots,ar,Article,Wang Y.Q.,,Wuhan University of Technology,Wuhan,China,,,,,2021-10-01,October 2021,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,71,,102169,,,,7,0,repositoryvor,Green,,,
71,2-s2.0-85103686253,10.1016/j.rcim.2021.102167,S073658452100051X,,Augmented reality-based robot teleoperation system using RGB-D imaging and attitude teaching device,ar,Article,Pan Y.,,Qingdao University,Qingdao,China,,,,,2021-10-01,October 2021,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,71,,102167,,,,10,0,,,,,
72,2-s2.0-85101613711,10.1016/j.rcim.2021.102130,S0736584521000156,,A visual path-following learning approach for industrial robots using DRL,ar,Article,Maldonado-Ramirez A.,,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,Mexico City,Mexico,,,,,2021-10-01,October 2021,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,71,,102130,,,,10,0,,,,,
73,2-s2.0-85099772851,10.1177/0735633120988807,,,Visual Programming Environments and Computational Thinking Performance of Fifth- and Sixth-Grade Students,ar,Article,Wu S.Y.,,National Pingtung University,Pingtung,Taiwan,,,,,2021-10-01,October 2021,Journal of Educational Computing Research,07356331,18874,15414140,Journal,59,6,,1075-1092,,,12,0,,,,,
74,2-s2.0-85096138630,10.1109/TASE.2020.3032075,,,A Virtual Mechanism Approach for Exploiting Functional Redundancy in Finishing Operations,ar,Article,Nemec B.,,Humanoid and Cognitive Robotics Laboratory,Ljubljana,Slovenia,,,,,2021-10-01,Oct. 2021,IEEE Transactions on Automation Science and Engineering,15455955,17340,15583783,Journal,18,4,,2048-2060,,,8,1,publisherhybridgold,Hybrid Gold,,,
75,2-s2.0-85116611101,10.1088/1742-6596/2024/1/012029,,,Path planning of mobile robot based on improved DDQN,cp,Conference Paper,Yang Y.,,Shenyang Institute of Automation Chinese Academy of Sciences;Chinese Academy of Sciences;Shenyang University of Chemical Technology,Shenyang;Beijing;Shenyang,China;China;China,,,,,2021-09-27,27 September 2021,Journal of Physics: Conference Series,17426588,130053,17426596,Conference Proceeding,2024,1,012029,,,,1,1,publisherfullgold,Gold,,,
76,2-s2.0-85119130191,,,,SIIE 2021 - 2021 International Symposium on Computers in Education,cr,Conference Review,,,,,,,,,,2021-09-23,23 September 2021,SIIE 2021 - 2021 International Symposium on Computers in Education,,21101065558,,Conference Proceeding,,,,,,,0,0,,,,,
