,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85141742667,10.1016/j.cmpb.2022.107202,S0169260722005831,36356385,An improved path planning algorithm based on artificial potential field and primal-dual neural network for surgical robot,ar,Article,Hao L.,,Capital Medical University,Beijing,China,,,,,2022-12-01,December 2022,Computer Methods and Programs in Biomedicine,01692607,23604,18727565,Journal,227,,107202,,,,0,0,,,,,
11,2-s2.0-85140579165,10.1177/00219983221134929,,,Si-based self-programming neuromorphic integrated circuits for intelligent morphing wings,ar,Article,Nathan D.,,California NanoSystems Institute,Los Angeles,United States,,,,,2022-12-01,December 2022,Journal of Composite Materials,00219983,21140,1530793X,Journal,56,30,,4561-4575,,,1,0,,,,,
12,2-s2.0-85139855954,10.1109/TC.2022.3213177,,,ReAAP: A Reconfigurable and Algorithm-Oriented Array Processor With Compiler-Architecture Co-Design,ar,Article,Zheng J.,,Hong Kong University of Science and Technology;AI Chip Center for Emerging Smart Systems,Hong Kong;Hong Kong,Hong Kong;Hong Kong,,,,,2022-12-01,1 December 2022,IEEE Transactions on Computers,00189340,25033,15579956,Journal,71,12,,3088-3100,,,0,1,publisherhybridgold,Hybrid Gold,,,
13,2-s2.0-85139828074,10.1007/s10664-022-10202-w,,,DiverGet: a Search-Based Software Testing approach for Deep Neural Network Quantization assessment,ar,Article,Yahmed A.H.,,Polytechnique Montréal,Montreal,Canada,,,,,2022-12-01,December 2022,Empirical Software Engineering,13823256,18650,15737616,Journal,27,7,193,,,,0,0,repositoryam,Green,,,
14,2-s2.0-85139625223,10.1007/s12008-022-01065-y,,,NAO robots as context to teach numerical methods,ar,Article,Cruz-Ramírez S.R.,,Tecnologico de Monterrey,Monterrey,Mexico,,,,,2022-12-01,December 2022,International Journal on Interactive Design and Manufacturing,19552513,12000154536,19552505,Journal,16,4,,1337-1356,,,2,1,publisherfree2read,Bronze,,,
15,2-s2.0-85139062058,10.1016/j.cola.2022.101156,S2590118422000533,,Block-based abstractions and expansive services to make advanced computing concepts accessible to novices,ar,Article,Brady C.,,Vanderbilt University,Nashville,United States,,,,,2022-12-01,December 2022,Journal of Computer Languages,,21100904890,25901184,Journal,73,,101156,,,,0,0,,,,,
16,2-s2.0-85138794758,10.1016/j.asr.2022.08.041,S0273117722007773,,Active object tracking of free floating space manipulators based on deep reinforcement learning,ar,Article,Lei W.,,Harbin Institute of Technology,Harbin,China,,,,,2022-12-01,1 December 2022,Advances in Space Research,02731177,12375,18791948,Journal,70,11,,3506-3519,,,1,0,,,,,
17,2-s2.0-85138767886,10.1016/j.robot.2022.104269,S0921889022001580,,Footstep planning of humanoid robot in ROS environment using Generative Adversarial Networks (GANs) deep learning,ar,Article,Mishra P.,,"Kalinga Institute of Industrial Technology, Bhubaneswar",Odisha,India,,,,,2022-12-01,December 2022,Robotics and Autonomous Systems,09218890,18079,,Journal,158,,104269,,,,2,0,,,,,
18,2-s2.0-85137777378,10.1007/s41315-022-00256-w,,,Optimal path planning of multi-robot in dynamic environment using hybridization of meta-heuristic algorithm,ar,Article,Paikray H.K.,,VSS University of Technology,Sambalpur,India,,,,,2022-12-01,December 2022,International Journal of Intelligent Robotics and Applications,23665971,21100935977,2366598X,Journal,6,4,,625-667,,,1,0,,,,,
19,2-s2.0-85137216983,10.1007/s12008-022-01028-3,,,Modeling and recognition of emotions in manufacturing,ar,Article,Bertacchini F.,,Università della Calabria,Rende,Italy,,,,,2022-12-01,December 2022,International Journal on Interactive Design and Manufacturing,19552513,12000154536,19552505,Journal,16,4,,1357-1370,,,0,1,publisherhybridgold,Hybrid Gold,,,
20,2-s2.0-85136895229,10.1109/TVT.2022.3198266,,,JointNIDS: Efficient Joint Traffic Management for On-Device Network Intrusion Detection,ar,Article,Dao T.N.,,Le Quy Don Technical University,Hanoi,Viet Nam,,,,,2022-12-01,1 December 2022,IEEE Transactions on Vehicular Technology,00189545,17393,19399359,Journal,71,12,,13254-13265,,,0,0,,,,,
21,2-s2.0-85136094651,10.1109/THMS.2022.3194593,,,A Variational Bayesian Gaussian Mixture-Nonnegative Matrix Factorization Model to Extract Movement Primitives for Robust Control,ar,Article,Xie H.,,Yunnan University;Queensland University of Technology,Kunming;Brisbane,China;Australia,,,,,2022-12-01,1 December 2022,IEEE Transactions on Human-Machine Systems,21682291,21100285028,21682305,Journal,52,6,,1258-1270,,,0,0,,,,,
22,2-s2.0-85133791168,10.1109/TRO.2022.3182487,,,Active Multiobject Exploration and Recognition via Tactile Whiskers,ar,Article,Xiao C.,,School of Industrial Engineering,West Lafayette,United States,,,,,2022-12-01,1 December 2022,IEEE Transactions on Robotics,15523098,95101,19410468,Journal,38,6,,3479-3497,,,0,0,repositoryam,Green,,,
23,2-s2.0-85132977831,10.1002/rcs.2432,,35679516,Precision forceps tracking and localisation using a Kalman filter for continuous curvilinear capsulorhexis,ar,Article,Lin C.,,Beihang University,Beijing,China,,,,,2022-12-01,December 2022,International Journal of Medical Robotics and Computer Assisted Surgery,14785951,5000154502,1478596X,Journal,18,6,e2432,,,,0,0,,,,,
24,2-s2.0-85132126820,10.1016/j.rcim.2022.102394,S0736584522000813,,Auto-calibration of robot workcells via remote laser scanning,ar,Article,Park J.W.,,Pohang University of Science and Technology,Pohang,South Korea,,,,,2022-12-01,December 2022,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,78,,102394,,,,0,0,,,,,
25,2-s2.0-85130800289,10.1016/j.rcim.2022.102366,S0736584522000540,,"A review of robotic assembly strategies for the full operation procedure: planning, execution and evaluation",re,Review,Jiang Y.,,Huazhong University of Science and Technology,Wuhan,China,,,,,2022-12-01,December 2022,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,78,,102366,,,,3,0,,,,,
26,2-s2.0-85128766235,10.1177/07356331221083224,,,Promoting Spatial Language and Ability Among SLD Children: Can Robot Programming Make a Difference?,ar,Article,Brainin E.,,Bar-Ilan University,Ramat Gan,Israel,,,,,2022-12-01,December 2022,Journal of Educational Computing Research,07356331,18874,15414140,Journal,60,7,,1742-1762,,,0,0,,,,,
27,2-s2.0-85126214801,10.1186/s40648-022-00222-y,,,Rapid prototyping for series of tasks in atypical environment: robotic system with reliable program-based and flexible learning-based approaches,ar,Article,Ito H.,,"Hitachi, Ltd.",Tokyo,Japan,,,,,2022-12-01,December 2022,ROBOMECH Journal,,21100853738,21974225,Journal,9,1,7,,,,1,1,repositoryam,Green,,,
28,2-s2.0-85124279326,10.1186/s41239-021-00311-9,,,"Development of a course based on BEAM robots to enhance STEM learning in electrical, electronic, and mechanical domains",ar,Article,Boya-Lara C.,,Universidad Interamericana de Panamá,Panama City,Panama,,,,,2022-12-01,December 2022,International Journal of Educational Technology in Higher Education,,21100466714,23659440,Journal,19,1,7,,,,4,1,repositoryam,Green,,,
29,2-s2.0-85122071300,10.1109/TCDS.2021.3137262,,,A Framework of Improving Human Demonstration Efficiency for Goal-Directed Robot Skill Learning,ar,Article,Wu H.,,Guangdong Artificial Intelligence and Digital Economy Laboratory;Guangdong Academy of Sciences,Guangzhou;Guangzhou,China;China,,,,,2022-12-01,1 December 2022,IEEE Transactions on Cognitive and Developmental Systems,23798920,21100784665,23798939,Journal,14,4,,1743-1754,,,0,0,,,,,
30,2-s2.0-85112216953,10.1109/TNNLS.2021.3088947,,34181552,Complex Robotic Manipulation via Graph-Based Hindsight Goal Generation,ar,Article,Bing Z.,,"Fakultät für Informatik, Technische Universität München",Garching bei Munchen,Germany,,,,,2022-12-01,1 December 2022,IEEE Transactions on Neural Networks and Learning Systems,2162237X,21100235616,21622388,Journal,33,12,,7863-7876,,,3,0,repositoryam,Green,,,
31,2-s2.0-85104775712,10.1007/s00521-021-05972-1,,,Fully neural object detection solutions for robot soccer,ar,Article,Szemenyei M.,,Budapest University of Technology and Economics,Budapest,Hungary,,,,,2022-12-01,December 2022,Neural Computing and Applications,09410643,24800,14333058,Journal,34,24,,21419-21432,,,3,1,repositoryvor,Green,,,
32,2-s2.0-85146998633,,,,"VMIL 2022 - Proceedings of the 14th ACM SIGPLAN International Workshop on Virtual Machines and Intermediate Languages, co-located with SPLASH 2022",cr,Conference Review,,,,,,,,,,2022-11-29,29 November 2022,"VMIL 2022 - Proceedings of the 14th ACM SIGPLAN International Workshop on Virtual Machines and Intermediate Languages, co-located with SPLASH 2022",,21101132460,,Conference Proceeding,,,,,,,0,0,,,,,
33,2-s2.0-85143303091,10.3389/fpsyg.2022.976724,,,Educational values and challenges of i-STEM project-based learning: A mixed-methods study with data-transformation design,ar,Article,Chang C.C.,,National Taiwan Normal University,Taipei,Taiwan,,,,,2022-11-22,22 November 2022,Frontiers in Psychology,,21100216571,16641078,Journal,13,,976724,,,,0,1,publisherfullgold,Gold,,,
34,2-s2.0-85146983558,10.1145/3569902.3570188,,,Modeling attacker behavior in Cyber-Physical-Systems,cp,Conference Paper,Gonzalez S.R.,,"Universidad de Los Andes, Colombia;University of Oklahoma",Bogota;Norman,Colombia;United States,,,,,2022-11-21,21 November 2022,ACM International Conference Proceeding Series,,21101132446,,Conference Proceeding,,,,117-124,,,0,0,,,,,
35,2-s2.0-85146435744,10.5614/j.eng.technol.sci.2022.54.6.2,,,A Low-Cost Laboratory Practice for Fundamental Learning of Wireless Digital Communication,ar,Article,Dutono T.,,Politeknik Elektronika Negeri Surabaya,Surabaya,Indonesia,,,,,2022-11-18,18 November 2022,Journal of Engineering and Technological Sciences,23375779,21100265049,23385502,Journal,54,6,220602,1101-1120,,,0,1,publisherfullgold,Gold,,,
36,2-s2.0-85141623159,10.1515/9783110762044-004,,,Intellection of biological life in current era,ch,Book Chapter,Mehta V.,,Amity University,Noida,India,,,,,2022-11-07,7 November 2022,Artificial Intelligence and Computational Dynamics for Biomedical Research,,21101119990,,Book,8,,,53-66,,,0,0,,,,,
37,2-s2.0-85142220553,10.3389/fpsyg.2022.1054561,,,"Corrigendum: Effects of a pair programming educational robot-based approach on students' interdisciplinary learning of computational thinking and language learning(Front. Psychol., (2022), 13, (888215), 10.3389/fpsyg.2022.888215)",er,Erratum,Hsu T.C.,,National Taiwan Normal University,Taipei,Taiwan,,,,,2022-11-02,2 November 2022,Frontiers in Psychology,,21100216571,16641078,Journal,13,,1054561,,,,0,1,publisherfullgold,Gold,,,
38,2-s2.0-85148301681,10.3390/su142114528,,,KidBright: An Open-Source Embedded Programming Platform with a Dedicated Software Framework in Support of Ecosystems for Learning to Code,ar,Article,Tan-a-ram S.,,Thailand National Electronics and Computer Technology Center,Pathum Thani,Thailand,,,,,2022-11-01,November 2022,Sustainability (Switzerland),,21100240100,20711050,Journal,14,21,14528,,,,0,1,publisherfullgold,Gold,,,
39,2-s2.0-85145368427,10.3390/ecsa-9-13212,,,VNetOS: Virtualised Distributed and Parallel Sensor Network Operating Environment for the IoT and SHM †,ar,Article,Bosse S.,,Universität Bremen,Bremen,Germany,,,,,2022-11-01,November 2022,Engineering Proceedings,,21101128137,26734591,Journal,27,1,72,,,,0,1,publisherhybridgold,Hybrid Gold,,,
40,2-s2.0-85144834079,10.1117/1.JEI.31.6.061819,,,Optimized path planning of drones for efficient logistics using turning point with evolutionary techniques,ar,Article,Alqarni M.A.,,University of Jeddah,Jeddah,Saudi Arabia,,,,,2022-11-01,1 November 2022,Journal of Electronic Imaging,10179909,25978,1560229X,Journal,31,6,061819,,,,1,0,,,,,
41,2-s2.0-85142676278,10.3390/s22228983,,36433584,An Optimized Probabilistic Roadmap Algorithm for Path Planning of Mobile Robots in Complex Environments with Narrow Channels,ar,Article,Qiao L.,,Beijing Institute of Technology,Beijing,China,,,,,2022-11-01,November 2022,Sensors,14248220,130124,,Journal,22,22,8983,,,,0,1,repositoryam,Green,,,
42,2-s2.0-85141888112,10.3390/rs14215463,,,NanoMap: A GPU-Accelerated OpenVDB-Based Mapping and Simulation Package for Robotic Agents,ar,Article,Walker V.,,Queensland University of Technology,Brisbane,Australia,,,,,2022-11-01,November 2022,Remote Sensing,,86430,20724292,Journal,14,21,5463,,,,0,1,publisherfullgold,Gold,,,
43,2-s2.0-85141823470,10.3390/electronics11213628,,,Efficient Deep Reinforcement Learning for Optimal Path Planning,ar,Article,Ren J.,,Ontario Tech University,Oshawa,Canada,,,,,2022-11-01,November 2022,Electronics (Switzerland),,21100829272,20799292,Journal,11,21,3628,,,,0,1,publisherfullgold,Gold,,,
44,2-s2.0-85141584370,10.3390/s22218561,,36366259,YPD-SLAM: A Real-Time VSLAM System for Handling Dynamic Indoor Environments,ar,Article,Wang Y.,,North China University of Science and Technology,Tangshan,China,,,,,2022-11-01,November 2022,Sensors,14248220,130124,,Journal,22,21,8561,,,,0,1,repositoryam,Green,,,
45,2-s2.0-85141581616,10.3390/s22218101,,36365800,Deep Learning-Based NMPC for Local Motion Planning of Last-Mile Delivery Robot,ar,Article,Imad M.,,Jeonbuk National University,Jeonju,South Korea,,,,,2022-11-01,November 2022,Sensors,14248220,130124,,Journal,22,21,8101,,,,0,1,publisherfullgold,Gold,,,
46,2-s2.0-85141477349,10.1371/journal.pone.0275688,,36350791,DIY liquid handling robots for integrated STEM education and life science research,ar,Article,Li E.,,Stanford University,Palo Alto,United States,,,,,2022-11-01,November 2022,PLoS ONE,,10600153309,19326203,Journal,17,11 November,e0275688,,,,1,1,publisherfullgold,Gold,,,
47,2-s2.0-85139451939,10.1177/00219983221129691,,,"Toward smart composites: Small-scale, untethered prediction and control for soft sensor/actuator systems",re,Review,Manzano S.A.,,University of Colorado Boulder,Boulder,United States,,,,,2022-11-01,November 2022,Journal of Composite Materials,00219983,21140,1530793X,Journal,56,26,,4025-4039,,,0,0,repositoryam,Green,,,
48,2-s2.0-85139435711,10.1007/s10916-022-01863-7,,36210365,Human Monkeypox Classification from Skin Lesion Images with Deep Pre-trained Network using Mobile Application,ar,Article,Sahin V.H.,,Sakarya Üniversitesi,Serdivan,Turkey,,,,,2022-11-01,November 2022,Journal of Medical Systems,01485598,23710,1573689X,Journal,46,11,79,,,,6,1,publisherfree2read,Bronze,,,
49,2-s2.0-85139336535,10.11918/202111074,,,Salp swarm algorithm based on orthogonal refracted opposition-based learning,ar,Article,Wang Z.,,Yunnan University,Kunming,China,,,,,2022-11-01,November 2022,Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology,03676234,29708,,Journal,54,11,,122-136,,,0,0,,,,,
50,2-s2.0-85138471455,10.1016/j.neucom.2022.09.114,S0925231222012073,,A methodical interpretation of adaptive robotics: Study and reformulation,sh,Short Survey,Soufi Enayati A.M.,,University of Victoria,Victoria,Canada,,,,,2022-11-01,1 November 2022,Neurocomputing,09252312,24807,18728286,Journal,512,,,381-397,,,0,0,,,,,
51,2-s2.0-85138455590,10.1016/j.asoc.2022.109621,S1568494622006706,,Camera view planning based on generative adversarial imitation learning in indoor active exploration,ar,Article,Dai X.Y.,,Tianjin University,Tianjin,China,,,,,2022-11-01,November 2022,Applied Soft Computing,15684946,18136,,Journal,129,,109621,,,,0,0,,,,,
52,2-s2.0-85138443938,10.1016/j.engappai.2022.105277,S0952197622003323,,Visually-guided motion planning for autonomous driving from interactive demonstrations,ar,Article,Pérez-Dattari R.,,"Department of Cognitive Robotics, TU Delft",Delft,Netherlands,,,,,2022-11-01,November 2022,Engineering Applications of Artificial Intelligence,09521976,24182,,Journal,116,,105277,,,,0,1,repositoryvor,Green,,,
53,2-s2.0-85137646662,10.1016/j.robot.2022.104256,S0921889022001506,,Spatial and temporal features unified self-supervised representation learning networks,ar,Article,Choudhary R.,,Indian Institute of Technology Kharagpur,Kharagpur,India,,,,,2022-11-01,November 2022,Robotics and Autonomous Systems,09218890,18079,,Journal,157,,104256,,,,0,0,,,,,
54,2-s2.0-85136317778,10.1111/bjet.13266,,,"Towards inclusiveness and sustainability of robot programming in early childhood: Child engagement, learning outcomes and teacher perception",ar,Article,Yang W.,,The Education University of Hong Kong,Hong Kong,China,,,,,2022-11-01,November 2022,British Journal of Educational Technology,00071013,23988,14678535,Journal,53,6,,1486-1510,,,2,0,,,,,
55,2-s2.0-85135989143,10.1109/TCAD.2022.3197697,,,An MILP Encoding for Efficient Verification of Quantized Deep Neural Networks,cp,Conference Paper,Mistry S.,,"GitHub, Inc.;Indian Institute of Technology Kanpur",San Francisco;Kanpur,United States;India,,,,,2022-11-01,1 November 2022,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,02780070,27724,19374151,Journal,41,11,,4445-4456,,,0,0,,,,,
56,2-s2.0-85134252921,10.1109/TVT.2022.3190557,,,Federated Deep Reinforcement Learning for RIS-Assisted Indoor Multi-Robot Communication Systems,ar,Article,Luo R.,,Beijing University of Posts and Telecommunications,Beijing,China,,,,,2022-11-01,1 November 2022,IEEE Transactions on Vehicular Technology,00189545,17393,19399359,Journal,71,11,,12321-12326,,,1,0,repositoryam,Green,,,
57,2-s2.0-85140026545,,,,"17th Workshop in Primary and Secondary Computing Education, WiPSCE 2022",cr,Conference Review,,,,,,,,,,2022-10-31,31 October 2022,ACM International Conference Proceeding Series,,21101114500,,Conference Proceeding,,,,,,,0,0,,,,,
58,2-s2.0-85139988688,10.1145/3556787.3556859,,,Common Patterns in Block-Based Robot Programs,cp,Conference Paper,Obermüller F.,,Universität Passau,Passau,Germany,,,,,2022-10-31,31 October 2022,ACM International Conference Proceeding Series,,21101114500,,Conference Proceeding,,,4,,,,0,0,repositoryam,Green,,,
59,2-s2.0-85145657291,10.1145/3508352.3561113,,,Hardware architecture of graph neural network-enabled motion planner,cp,Conference Paper,Huang L.,,Rutgers University–New Brunswick,New Brunswick,United States,,,,,2022-10-30,30 October 2022,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD",10923152,51882,,Conference Proceeding,,,104,,,,0,0,,,,,
60,2-s2.0-85141554150,10.1145/3526113.3545626,,,Sketched Reality: Sketching Bi-Directional Interactions Between Virtual and Physical Worlds with AR and Actuated Tangible UI,cp,Conference Paper,Kaimoto H.,,The University of Tokyo;University of Calgary,Tokyo;Calgary,Japan;Canada,,,,,2022-10-29,29 October 2022,UIST 2022 - Proceedings of the 35th Annual ACM Symposium on User Interface Software and Technology,,21101119907,,Conference Proceeding,,,1,,,,0,0,repositoryam,Green,,,
61,2-s2.0-85148644840,10.1145/3572549.3572614,,,Examining the role of Dash Robot in Fourth-grade English as a Medium of Instruction using the UTAUT model,cp,Conference Paper,Lee Y.C.,,National Tsing Hua University,Hsinchu,Taiwan,,,,,2022-10-28,28 October 2022,ACM International Conference Proceeding Series,,21101136817,,Conference Proceeding,,,,407-411,,,0,0,,,,,
62,2-s2.0-85134648839,10.1108/ILS-12-2021-0109,,,The technical matters: young children debugging (with) tangible coding toys,ar,Article,Silvis D.,,Utah State University,Logan,United States,,,,,2022-10-24,24 October 2022,Information and Learning Science,23985348,21100805777,,Journal,123,9-10,,577-600,,,0,0,,,,,
63,2-s2.0-85145585300,10.1145/3569966.3570094,,,Design and Implementation of VSTO-based Online Compilation Teaching System for C Language,cp,Conference Paper,Yu X.,,Nanjing University of Post and TeleCommunications,Nanjing,China,,,,,2022-10-21,21 October 2022,ACM International Conference Proceeding Series,,21101130440,,Conference Proceeding,,,,481-486,,,0,0,,,,,
64,2-s2.0-85140848148,10.3389/frvir.2022.968312,,,RAISE: Robotics &amp; AI to improve STEM and social skills for elementary school students,ar,Article,Hughes C.E.,,University of Central Florida,Orlando,United States,,,,,2022-10-14,14 October 2022,Frontiers in Virtual Reality,,21101107986,26734192,Journal,3,,968312,,,,0,1,publisherfullgold,Gold,,,
65,2-s2.0-85142437804,,,,DESIGNING AN EMBEDDED WIRELESS SENSOR NETWORK PLATFORM USING SINGLE BOARD COMPUTER APPLICATION,ar,Article,Hasan S.Z.,,Republic of Iraq Ministry of Electricity,Baghdad,Iraq,,,,,2022-10-01,October 2022,Journal of Engineering Science and Technology,18234690,18200156709,,Journal,17,5,,3619-3636,,,0,0,,,,,
66,2-s2.0-85140795016,10.1109/LRA.2022.3214446,,,Learning to Coordinate for a Worker-Station Multi-Robot System in Planar Coverage Tasks,ar,Article,Tang J.,,"The Chinese University of Hong Kong, Shenzhen",Shenzhen,China,,,,,2022-10-01,1 October 2022,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,7,4,,12315-12322,,,0,0,repositoryam,Green,,,
67,2-s2.0-85139480219,10.1007/s10846-022-01719-9,,,Objects Relocation in Clutter with Robot Manipulators via Tree-based Q-Learning Algorithm: Analysis and Experiments,ar,Article,Golluccio G.,,Universita di Cassino e del Lazio Meridionale,Cassino,Italy,,,,,2022-10-01,October 2022,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,24360,15730409,Journal,106,2,44,,,,1,0,,,,,
68,2-s2.0-85139417612,10.1109/LRA.2022.3207568,,,Fluoroscopic Image-Based 3-D Environment Reconstruction and Automated Path Planning for a Robotically Steerable Guidewire,ar,Article,Ravigopal S.R.,,Georgia Institute of Technology,Atlanta,United States,,,,,2022-10-01,1 October 2022,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,7,4,,11918-11925,,,1,0,,,,,
69,2-s2.0-85139407897,10.1109/LRA.2022.3207554,,,Active Traversability Learning via Risk-Aware Information Gathering for Planetary Exploration Rovers,ar,Article,Endo M.,,Keio University,Tokyo,Japan,,,,,2022-10-01,1 October 2022,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,7,4,,11855-11862,,,0,0,,,,,
70,2-s2.0-85137881284,10.1016/j.compeleceng.2022.108376,S0045790622005936,,A Machine Learning approach for collision avoidance and path planning of mobile robot under dense and cluttered environments,ar,Article,Das S.,,"Birla Institute of Technology, Mesra",Ranchi,India,,,,,2022-10-01,October 2022,Computers and Electrical Engineering,00457906,18159,,Journal,103,,108376,,,,0,0,,,,,
71,2-s2.0-85137576105,10.1109/LRA.2022.3202633,,,Scalable Learned Geometric Feasibility for Cooperative Grasp and Motion Planning,ar,Article,Park S.,,Graduate School of Convergence Science and Technology,Seoul,South Korea,,,,,2022-10-01,1 October 2022,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,7,4,,11545-11552,,,0,0,,,,,
72,2-s2.0-85137165701,10.1016/j.micpro.2022.104664,S014193312200196X,,Learning based application driven energy aware compilation for GPU,ar,Article,Sachan A.,,"Indian Institute of Information Technology, Allahabad",Allahabad,India,,,,,2022-10-01,October 2022,Microprocessors and Microsystems,01419331,15552,,Journal,94,,104664,,,,0,0,,,,,
73,2-s2.0-85136605948,10.1007/s12204-022-2493-7,,,Generation Approach of Human-Robot Cooperative Assembly Strategy Based on Transfer Learning,ar,Article,Lü Q.,,Donghua University,Shanghai,China,,,,,2022-10-01,October 2022,Journal of Shanghai Jiaotong University (Science),10071172,145728,19958188,Journal,27,5,,602-613,,,0,0,,,,,
74,2-s2.0-85135766241,10.1109/LRA.2022.3196789,,,A Reinforcement Learning Method for Motion Control With Constraints on an HPN Arm,ar,Article,Gan Y.,,University of Science and Technology of China,Hefei,China,,,,,2022-10-01,1 October 2022,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,7,4,,12006-12013,,,0,0,,,,,
75,2-s2.0-85135764965,10.1109/LRA.2022.3195192,,,GNGraph: Self-Organizing Maps for Autonomous Aerial Vehicle Planning,ar,Article,Herrera-Alarcon E.P.,,Sant'Anna Scuola Universitaria Superiore Pisa,Pisa,Italy,,,,,2022-10-01,1 October 2022,IEEE Robotics and Automation Letters,,21100900379,23773766,Journal,7,4,,10721-10728,,,0,0,,,,,
