,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85013149452,10.1109/CLUSTER.2016.24,,,GLAP: Distributed dynamic workload consolidation through gossip-based learning,cp,Conference Paper,Khelghatdoust M.,,Commonwealth Scientific and Industrial Research Organization;The University of Sydney,Melbourne;Sydney,Australia;Australia,,,,,2016-12-06,6 December 2016,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",15525244,145419,,Conference Proceeding,,,7776481,80-89,,,9,0,,,,,
11,2-s2.0-85043255717,10.1186/s40594-016-0052-1,,,"Gender, interest, and prior experience shape opportunities to learn programming in robotics competitions",ar,Article,Witherspoon E.B.,,University of Pittsburgh,Pittsburgh,United States,,,,,2016-12-01,1 December 2016,International Journal of STEM Education,,21100873488,21967822,Journal,3,1,18,,,,37,1,publisherfullgold,Gold,,,
12,2-s2.0-85013278356,10.1142/S0218194016400131,,,Linking Design Model with Code,cp,Conference Paper,Eckert C.,,The University of Auckland,Auckland,New Zealand,,,,,2016-12-01,1 December 2016,International Journal of Software Engineering and Knowledge Engineering,02181940,19270,,Journal,26,9-10,,1473-1491,,,0,0,,,,,
13,2-s2.0-85011961527,10.1109/MCS.2016.2602090,,,Measurable Augmented Reality for Prototyping Cyberphysical Systems: A Robotics Platform to Aid the Hardware Prototyping and Performance Testing of Algorithms,ar,Article,Omidshafiei S.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2016-12-01,December 2016,IEEE Control Systems,1066033X,21100239264,,Journal,36,6,7740990,65-87,,,15,0,repositoryvor,Green,,,
14,2-s2.0-85006279499,10.1109/TCDS.2016.2614992,,,Affordance Research in Developmental Robotics: A Survey,ar,Article,Min H.,,South China University of Technology,Guangzhou,China,,,,,2016-12-01,December 2016,IEEE Transactions on Cognitive and Developmental Systems,23798920,21100784665,23798939,Journal,8,4,7582380,237-255,,,67,0,,,,,
15,2-s2.0-84999808941,10.1109/TSMC.2016.2531656,,,Interactive Teachable Cognitive Agents: Smart Building Blocks for Multiagent Systems,ar,Article,Subagdja B.,,Nanyang Technological University,Singapore City,Singapore,,,,,2016-12-01,December 2016,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",21682216,21100262320,21682232,Journal,46,12,7434068,1724-1735,,,9,0,repositoryam,Green,,,
16,2-s2.0-84988493689,10.1016/j.artint.2016.07.004,S0004370216300819,,"A synthesis of automated planning and reinforcement learning for efficient, robust decision-making",ar,Article,Leonetti M.,,The University of Texas at Austin;University of Leeds,Austin;Leeds,United States;United Kingdom,,,,,2016-12-01,1 December 2016,Artificial Intelligence,00043702,23675,,Journal,241,,,103-130,,,58,1,repositoryam,Green,,,
17,2-s2.0-84987947879,10.1016/j.tsc.2016.09.004,S1871187116301055,,Metaphors of code—Structuring and broadening the discussion on teaching children to code,ar,Article,Dufva T.,,Aalto University,Espoo,Finland,,,,,2016-12-01,1 December 2016,Thinking Skills and Creativity,18711871,5000154503,,Journal,22,,,97-110,,,15,1,repositoryvor,Green,,,
18,2-s2.0-84978081770,10.1016/j.rcim.2016.06.003,S0736584515300284,,IRoSim: Industrial Robotics Simulation Design Planning and Optimization platform based on CAD and knowledgeware technologies,ar,Article,Baizid K.,,IMT Nord Europe,Villeneuve-d'Ascq,France,,,,,2016-12-01,1 December 2016,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,42,,,121-134,,,30,0,,,,,
19,2-s2.0-84962518373,10.1109/TCYB.2015.2498760,,,An Efficient Fine-to-Coarse Wayfinding Strategy for Robot Navigation in Regionalized Environments,ar,Article,Zhong C.,,East China University of Science and Technology,Shanghai,China,,,,,2016-12-01,December 2016,IEEE Transactions on Cybernetics,21682267,21100274221,,Journal,46,12,7428910,3157-3170,,,8,0,,,,,
20,2-s2.0-85007360743,10.1109/ITHET.2016.7760726,,,"Teaching strategies for the development of adaptable (Compiler, vendor/processor independent) embedded C code",cp,Conference Paper,Rachioti A.K.,,Technological Education Institute of Epiros,"Arta,",Greece,,,,,2016-11-28,28 November 2016,"2016 15th International Conference on Information Technology Based Higher Education and Training, ITHET 2016",,21100790334,,Conference Proceeding,,,7760726,,,,3,0,,,,,
21,2-s2.0-85007090193,10.1109/HPEC.2016.7761588,,,In-storage embedded accelerator for sparse pattern processing,cp,Conference Paper,Jun S.W.,,MIT Computer Science &amp; Artificial Intelligence Laboratory,Cambridge,United States,,,,,2016-11-28,28 November 2016,"2016 IEEE High Performance Extreme Computing Conference, HPEC 2016",,21100790098,,Conference Proceeding,,,7761588,,,,3,0,repositoryam,Green,,,
22,2-s2.0-85006804233,10.1109/FIE.2016.7757417,,,Robotic Educational Tool to engage students on Engineering,cp,Conference Paper,Merino P.P.,,HW R and D,Tres Cantos,Spain,,,,,2016-11-28,28 November 2016,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2016-November,,7757417,,,,22,0,,,,,
23,2-s2.0-85006467074,10.1109/IROS.2016.7759501,,,Large-scale 3D scene reconstruction with Hilbert Maps,cp,Conference Paper,Guizilini V.,,School of Computer Science,Sydney,Australia,,,,,2016-11-28,28 November 2016,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2016-November,,7759501,3247-3254,,,19,0,,,,,
24,2-s2.0-85006455359,10.1109/IROS.2016.7759232,,,Motion planning with diffusion maps,cp,Conference Paper,Chen Y.F.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2016-11-28,28 November 2016,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2016-November,,7759232,1423-1430,,,18,0,repositoryam,Green,,,
25,2-s2.0-85006380648,10.1109/IROS.2016.7759511,,,HI robot: Human intention-aware robot planning for safe and efficient navigation in crowds,cp,Conference Paper,Park C.,,The Walt Disney Company;The University of North Carolina at Chapel Hill,Burbank;Chapel Hill,United States;United States,,,,,2016-11-28,28 November 2016,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2016-November,,7759511,3320-3326,,,14,0,,,,,
26,2-s2.0-85018649948,10.4204/EPTCS.230.2,,,Teaching functional patterns through robotic applications,cp,Conference Paper,Boender J.,,Middlesex University,London,United Kingdom,,,,,2016-11-26,26 November 2016,"Electronic Proceedings in Theoretical Computer Science, EPTCS",20752180,21100244944,,Conference Proceeding,230,,,17-29,,,3,1,repositoryam,Green,,,
27,2-s2.0-85017774596,,,,"Electronic Proceedings in Theoretical Computer Science, EPTCS",cr,Conference Review,,,,,,,,,,2016-11-26,26 November 2016,"Electronic Proceedings in Theoretical Computer Science, EPTCS",20752180,21100244944,,Conference Proceeding,230,,,,,,0,0,,,,,
28,2-s2.0-85006744632,10.1109/ICEEOT.2016.7755172,,,Bioinspired robot path planning using PointBug algorithm,cp,Conference Paper,Choudhury N.,,Assam Don Bosco University,Guwahati,India,,,,,2016-11-22,22 November 2016,"International Conference on Electrical, Electronics, and Optimization Techniques, ICEEOT 2016",,21100789848,,Conference Proceeding,,,7755172,2638-2643,,,2,0,,,,,
29,2-s2.0-85006795621,10.1109/SIIE.2016.7751835,,,Incorporating educational robots and visual programming environments in introductory programming courses,cp,Conference Paper,Anfurrutia F.I.,,Universidad del Pais Vasco,Leioa,Spain,,,,,2016-11-21,21 November 2016,"2016 International Symposium on Computers in Education, SIIE 2016: Learning Analytics Technologies",,21100789870,,Conference Proceeding,,,7751835,,,,3,0,,,,,
30,2-s2.0-85006782961,,,,"2016 International Symposium on Computers in Education, SIIE 2016: Learning Analytics Technologies",cr,Conference Review,,,,,,,,,,2016-11-21,21 November 2016,"2016 International Symposium on Computers in Education, SIIE 2016: Learning Analytics Technologies",,21100789870,,Conference Proceeding,,,,,,,0,0,,,,,
31,2-s2.0-85003005001,10.1109/ROMAN.2016.7745110,,,Robot programming by non-experts: Intuitiveness and robustness of One-Shot robot programming,cp,Conference Paper,Orendt E.,,Universität Bayreuth,Bayreuth,Germany,,,,,2016-11-15,15 November 2016,"25th IEEE International Symposium on Robot and Human Interactive Communication, RO-MAN 2016",,21100788278,,Conference Proceeding,,,7745110,192-199,,,33,0,,,,,
32,2-s2.0-85002986286,10.1109/ROMAN.2016.7745138,,,Exploring implicit human responses to robot mistakes in a learning from demonstration task,cp,Conference Paper,Hayes C.,,University of Notre Dame,Notre Dame,United States,,,,,2016-11-15,15 November 2016,"25th IEEE International Symposium on Robot and Human Interactive Communication, RO-MAN 2016",,21100788278,,Conference Proceeding,,,7745138,246-252,,,18,0,repositoryam,Green,,,
33,2-s2.0-85002942884,10.1109/ROMAN.2016.7745108,,,"Augmented reality for industrial robot programmers: Workload analysis for task-based, augmented reality-supported robot control",cp,Conference Paper,Stadler S.,,Universitat Salzburg,Salzburg,Austria,,,,,2016-11-15,15 November 2016,"25th IEEE International Symposium on Robot and Human Interactive Communication, RO-MAN 2016",,21100788278,,Conference Proceeding,,,7745108,179-184,,,39,0,repositoryam,Green,,,
34,2-s2.0-85008264591,10.1109/CEC.2016.7743924,,,Robot-to-human handover with obstacle avoidance via continuous time Recurrent Neural Network,cp,Conference Paper,Tang H.,,Sichuan University,Chengdu,China,,,,,2016-11-14,14 November 2016,"2016 IEEE Congress on Evolutionary Computation, CEC 2016",,21100790768,,Conference Proceeding,,,7743924,1204-1211,,,1,0,,,,,
35,2-s2.0-85008251763,10.1109/CEC.2016.7743926,,,Path planning using a spiking neuron algorithm with axonal delays,cp,Conference Paper,Krichmar J.,,"University of California, Irvine",Irvine,United States,,,,,2016-11-14,14 November 2016,"2016 IEEE Congress on Evolutionary Computation, CEC 2016",,21100790768,,Conference Proceeding,,,7743926,1219-1226,,,8,0,,,,,
36,2-s2.0-85002700102,,,,"Proceedings - 2016 International Conference on Learning and Teaching in Computing and Engineering, LaTiCE 2016",cr,Conference Review,,,,,,,,,,2016-11-14,14 November 2016,"Proceedings - 2016 International Conference on Learning and Teaching in Computing and Engineering, LaTiCE 2016",,21100788287,,Conference Proceeding,,,,,,,0,0,,,,,
37,2-s2.0-85001946118,10.1109/BEC.2016.7743730,,,Digital design laboratory,cp,Conference Paper,Donzellini G.,,Università degli Studi di Genova,Genoa,Italy,,,,,2016-11-14,14 November 2016,"Proceedings of the Biennial Baltic Electronics Conference, BEC",17363705,21100228125,,Conference Proceeding,2016-November,,7743730,67-70,,,4,0,,,,,
38,2-s2.0-85001073360,10.1109/COASE.2016.7743461,,,Program robots manufacturing tasks by natural language instructions,cp,Conference Paper,Jia Y.,,Clemson University,Clemson,United States,,,,,2016-11-14,14 November 2016,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2016-November,,7743461,633-638,,,14,0,,,,,
39,2-s2.0-85000922957,10.1109/COASE.2016.7743511,,,A combinatorial approach to the automated generation of inverse kinematics equations for robot arms,cp,Conference Paper,Csiszar A.,,Universität Stuttgart,Stuttgart,Germany,,,,,2016-11-14,14 November 2016,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2016-November,,7743511,984-989,,,1,0,,,,,
40,2-s2.0-85000786155,10.1109/VLHCC.2016.7739707,,,Embodied programming: Supporting the move from concrete to abstract,cp,Conference Paper,Trory A.,,University of Sussex,Brighton,United Kingdom,,,,,2016-11-08,8 November 2016,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",19436092,21100223148,19436106,Conference Proceeding,2016-November,,7739707,262-263,,,1,0,,,,,
41,2-s2.0-85004091146,10.1109/IST.2016.7738193,,,Context-dependent social mapping,cp,Conference Paper,Charalampous K.,,Democritus University of Thrace,Komotini,Greece,,,,,2016-11-07,7 November 2016,"IST 2016 - 2016 IEEE International Conference on Imaging Systems and Techniques, Proceedings",,21100788403,,Conference Proceeding,,,7738193,30-35,,,2,0,,,,,
42,2-s2.0-85007015568,10.1109/ARSO.2016.7736287,,,Learning adaptive reaching skills with nonlinear dynamical systems directly from human demonstrations,cp,Conference Paper,Chen J.,,The University of Hong Kong,Pokfulam,Hong Kong,,,,,2016-11-04,4 November 2016,"Proceedings of IEEE Workshop on Advanced Robotics and its Social Impacts, ARSO",21627568,21100220409,21627576,Conference Proceeding,2016-November,,7736287,232-237,,,1,0,,,,,
43,2-s2.0-85007014200,10.1109/ARSO.2016.7736297,,,A flexible system of complex surface polishing based on the analysis of the contact force and path research,cp,Conference Paper,Huang T.,,Soochow University,Suzhou,China,,,,,2016-11-04,4 November 2016,"Proceedings of IEEE Workshop on Advanced Robotics and its Social Impacts, ARSO",21627568,21100220409,21627576,Conference Proceeding,2016-November,,7736297,289-293,,,14,0,,,,,
44,2-s2.0-85008179579,10.1145/3012430.3012493,,,Smart Textile objects and conductible ink as a context for arts based teaching and learning of computational thinking at primary school,cp,Conference Paper,Reimann D.,,Karlsruher Institut für Technologie,Karlsruhe,Germany,,,,,2016-11-02,2 November 2016,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,02-04-November-2016,,,31-35,,,8,0,repositoryam,Green,,,
45,2-s2.0-85008178853,10.1145/3012430.3012498,,,"Phogo: A low cost, engaging and modern proposal to learn how to program",cp,Conference Paper,Carlos G.S.,,Universidad Autónoma de Madrid,Madrid,Spain,,,,,2016-11-02,2 November 2016,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,02-04-November-2016,,,67-71,,,3,0,,,,,
46,2-s2.0-85007377544,10.1109/ICACCI.2016.7732373,,,Bluetooth RSSI based collision avoidance in multirobot environment,cp,Conference Paper,Amrita L.P.,,"Amrita Vishwa Vidyapeetham University, Bangalore",Bengaluru,India,,,,,2016-11-02,2 November 2016,"2016 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2016",,21100790319,,Conference Proceeding,,,7732373,2168-2174,,,13,0,,,,,
47,2-s2.0-85007342810,10.1109/ICACCI.2016.7732198,,,Exploring concept of QR code and its benefits in digital education system,cp,Conference Paper,Goyal S.,,Maharishi Arvind College of Pharmacy,Jaipur,India,,,,,2016-11-02,2 November 2016,"2016 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2016",,21100790319,,Conference Proceeding,,,7732198,1141-1147,,,15,0,,,,,
48,2-s2.0-84976316418,10.1007/s00165-016-0382-2,,,Model checking learning agent systems using Promela with embedded C code and abstraction,ar,Article,Kirwan R.,,University of Glasgow,Glasgow,United Kingdom,,,,,2016-11-01,1 November 2016,Formal Aspects of Computing,09345043,24980,1433299X,Journal,28,6,,1027-1056,,,1,1,repositoryam,Green,,,
49,2-s2.0-84971228847,10.1016/j.scico.2016.03.009,S0167642316300247,,Model-driven processes and tools to design robot-based generative learning objects for computer science education,ar,Article,Štuikys V.,,Kaunas University of Technology,Kaunas,Lithuania,,,,,2016-11-01,1 November 2016,Science of Computer Programming,01676423,28416,,Journal,129,,,48-71,,,18,1,,,,,
50,2-s2.0-84945242984,10.1007/s00530-015-0488-z,,,Object interaction and task programming by demonstration in visuo-haptic augmented reality,ar,Article,Aleotti J.,,Università di Parma,Parma,Italy,,,,,2016-11-01,1 November 2016,Multimedia Systems,09424962,25626,,Journal,22,6,,675-691,,,10,0,,,,,
51,2-s2.0-85008219728,10.2316/Journal.206.2016.6.206-4526,,,Bioinspired neural network-based Q-learning approach for robot path planninginunknown environments,ar,Article,Ni J.,,Hohai University Changzhou,Changzhou,China,,,,,2016-10-31,31 October 2016,International Journal of Robotics and Automation,08268185,25482,,Journal,31,6,,464-474,,,20,0,,,,,
52,2-s2.0-85007402186,10.1109/ISCO.2016.7727034,,,An autonomous path finding robot using Q-learning,cp,Conference Paper,Madhu Babu V.,,"Rajiv Gandhi University, Doimukh",Doimukh,India,,,,,2016-10-31,31 October 2016,"Proceedings of the 10th International Conference on Intelligent Systems and Control, ISCO 2016",,21100790322,,Conference Proceeding,,,7727034,,,,9,0,,,,,
53,2-s2.0-85007246519,10.1109/IJCNN.2016.7727679,,,Heuristic dynamic programming for mobile robot path planning based on Dyna approach,cp,Conference Paper,Al Dabooni S.,,Missouri University of Science and Technology,Rolla,United States,,,,,2016-10-31,31 October 2016,Proceedings of the International Joint Conference on Neural Networks,,21100790300,,Conference Proceeding,2016-October,,7727679,3723-3730,,,19,0,,,,,
54,2-s2.0-84999016859,10.1088/1757-899X/152/1/012064,,,Obstacle-avoiding robot with IR and PIR motion sensors,cp,Conference Paper,Ismail R.,,Polytechnic Kota Bharu,,Malaysia,,,,,2016-10-31,31 October 2016,IOP Conference Series: Materials Science and Engineering,17578981,19700200831,1757899X,Conference Proceeding,152,1,012064,,,,24,1,publisherfree2read,Bronze,,,
55,2-s2.0-85015193041,10.1145/3023147.3023151,,,Model-driven separation of concerns for service robotics,cp,Conference Paper,Adam K.,,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,,,,,2016-10-30,30 October 2016,"DSM 2016 - Proceedings of the International Workshop on Domain-Specific Modeling, co-located with SPLASH 2016",,21100801256,,Conference Proceeding,,,3023151,22-27,,,16,0,,,,,
56,2-s2.0-84997294905,,,,Robot navigation: Review of techniques and research challenges,cp,Conference Paper,Aggarwal S.,,Netaji Subhas Institute of Technology,New Delhi,India,,,,,2016-10-27,27 October 2016,"Proceedings of the 10th INDIACom; 2016 3rd International Conference on Computing for Sustainable Global Development, INDIACom 2016",,21100786994,,Conference Proceeding,,,7724945,3660-3665,,,3,0,,,,,
57,2-s2.0-84993981965,10.2200/S00728ED1V01Y201608DCS051,,,Embedded Systems Design with the Texas Instruments MSP432 32-bit Processor,ar,Article,Dang D.,,Texas Instruments,Dallas,United States,,,,,2016-10-26,26 October 2016,Synthesis Lectures on Digital Circuits and Systems,19323166,5000158709,19323174,Book Series,51,,,1-574,,,3,0,repositoryvor,Green,,,
58,2-s2.0-85006810854,10.1145/2997364.2997380,,,Experiences of models@run-Time with EMF and CDO,cp,Conference Paper,Seybold D.,,Universität Ulm,Ulm,Germany,,,,,2016-10-20,20 October 2016,"SLE 2016 - Proceedings of the 2016 ACM SIGPLAN International Conference on Software Language Engineering, co-located with SPLASH 2016",,21100789897,,Conference Proceeding,,,,46-56,,,8,0,repositoryam,Green,,,
59,2-s2.0-85009383163,,,,Fast and Effective Embedded Systems Design: Applying the ARM mbed: Second Edition,bk,Book,Toulson R.,,,,,,,,,2016-10-17,17 October 2016,Fast and Effective Embedded Systems Design: Applying the ARM mbed: Second Edition,,21100791815,,Book,,,,1-491,,,8,0,,,,,
60,2-s2.0-85019513288,,,,ACM International Conference Proceeding Series,cr,Conference Review,,,,,,,,,,2016-10-14,14 October 2016,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,,,,0,0,,,,,
61,2-s2.0-85018568913,10.1145/3003397.3003403,,,Using a visual programming environment and custom robots to learn C programming and K-12 STEM concepts,cp,Conference Paper,Krishnamoorthy S.P.,,NYU Tandon School of Engineering,New York,United States,,,,,2016-10-14,14 October 2016,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,41-48,,,14,1,publisherfree2read,Bronze,,,
62,2-s2.0-84994309585,10.1145/2978249.2978256,,,A case study of physical computing in computer science education,cp,Conference Paper,Brinkmeier M.,,Osnabrück University,Osnabruck,Germany,,,,,2016-10-13,13 October 2016,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,13-15-October-2016,,,54-59,,,4,0,,,,,
63,2-s2.0-84992602677,10.1177/1729881416664078,,,Planning with ants,ar,Article,Viseras A.,,Deutsches Zentrum für Luft- und Raumfahrt (DLR), Cologne,Germany,,,,,2016-10-07,7 October 2016,International Journal of Advanced Robotic Systems,17298806,144749,17298814,Journal,13,5,,1-16,,,25,1,repositoryam,Green,,,
64,2-s2.0-85052344576,10.1109/ARGENCON.2016.7585249,,,Evaluation of the uModelFactory software as a didactic tool,cp,Conference Paper,González N.,,Ciudad Autónoma de Buenos Aires (CABA),Buenos Aires,Argentina,,,,,2016-10-06,6 October 2016,"2016 IEEE Biennial Congress of Argentina, ARGENCON 2016",,21100784652,,Conference Proceeding,,,,,,,0,0,,,,,
65,2-s2.0-85009767247,10.1145/3005329.3005330,,,Development of advanced driver assistance systems using LabVIEW and a car simulator,cp,Conference Paper,Janßen B.,,Ruhr-Universitat Bochum,Bochum,Germany,,,,,2016-10-01,1 October 2016,"2016 Workshop on Embedded and Cyber-Physical Systems Education, WESE 2016 - Organized as a Part of Embedded Systems Week, Proceedings",,21100792100,,Conference Proceeding,,,a1,,,,0,0,,,,,
66,2-s2.0-85009729315,10.1145/3005329.3005332,,,Redesign of an educational Robot platform using web-based programming,cp,Conference Paper,Fricke F.,,Ruhr-Universitat Bochum,Bochum,Germany,,,,,2016-10-01,1 October 2016,"2016 Workshop on Embedded and Cyber-Physical Systems Education, WESE 2016 - Organized as a Part of Embedded Systems Week, Proceedings",,21100792100,,Conference Proceeding,,,a3,,,,2,0,,,,,
67,2-s2.0-84995611029,10.1145/2968455.2968510,,,Hybrid network-on-chip architectures for accelerating deep learning kernels on heterogeneous manycore platforms,cp,Conference Paper,Choi W.,,Washington State University Pullman,Pullman,United States,,,,,2016-10-01,1 October 2016,"Proceedings of the International Conference on Compilers, Architectures and Synthesis for Embedded Systems, CASES 2016",,21100786210,,Conference Proceeding,,,2968510,,,,29,1,publisherfree2read,Bronze,,,
68,2-s2.0-84995587978,,,,"Proceedings of the International Conference on Compilers, Architectures and Synthesis for Embedded Systems, CASES 2016",cr,Conference Review,,,,,,,,,,2016-10-01,1 October 2016,"Proceedings of the International Conference on Compilers, Architectures and Synthesis for Embedded Systems, CASES 2016",,21100786210,,Conference Proceeding,,,,,,,0,0,,,,,
69,2-s2.0-84995566492,10.1145/2968455.2968511,,,CaffePresso: An optimized library for deep learning on embedded accelerator-based platforms,cp,Conference Paper,Hegde G.,,School of Computer Science and Engineering,Singapore City,Singapore,,,,,2016-10-01,1 October 2016,"Proceedings of the International Conference on Compilers, Architectures and Synthesis for Embedded Systems, CASES 2016",,21100786210,,Conference Proceeding,,,2968511,,,,39,0,,,,,
70,2-s2.0-84964270642,10.1007/s10489-016-0788-9,,,XCS-based reinforcement learning algorithm for motion planning of a spherical mobile robot,ar,Article,Roozegar M.,,Université McGill,Montreal,Canada,,,,,2016-10-01,1 October 2016,Applied Intelligence,0924669X,23674,15737497,Journal,45,3,,736-746,,,22,0,,,,,
71,2-s2.0-84944541766,10.1007/s10514-015-9502-8,,,Human–robot planning and learning for marine data collection,ar,Article,Somers T.,,Oregon State University,Corvallis,United States,,,,,2016-10-01,1 October 2016,Autonomous Robots,09295593,18016,15737527,Journal,40,7,,1123-1137,,,21,0,,,,,
72,2-s2.0-85023600224,10.1145/2978192.2978243,,,A concept for an introduction to parallelization in Java: Multithreading with programmable robots in Minecraft,cp,Conference Paper,Förster K.T.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2016-09-28,28 September 2016,SIGITE 2016 - Proceedings of the 17th Annual Conference on Information Technology Education,,21100876250,,Conference Proceeding,,,,169,,,4,0,,,,,
73,2-s2.0-85008394491,10.1016/j.neucom.2016.05.057,S0925231216304945,,A hybrid improved PSO-DV algorithm for multi-robot path planning in a clutter environment,ar,Article,Das P.K.,,VSS University of Technology,Sambalpur,India,,,,,2016-09-26,26 September 2016,Neurocomputing,09252312,24807,18728286,Journal,207,,,735-753,,,90,0,,,,,
