,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-84962463280,10.1109/SITA.2015.7358432,,,Collaborative Q-learning path planning for autonomous robots based on holonic multi-agent system,cp,Conference Paper,Lamini C.,,Faculté des Sciences de Meknès,Meknes,Morocco,,,,,2015-12-15,15 December 2015,"2015 10th International Conference on Intelligent Systems: Theories and Applications, SITA 2015",,21100455197,,Conference Proceeding,,,7358432,,,,9,0,,,,,
11,2-s2.0-84959914296,10.1109/VLHCC.2015.7357201,,,Codechella: Multi-user program visualizations for real-time tutoring and collaborative learning,cp,Conference Paper,Guo P.,,University of Rochester,Rochester,United States,,,,,2015-12-14,14 December 2015,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",19436092,21100223148,19436106,Conference Proceeding,2015-December,,7357201,79-87,,,41,0,,,,,
12,2-s2.0-84958170722,10.1109/IROS.2015.7353410,,,Feature Space Decomposition for effective robot adaptation,cp,Conference Paper,Zhang C.,,"The University of Tennessee, Knoxville",Knoxville,United States,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7353410,441-448,,,7,0,repositoryam,Green,,,
13,2-s2.0-84958166793,10.1109/IROS.2015.7354032,,,Simultaneously learning at different levels of abstraction,cp,Conference Paper,Quack B.,,Georg-August-Universität Göttingen,Gottingen,Germany,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7354032,4600-4607,,,6,0,,,,,
14,2-s2.0-84958165985,10.1109/IROS.2015.7353783,,,Counterfactual reasoning about intent for interactive navigation in dynamic environments,cp,Conference Paper,Bordallo A.,,The University of Edinburgh,Edinburgh,United Kingdom,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7353783,2943-2950,,,15,0,repositoryam,Green,,,
15,2-s2.0-84958158262,10.1109/IROS.2015.7354249,,,Dynamic and probabilistic estimation of manipulable obstacles for indoor navigation,cp,Conference Paper,Clingerman C.,,School of Engineering and Applied Science,Philadelphia,United States,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7354249,6121-6128,,,1,0,,,,,
16,2-s2.0-84958153816,10.1109/IROS.2015.7354078,,,Correct-by-synthesis reinforcement learning with temporal logic constraints,cp,Conference Paper,Wen M.,,University of Pennsylvania,Philadelphia,United States,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7354078,4983-4990,,,33,0,repositoryam,Green,,,
17,2-s2.0-84958153652,10.1109/IROS.2015.7354076,,,A sensorimotor approach for self-learning of hand-eye coordination,cp,Conference Paper,Ghadirzadeh A.,,The Royal Institute of Technology (KTH),Stockholm,Sweden,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7354076,4969-4975,,,6,0,,,,,
18,2-s2.0-84958152314,10.1109/IROS.2015.7353729,,,Dynamic Bandwidth Management Library for multi-robot systems,cp,Conference Paper,Julio R.,,Universidade Federal de Itajubá,Itajuba,Brazil,,,,,2015-12-11,11 December 2015,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2015-December,,7353729,2585-2590,,,3,0,,,,,
19,2-s2.0-84969601928,10.1109/ICAIET.2014.32,,,"SiFEB-A Simple, Interactive and Extensible Robot Playmate for Kids",cp,Conference Paper,Senaratne H.,,University of Moratuwa,Moratuwa,Sri Lanka,,,,,2015-12-09,9 December 2015,"Proceedings - 2014 4th International Conference on Artificial Intelligence with Applications in Engineering and Technology, ICAIET 2014",,21100462862,,Conference Proceeding,,,7351826,143-148,,,4,0,,,,,
20,2-s2.0-84962739096,10.1109/SSD.2015.7348097,,,Multi-robot task scheduling and routing using neuro-fuzzy control,cp,Conference Paper,Al-Aubidy K.,,Philadelphia University Jordan,Amman,Jordan,,,,,2015-12-04,4 December 2015,"12th International Multi-Conference on Systems, Signals and Devices, SSD 2015",,21100455437,,Conference Proceeding,,,7348097,,,,9,0,,,,,
21,2-s2.0-84960420376,10.1109/FIE.2015.7344134,,,Teaching programming concepts to elementary students,cp,Conference Paper,Williams C.,,Central Connecticut State University,New Britain,United States,,,,,2015-12-02,2 December 2015,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2015,,7344134,,,,5,0,,,,,
22,2-s2.0-84960353555,10.1109/FIE.2015.7344375,,,Arts &amp; Bots: Application and outcomes of a secondary school robotics program,cp,Conference Paper,Cross J.L.,,The Robotics Institute,Pittsburgh,United States,,,,,2015-12-02,2 December 2015,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2015,,7344375,,,,18,0,,,,,
23,2-s2.0-84960329086,10.1109/FIE.2015.7344228,,,From the browser to the remote physical lab: Programming cyber-physical systems,cp,Conference Paper,Peter S.,,"University of California, Irvine",Irvine,United States,,,,,2015-12-02,2 December 2015,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2015,,7344228,,,,8,0,,,,,
24,2-s2.0-85013133538,10.1186/s40648-014-0025-4,,,View-based teaching/playback for robotic manipulation,ar,Article,Maeda Y.,,Yokohama National University,Yokohama,Japan,,,,,2015-12-01,1 December 2015,ROBOMECH Journal,,21100853738,21974225,Journal,2,1,2,,,,14,1,publisherfullgold,Gold,,,
25,2-s2.0-84962570109,10.1109/RTUCON.2015.7343139,,,Development of energy consumption model for virtual commissioning software,cp,Conference Paper,Bormanis O.,,Riga Technical University,Riga,Latvia,,,,,2015-12-01,1 December 2015,"2015 56th International Scientific Conference on Power and Electrical Engineering of Riga Technical University, RTUCON 2015",,21100455409,,Conference Proceeding,,,7343139,,,,6,0,repositoryam,Green,,,
26,2-s2.0-84960805981,10.1109/JSYST.2014.2374334,,,Autonomous Construction of Multiple Structures Using Learning Automata: Description and Experimental Validation,ar,Article,Barros Dos Santos S.R.,,Instituto Tecnologico de Aeronautica,Sao Jose dos Campos,Brazil,,,,,2015-12-01,December 2015,IEEE Systems Journal,19328184,11300153734,19379234,Journal,9,4,7018006,1376-1387,,,30,0,,,,,
27,2-s2.0-84953359131,10.1007/s10846-015-0178-2,,,Robotic Ubiquitous Cognitive Ecology for Smart Homes,ar,Article,Amato G.,,Istituto di Scienza e Tecnologie dell'Informazione A. Faedo,Pisa,Italy,,,,,2015-12-01,1 December 2015,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,24360,15730409,Journal,80,,,57-81,,,35,0,repositoryam,Green,,,
28,2-s2.0-84953348846,10.1007/s10846-015-0219-x,,,Gesture-Based Extraction of Robot Skill Parameters for Intuitive Robot Programming,ar,Article,Pedersen M.R.,,Aalborg University,Aalborg,Denmark,,,,,2015-12-01,1 December 2015,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,24360,15730409,Journal,80,,,149-163,,,17,0,,,,,
29,2-s2.0-84942929471,10.1142/S021968671550016X,,,Teach Less Robotic System for Deburring Workpieces of Various Shapes,ar,Article,Leo Princely F.,,National Institute of Technology Tiruchirappalli,Tiruchirappalli,India,,,,,2015-12-01,1 December 2015,Journal of Advanced Manufacturing Systems,02196867,27676,,Journal,14,4,,247-257,,,4,0,,,,,
30,2-s2.0-84960359860,10.1109/NCCA.2015.17,,,A cooperative multi agent learning approach to manage physical host nodes for dynamic consolidation of virtual machines,cp,Conference Paper,Masoumzadeh S.,,Universität Wien,Vienna,Austria,,,,,2015-11-30,30 November 2015,"Proceedings - IEEE 4th Symposium on Network Cloud Computing and Applications, NCCA 2015",,21100450060,,Conference Proceeding,,,7340026,43-50,,,17,0,,,,,
31,2-s2.0-84961721900,10.1109/HPCC-CSS-ICESS.2015.184,,,GPregel: A GPU-based parallel graph processing model,cp,Conference Paper,Lai S.,,Sun Yat-Sen University,Guangzhou,China,,,,,2015-11-23,23 November 2015,"Proceedings - 2015 IEEE 17th International Conference on High Performance Computing and Communications, 2015 IEEE 7th International Symposium on Cyberspace Safety and Security and 2015 IEEE 12th International Conference on Embedded Software and Systems, HPCC-CSS-ICESS 2015",,21100453524,,Conference Proceeding,,,7336172,254-259,,,4,0,,,,,
32,2-s2.0-84954045119,10.1109/ROMAN.2015.7333642,,,The usefulness of P-CUBE as a programming education tool for programming beginners,cp,Conference Paper,Motoyoshi T.,,Toyama Prefectural University,Imizu,Japan,,,,,2015-11-20,20 November 2015,Proceedings - IEEE International Workshop on Robot and Human Interactive Communication,,144690,,Conference Proceeding,2015-November,,7333642,297-300,,,1,0,,,,,
33,2-s2.0-84959876353,10.1145/2828959.2828975,,,Theater robotics for human technology education,cp,Conference Paper,Laamanen M.,,Itä-Suomen yliopisto,Kuopio,Finland,,,,,2015-11-19,19 November 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,19-22-Nov-2015,,,127-131,,,3,0,,,,,
34,2-s2.0-85046969953,10.1080/14484846.2015.1093218,,,A new hybrid intelligent path planner for mobile robot navigation based on adaptive neuro-fuzzy inference system,ar,Article,Mohanty P.K.,,National Institute of Technology Rourkela,Rourkela,India,,,,,2015-11-17,17 November 2015,Australian Journal of Mechanical Engineering,14484846,12100157246,,Journal,13,3,,195-207,,,11,0,,,,,
35,2-s2.0-84962729949,10.1109/MCSoC.2015.28,,,Towards Automatic Code Generation of Run-Time Power Management for Embedded Systems Using Formal Methods,cp,Conference Paper,Fathabadi A.,,University of Southampton,Southampton,United Kingdom,,,,,2015-11-11,11 November 2015,"Proceedings - IEEE 9th International Symposium on Embedded Multicore/Manycore SoCs, MCSoC 2015",,21100455444,,Conference Proceeding,,,7328193,104-111,,,3,0,repositoryam,Green,,,
36,2-s2.0-84962229245,10.1109/CASES.2015.7324551,,,A sparse matrix vector multiply accelerator for support vector machine,cp,Conference Paper,Nurvitadhi E.,,Intel Corporation,Santa Clara,United States,,,,,2015-11-10,10 November 2015,"2015 International Conference on Compilers, Architecture and Synthesis for Embedded Systems, CASES 2015",,21100455135,,Conference Proceeding,,,7324551,109-116,,,28,0,,,,,
37,2-s2.0-84962222578,10.1109/CASES.2015.7324543,,,Accuracy-aware optimization of approximate programs,cp,Conference Paper,Misailovic S.,,MIT Computer Science &amp; Artificial Intelligence Laboratory,Cambridge,United States,,,,,2015-11-10,10 November 2015,"2015 International Conference on Compilers, Architecture and Synthesis for Embedded Systems, CASES 2015",,21100455135,,Conference Proceeding,,,7324543,37-38,,,2,0,repositoryvor,Green,,,
38,2-s2.0-84959423126,10.1145/2818314.2818319,,,PILeT: An interactive learning tool to teach python,cp,Conference Paper,Alshaigy B.,,Oxford Brookes University,Oxford,United Kingdom,,,,,2015-11-09,9 November 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,09-11-November-2015,,,76-79,,,8,0,,,,,
39,2-s2.0-84959338081,10.1145/2818314.2818342,,,Introducing computer programming to children through robotic and wearable devices,cp,Conference Paper,Merkouris A.,,Ionian Panepistimion,49100 Corfu,Greece,,,,,2015-11-09,9 November 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,09-11-November-2015,,,69-72,,,18,0,,,,,
40,2-s2.0-85051530671,10.1145/3148456.3148484,,,Exploring concurrency on computational thinking tools,cp,Conference Paper,Slaviero C.,,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2015-11-03,3 November 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,a28,,,,0,0,,,,,
41,2-s2.0-84947020821,10.1080/10494820.2013.815220,,,Creation of an integrated environment to supply e-learning platforms with Office Automation features,ar,Article,Palumbo E.,,Politecnico di Torino,Turin,Italy,,,,,2015-11-02,2 November 2015,Interactive Learning Environments,10494820,145681,17445191,Journal,23,6,,766-777,,,3,0,,,,,
42,2-s2.0-85087950299,10.1007/s13218-015-0386-8,,,Statistical Relational Artificial Intelligence: From Distributions through Actions to Optimization,ar,Article,Kersting K.,,Technische Universität Dortmund,Dortmund,Germany,,,,,2015-11-01,1 November 2015,KI - Kunstliche Intelligenz,09331875,21101017166,16101987,Journal,29,4,,363-368,,,0,0,,,,,
43,2-s2.0-84948570415,10.1017/S147106841400009X,S147106841400009X,,Predicate logic as a modeling language: Modeling and solving some machine learning and data mining problems with IDP3,ar,Article,Bruynooghe M.,,KU Leuven,3000 Leuven,Belgium,,,,,2015-11-01,1 November 2015,Theory and Practice of Logic Programming,14710684,28424,14753081,Journal,15,6,,783-817,,,28,1,repositoryam,Green,,,
44,2-s2.0-84944186687,10.1115/1.4031089,,,The MechProcessor: Helping Novices Design Printable Mechanisms Across Different Printers,ar,Article,Fuge M.,,A. James Clark School of Engineering,College Park,United States,,,,,2015-11-01,1 November 2015,"Journal of Mechanical Design, Transactions of the ASME",10500472,20979,,Journal,137,11,111707,,,,12,0,,,,,
45,2-s2.0-84962195866,,,,"2015 14th RoEduNet International Conference - Networking in Education and Research, RoEduNet NER 2015 - Proceedings",cr,Conference Review,,,,,,,,,,2015-10-28,28 October 2015,"2015 14th RoEduNet International Conference - Networking in Education and Research, RoEduNet NER 2015 - Proceedings",,21100454967,,Conference Proceeding,,,,,,,0,0,,,,,
46,2-s2.0-84976328236,,,,ACM International Conference Proceeding Series,cr,Conference Review,,,,,,,,,,2015-10-22,22 October 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,22-23-October-2015,,,,,,0,0,,,,,
47,2-s2.0-84941877565,10.1007/s10956-015-9552-x,,,Comparing Virtual and Physical Robotics Environments for Supporting Complex Systems and Computational Thinking,ar,Article,Berland M.,,University of Wisconsin-Madison,Madison,United States,,,,,2015-10-22,22 October 2015,Journal of Science Education and Technology,10590145,23646,15731839,Journal,24,5,,628-647,,,92,0,,,,,
48,2-s2.0-84958248376,10.1109/SEAA.2015.53,,,Applying Property-Based Testing in Teaching Safety-Critical System Programming,cp,Conference Paper,Fredlund L.,,Universidad Politécnica de Madrid,Madrid,Spain,,,,,2015-10-20,20 October 2015,"Proceedings - 41st Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2015",,21100446438,,Conference Proceeding,,,7302468,309-316,,,4,0,,,,,
49,2-s2.0-84946831597,10.11975/j.issn.1002-6819.2015.20.019,,,Principles of BTOPMC/SCAU distributed watershed hydrological model with system design,ar,Article,Zhou M.,,South China Agricultural University,Guangzhou,China,,,,,2015-10-15,15 October 2015,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,10026819,62499,,Journal,31,20,,132-139,,,0,0,,,,,
50,2-s2.0-84957703525,10.1109/ICAR.2015.7251524,,,Human robot interaction can boost robot's affordance learning: A proof of concept,cp,Conference Paper,Pandey A.K.,,Aldebaran,,France,,,,,2015-10-13,13 October 2015,"Proceedings of the 17th International Conference on Advanced Robotics, ICAR 2015",,21100444330,,Conference Proceeding,,,7251524,642-648,,,3,0,,,,,
51,2-s2.0-85014803769,10.1145/2808580.2808615,,,Modular pick and place simulator using ros framework,cp,Conference Paper,Tavares P.,,Universidade do Porto,Porto,Portugal,,,,,2015-10-07,7 October 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,235-240,,,0,0,,,,,
52,2-s2.0-85014782025,10.1145/2808580.2808628,,,Creating a protocol for collaborative mobile applications for kids between 4 and 6 years old,cp,Conference Paper,Ramírez-Benavides K.,,Universidad de Costa Rica,San Jose,Costa Rica,,,,,2015-10-07,7 October 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,317-324,,,1,0,,,,,
53,2-s2.0-85014773075,10.1145/2808580.2808611,,,Implementation of a novel industrial robotics course and its evaluation by students,cp,Conference Paper,Silva M.,,Instituto Superior de Engenharia do Porto,Porto,Portugal,,,,,2015-10-07,7 October 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,203-210,,,1,0,,,,,
54,2-s2.0-84958686461,10.1145/2822304.2822316,,,Fernando: An educational ahead-of-time bytecode compiler,cp,Conference Paper,Puffitsch W.,,Technical University of Denmark,Lyngby,Denmark,,,,,2015-10-07,7 October 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,07-08-Oct-2015,,14,,,,0,0,,,,,
55,2-s2.0-84952766604,10.1109/CoASE.2015.7294097,,,A Matlab-based interactive simulator for mobile robotics,cp,Conference Paper,Gonzalez R.,,Universidad de Zaragoza,Zaragoza,Spain,,,,,2015-10-07,7 October 2015,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2015-October,,7294097,310-315,,,24,0,,,,,
56,2-s2.0-84961745324,10.1109/ICITCS.2015.7293009,,,Path planning algorithm for manipulators based on an improved backtracking search algorithm,cp,Conference Paper,Islam M.N.,,Universiti Malaysia Sabah,Kota Kinabalu,Malaysia,,,,,2015-10-05,5 October 2015,"2015 5th International Conference on IT Convergence and Security, ICITCS 2015 - Proceedings",,21100453536,,Conference Proceeding,,,7293009,,,,1,0,,,,,
57,2-s2.0-84962798403,10.1145/2832920.2832931,,,A development of educational robot software for Master's course students,cp,Conference Paper,Watanabe H.,,Tokai University,Tokyo,Japan,,,,,2015-10-04,4 October 2015,"2015 Workshop on Embedded and Cyber-Physical Systems Education, WESE 2015 - Proceedings",,21100455559,,Conference Proceeding,,,11,,,,3,0,,,,,
58,2-s2.0-84941034110,10.1016/j.engappai.2015.07.004,S0952197615001517,,A cognitive robotic ecology approach to self-configuring and evolving AAL systems,ar,Article,Dragone M.,,Trinity College Dublin,Dublin,Ireland,,,,,2015-10-01,1 October 2015,Engineering Applications of Artificial Intelligence,09521976,24182,,Journal,45,,,269-280,,,22,0,repositoryam,Green,,,
59,2-s2.0-84937513040,10.1016/j.robot.2015.04.003,S0921889015000858,,The Q-learning obstacle avoidance algorithm based on EKF-SLAM for NAO autonomous walking under unknown environments,ar,Article,Wen S.,,Yanshan University,Qinhuangdao,China,,,,,2015-10-01,1 October 2015,Robotics and Autonomous Systems,09218890,18079,,Journal,72,,,29-36,,,36,0,,,,,
60,2-s2.0-84959926211,10.1109/ICInfA.2015.7279322,,,Dynamic path planning of a mobile robot with improved Q-learning algorithm,cp,Conference Paper,Li S.,,National University of Defense Technology China,Changsha,China,,,,,2015-09-28,28 September 2015,"2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics",,21100448923,,Conference Proceeding,,,7279322,409-414,,,53,0,,,,,
61,2-s2.0-84959322817,,,,ACM International Conference Proceeding Series,cr,Conference Review,,,,,,,,,,2015-09-28,28 September 2015,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,28-30-September-2015,,,,,,0,0,,,,,
62,2-s2.0-84940105529,10.1177/0278364915581505,,,Temporal logic motion control using actor-critic methods,ar,Article,Wang J.,,Boston University;Division of Materials Science and Engineering,Boston;Boston,United States;United States,,,,,2015-09-27,27 September 2015,International Journal of Robotics Research,02783649,18050,17413176,Journal,34,10,,1329-1344,,,21,0,repositoryam,Green,,,
63,2-s2.0-84964944584,10.1109/NOORIC.2013.74,,,Quran-on-Chip (QoC): An Embedded System Framework and Design for Electronic Quran Dissemination for Internet-Enabled Devices,cp,Conference Paper,Tayan O.,,Taibah University,Madinah,Saudi Arabia,,,,,2015-09-25,25 September 2015,"Proceedings - 2013 Taibah University International Conference on Advances in Information Technology for the Holy Quran and Its Sciences, NOORIC 2013",,21100457006,,Conference Proceeding,,,7277272,352-355,,,2,0,,,,,
64,2-s2.0-84963542632,10.1109/CEC.2015.7257263,,,Emotion inspired adaptive robotic path planning,cp,Conference Paper,Williams H.,,Victoria University of Wellington,Wellington,New Zealand,,,,,2015-09-10,10 September 2015,"2015 IEEE Congress on Evolutionary Computation, CEC 2015 - Proceedings",,21100455568,,Conference Proceeding,,,7257263,3004-3011,,,13,0,,,,,
65,2-s2.0-84957889445,10.1109/ICCSE.2015.7250260,,,Teaching research and practice of FPGA-based multi-core parallel computing course,cp,Conference Paper,Li Y.,,Beihang University,Beijing,China,,,,,2015-09-09,9 September 2015,"10th International Conference on Computer Science and Education, ICCSE 2015",,21100445811,,Conference Proceeding,,,7250260,300-304,,,0,0,,,,,
66,2-s2.0-84957871877,10.1109/ICCSE.2015.7250222,,,Towards interpreting models to orchestrate IaaS multi-cloud infrastructures,cp,Conference Paper,Allison M.,,University of Michigan-Flint,Flint,United States,,,,,2015-09-09,9 September 2015,"10th International Conference on Computer Science and Education, ICCSE 2015",,21100445811,,Conference Proceeding,,,7250222,80-85,,,4,0,,,,,
67,2-s2.0-84945129053,10.1088/1748-3190/10/5/055002,,26352901,Texture recognition and localization in amorphous robotic skin,ar,Article,Hughes D.,,University of Colorado Boulder,Boulder,United States,,,,,2015-09-09,9 September 2015,Bioinspiration and Biomimetics,17483182,4700152290,17483190,Journal,10,5,055002,,,,40,0,,,,,
68,2-s2.0-84948416590,10.1017/S1471068415000174,S1471068415000174,,A logic programming approach to predict effective compiler settings for embedded software,ar,Article,Blackmore C.,,University of Bristol,Bristol,United Kingdom,,,,,2015-09-03,3 September 2015,Theory and Practice of Logic Programming,14710684,28424,14753081,Journal,15,4-5,,481-494,,,4,0,repositoryam,Green,,,
69,2-s2.0-84957900547,10.1109/COMPEL.2015.7236487,,,Using the Arduino Uno to teach digital control of power electronics,cp,Conference Paper,Müller L.,,Missouri University of Science and Technology,Rolla,United States,,,,,2015-09-01,1 September 2015,"2015 IEEE 16th Workshop on Control and Modeling for Power Electronics, COMPEL 2015",,21100445813,,Conference Proceeding,,,7236487,,,,16,0,,,,,
70,2-s2.0-84954193299,10.1109/ICECCT.2015.7226205,,,Performance analysis of path planning techniques for autonomous mobile robots,cp,Conference Paper,Zaheer S.,,TKM College of Engineering,Kollam,India,,,,,2015-08-26,26 August 2015,"Proceedings of 2015 IEEE International Conference on Electrical, Computer and Communication Technologies, ICECCT 2015",,21100437334,,Conference Proceeding,,,7226205,,,,6,0,,,,,
71,2-s2.0-84951125455,10.1109/AIM.2015.7222633,,,Automatic robot taping: System integration,cp,Conference Paper,Lembono T.,,School of Mechanical and Aerospace Engineering,Singapore City,Singapore,,,,,2015-08-25,25 August 2015,"IEEE/ASME International Conference on Advanced Intelligent Mechatronics, AIM",,73004,,Conference Proceeding,2015-August,,7222633,784-789,,,10,0,repositoryam,Green,,,
72,2-s2.0-84954182928,10.1109/ISITIA.2015.7219954,,,INI framework: Indonesian language interpreter software for controlling Nao robot movement,cp,Conference Paper,Muhtadin,,Institut Teknologi Sepuluh Nopember,Surabaya,Indonesia,,,,,2015-08-24,24 August 2015,"2015 International Seminar on Intelligent Technology and Its Applications, ISITIA 2015 - Proceeding",,21100437308,,Conference Proceeding,,,7219954,63-68,,,0,0,,,,,
73,2-s2.0-84949979273,10.1109/TePRA.2015.7219691,,,A virtual demonstrator environment for robot imitation learning,cp,Conference Paper,Huang D.W.,,"University of Maryland, College Park",College Park,United States,,,,,2015-08-24,24 August 2015,"IEEE Conference on Technologies for Practical Robot Applications, TePRA",23250526,21100255560,23250534,Conference Proceeding,2015-August,,7219691,,,,11,0,,,,,
