,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-84891131990,10.1109/HUMANOIDS.2012.6651525,,,Online-generation of task-dependent search heuristics to execute learned planning models in Programming by Demonstration,cp,Conference Paper,Jakel R.,,Karlsruher Institut für Technologie,Karlsruhe,Germany,,,,,2012-12-01,2012,IEEE-RAS International Conference on Humanoid Robots,21640572,21100197357,21640580,Conference Proceeding,,,6651525,228-233,,,0,0,,,,,
11,2-s2.0-84891127979,10.1109/HUMANOIDS.2012.6651589,,,Exploiting affordance symmetries for task reproduction planning,cp,Conference Paper,Claassens J.,,The Council for Scientific and Industrial Research,Pretoria,South Africa,,,,,2012-12-01,2012,IEEE-RAS International Conference on Humanoid Robots,21640572,21100197357,21640580,Conference Proceeding,,,6651589,653-659,,,2,0,,,,,
12,2-s2.0-84890719135,,,,Use of the Bioloid robotic kit in the teaching of automation and programming languages,cp,Conference Paper,Řepka M.,,VSB – Technical University of Ostrava,Ostrava,Czech Republic,,,,,2012-12-01,2012,"12th International Multidisciplinary Scientific GeoConference and EXPO - Modern Management of Mine Producing, Geology and Environmental Protection, SGEM 2012",,21100275532,,Conference Proceeding,3,,,1229-1236,,,7,0,,,,,
13,2-s2.0-84887455186,,,,"Proceedings of the IADIS International Conference Interfaces and Human Computer Interaction 2012, IHCI 2012, Proceedings of the IADIS International Conference Game and Entertainment Technologies 2012",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"Proceedings of the IADIS International Conference Interfaces and Human Computer Interaction 2012, IHCI 2012, Proceedings of the IADIS International Conference Game and Entertainment Technologies 2012",,21100266709,,Conference Proceeding,,,,,,,0,0,,,,,
14,2-s2.0-84887297733,10.1115/IMECE2012-87987,,,Analysis and design of a two-wheeled robot with multiple user interface inputs and vision feedback control,cp,Conference Paper,Olson E.,,The University of Texas at Arlington,Arlington,United States,,,,,2012-12-01,2012,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",,21100197168,,Conference Proceeding,4,PARTS A AND B,,343-349,,,3,0,repositoryvor,Green,,,
15,2-s2.0-84884663337,10.1115/DETC2012-71359,,,Robot task planning and trajectory learning for flexible automation,cp,Conference Paper,Mantegh I.,,National Research Council Canada,Ottawa,Canada,,,,,2012-12-01,2012,Proceedings of the ASME Design Engineering Technical Conference,,91976,,Conference Proceeding,4,PARTS A AND B,,1347-1353,,,1,0,,,,,
16,2-s2.0-84884639144,10.1115/DETC2012-70375,,,Virtual reality providing ground truth for machine learning and programming by demonstration,cp,Conference Paper,Robmann J.,,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,,,,,2012-12-01,2012,Proceedings of the ASME Design Engineering Technical Conference,,91976,,Conference Proceeding,2,PARTS A AND B,,1501-1508,,,4,0,,,,,
17,2-s2.0-84884494661,10.1115/OMAE2012-83812,,,Modeling and inspection applications of a coastal distributed autonomous sensor network,cp,Conference Paper,Patrikalakis N.M.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2012-12-01,2012,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,,91440,,Conference Proceeding,5,,,319-325,,,0,0,repositoryam,Green,,,
18,2-s2.0-84880675712,,,,"6th International Symposium on Intelligence Computation and Applications, ISICA 2012",cr,Conference Review,,,,,,,,,,2012-12-01,2012,Communications in Computer and Information Science,18650929,17700155007,,Book Series,316,,,,,,0,0,,,,,
19,2-s2.0-84880497561,,,,"4th International Conference on Networked Digital Technologies, NDT 2012",cr,Conference Review,,,,,,,,,,2012-12-01,2012,Communications in Computer and Information Science,18650929,17700155007,,Book Series,293 PART 1,,,,,,0,0,,,,,
20,2-s2.0-84880297713,10.1007/978-3-642-27482-4_8,,,A new open source 3D-printable mobile robotic platform for education,cp,Conference Paper,Gonzalez-Gomez J.,,Universidad Carlos III de Madrid,Madrid,Spain,,,,,2012-12-01,2012,"Advances in Autonomous Mini Robots - Proceedings of the 6th AMiRE Symposium, AMiRE 2011",,21100255086,,Conference Proceeding,,,,49-62,,,51,0,,,,,
21,2-s2.0-84879954783,,,,STALKERBOT: Learning to navigate dynamic human environments by following people,cp,Conference Paper,Murphy L.,,Queensland University of Technology,Brisbane,Australia,,,,,2012-12-01,2012,"Australasian Conference on Robotics and Automation, ACRA",14482053,21100244866,,Conference Proceeding,,,,,,,1,0,,,,,
22,2-s2.0-84878428485,10.1145/2481449.2481491,,,Save our turtle robots?,cp,Conference Paper,Posey E.,,Swansea University,Swansea,United Kingdom,,,,,2012-12-01,2012,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,157-158,,,0,0,,,,,
23,2-s2.0-84878076900,,,,"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 2",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",,21100496287,,Conference Proceeding,2,,,,,,0,0,,,,,
24,2-s2.0-84878059602,,,,"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 6",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",,21100496305,,Conference Proceeding,6,,,,,,0,0,,,,,
25,2-s2.0-84877929220,,,,"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 3",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",,21100241206,,Conference Proceeding,3,,,,,,0,0,,,,,
26,2-s2.0-84877915095,,,,"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 5",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",,21100496305,,Conference Proceeding,5,,,,,,0,0,,,,,
27,2-s2.0-84877902148,,,,"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 1",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",,21100496287,,Conference Proceeding,1,,,,,,0,0,,,,,
28,2-s2.0-84877868391,,,,"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 4",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"18th Americas Conference on Information Systems 2012, AMCIS 2012",,21100241206,,Conference Proceeding,4,,,,,,0,0,,,,,
29,2-s2.0-84876461201,10.1109/ROBIO.2012.6491119,,,Tool centered learning from demonstration for robotic arms with visual feedback,cp,Conference Paper,Phung A.,,Technische Universität Dortmund,Dortmund,Germany,,,,,2012-12-01,2012,"2012 IEEE International Conference on Robotics and Biomimetics, ROBIO 2012 - Conference Digest",,21100238403,,Conference Proceeding,,,6491119,1117-1122,,,4,0,,,,,
30,2-s2.0-84875202670,,,,"Proceedings of the 2012 International Conference on Artificial Intelligence, ICAI 2012",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"Proceedings of the 2012 International Conference on Artificial Intelligence, ICAI 2012",,21100232813,,Conference Proceeding,1,,,,,,0,0,,,,,
31,2-s2.0-84875155874,,,,"Proceedings of the 2012 International Conference on Artificial Intelligence, ICAI 2012",cr,Conference Review,,,,,,,,,,2012-12-01,2012,"Proceedings of the 2012 International Conference on Artificial Intelligence, ICAI 2012",,21100215144,,Conference Proceeding,2,,,,,,0,0,,,,,
32,2-s2.0-84874802892,,,,Unmanned Systems Technology XIV,cr,Conference Review,,,,,,,,,,2012-12-01,2012,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,40067,,Conference Proceeding,8387,,,,,,0,0,,,,,
33,2-s2.0-84874791758,10.1117/12.919164,,,A feedback-trained autonomous control system for heterogeneous search and rescue applications,cp,Conference Paper,Straub J.,,University of North Dakota,Grand Forks,United States,,,,,2012-12-01,2012,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,40067,,Conference Proceeding,8387,,838706,,,,4,0,,,,,
34,2-s2.0-84874752245,10.1109/FIE.2012.6462226,,,Work in progress: A constructivist didactic methodology for a humanoid robotics workshop,cp,Conference Paper,Miranda A.,,Universitat Politècnica de Catalunya,Barcelona,Spain,,,,,2012-12-01,2012,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,,,6462226,,,,1,0,,,,,
35,2-s2.0-84874702322,10.1109/FIE.2012.6462430,,,Towards a framework for designing and analyzing CS learning environments,cp,Conference Paper,Apiola M.,,Helsingin Yliopisto,Helsinki,Finland,,,,,2012-12-01,2012,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,,,6462430,,,,1,0,,,,,
36,2-s2.0-84874696500,10.1109/FIE.2012.6462478,,,Work in progress: Teaching game design and robotics together: A natural marriage of computing and engineering design in a first-year engineering course,cp,Conference Paper,Carberry A.,,Arizona State University Polytechnic Campus,Mesa,United States,,,,,2012-12-01,2012,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,,,6462478,,,,2,0,,,,,
37,2-s2.0-84874671615,10.1109/FIE.2012.6462375,,,Using robots to teach programming to K-12 teachers,cp,Conference Paper,Kay J.S.,,Rowan University,Glassboro,United States,,,,,2012-12-01,2012,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,,,6462375,,,,18,0,repositoryam,Green,,,
38,2-s2.0-84874669458,10.1109/FIE.2012.6462381,,,Work in progress: Performing signal analysis laboratories using Android devices,cp,Conference Paper,Ranganath S.,,Sensor Signal and Information Processing (SenSIP) Center,Tempe,United States,,,,,2012-12-01,2012,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,,,6462381,,,,6,0,,,,,
39,2-s2.0-84874429993,10.1109/CogInfoCom.2012.6422002,,,Towards easier human-robot interaction to help inexperienced operators in SMEs,cp,Conference Paper,Pieskä S.,,CENTRIA Research and Development,,Finland,,,,,2012-12-01,2012,"3rd IEEE International Conference on Cognitive Infocommunications, CogInfoCom 2012 - Proceedings",,21100229825,,Conference Proceeding,,,6422002,333-338,,,14,0,,,,,
40,2-s2.0-84874244146,10.1109/ICOS.2012.6417655,,,Hands-on undergraduate real-time systems and Hardware-Software development,cp,Conference Paper,Yusof Y.,,Universiti Kuala Lumpur,Kuala Lumpur,Malaysia,,,,,2012-12-01,2012,"2012 IEEE Conference on Open Systems, ICOS 2012",,21100229233,,Conference Proceeding,,,6417655,,,,0,0,,,,,
41,2-s2.0-84874016386,10.3991/ijoe.v8i4.2169,,,Holistic web-based virtual micro controller framework for research and education,ar,Article,Seiler S.,,Ruhr-Universitat Bochum,Bochum,Germany,,,,,2012-12-01,2012,International Journal of Online Engineering,18681646,20000195073,18612121,Journal,8,4,,58-64,,,15,1,publisherfullgold,Gold,,,
42,2-s2.0-84873559403,,,,The embedded educational system using NXT wheeled inverted pendulum robot in OCMT,cp,Conference Paper,Naoki K.,,"National Institute of Technology, Oshima College",Oshima,Japan,,,,,2012-12-01,2012,"Chinese Control Conference, CCC",19341768,21100228702,21612927,Conference Proceeding,,,6390927,5640-5644,,,0,0,,,,,
43,2-s2.0-84873420182,10.1177/1071181312561126,,,Studying the novice's perception of visual vs. command line programming tools in CS1,cp,Conference Paper,Dillon E.,,University of Alabama,Montgomery,United States,,,,,2012-12-01,2012,Proceedings of the Human Factors and Ergonomics Society,10711813,29757,,Conference Proceeding,,,,605-609,,,1,0,,,,,
44,2-s2.0-84873404492,,,,A model-based implementation of function block diagram,cp,Conference Paper,Grüner S.,,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,,,,,2012-12-01,2012,"Tagungsband - Dagstuhl-Workshop MBEES: Modellbasierte Entwicklung eingebetteter Systeme VIII, MBEES 2012",,21100228325,,Conference Proceeding,,,,81-90,,,5,0,,,,,
45,2-s2.0-84873367913,10.1109/TAAI.2012.25,,,Collision- and freezing-free navigation in dynamic environments using Learning to Search,cp,Conference Paper,Yu C.,,National Taiwan University,Taipei,Taiwan,,,,,2012-12-01,2012,"Proceedings - 2012 Conference on Technologies and Applications of Artificial Intelligence, TAAI 2012",,21100228308,,Conference Proceeding,,,6395022,151-156,,,6,0,,,,,
46,2-s2.0-84873359308,10.1109/WICT.2012.6409056,,,Path-planning of mobile agent using Q-learning and real-time communication in an unfavourable situation,cp,Conference Paper,Banerjee D.,,Jadavpur University,Kolkata,India,,,,,2012-12-01,2012,"Proceedings of the 2012 World Congress on Information and Communication Technologies, WICT 2012",,21100228303,,Conference Proceeding,,,6409056,89-94,,,3,0,,,,,
47,2-s2.0-84872976465,10.1109/AUV.2012.6380719,,,Persistent autonomy artificial intelligence or biomimesis?,cp,Conference Paper,Lane D.M.,,Heriot-Watt University,Edinburgh,United Kingdom,,,,,2012-12-01,2012,"2012 IEEE/OES Autonomous Underwater Vehicles, AUV 2012",,21100228037,,Conference Proceeding,,,6380719,,,,5,0,,,,,
48,2-s2.0-84872911458,10.1109/DevLrn.2012.6400830,,,Behavior adaptation from negative social feedback based on goal awareness,cp,Conference Paper,De Rengervé A.,,CY Cergy Paris Université,Cergy-Pontoise,France,,,,,2012-12-01,2012,"2012 IEEE International Conference on Development and Learning and Epigenetic Robotics, ICDL 2012",,21100228006,,Conference Proceeding,,,6400830,,,,0,0,repositoryam,Green,,,
49,2-s2.0-84872861649,10.1109/DevLrn.2012.6400826,,,Autonomous learning of robust visual object detection and identification on a humanoid,cp,Conference Paper,Leitner J.,,IDSIA Dalle Molle Institute for Artificial Intelligence,Viganello,Switzerland,,,,,2012-12-01,2012,"2012 IEEE International Conference on Development and Learning and Epigenetic Robotics, ICDL 2012",,21100228006,,Conference Proceeding,,,6400826,,,,5,0,repositoryam,Green,,,
50,2-s2.0-84872723602,10.5755/j01.eee.18.9.2825,,,The LEGO NXT robot-based e-learning environment to teach computer science topics,ar,Article,Burbaite R.,,Kaunas University of Technology,Kaunas,Lithuania,,,,,2012-12-01,2012,Elektronika ir Elektrotechnika,13921215,19900193212,,Journal,18,9,,113-116,,,12,1,repositoryam,Green,,,
51,2-s2.0-84872555501,,,,Robot simulator facilitating the education of concurrent programming,cp,Conference Paper,Szweda L.,,Poznań University of Economics and Business,Poznan,Poland,,,,,2012-12-01,2012,"2012 Federated Conference on Computer Science and Information Systems, FedCSIS 2012",,21100226999,,Conference Proceeding,,,6354377,891-896,,,2,0,,,,,
52,2-s2.0-84872524723,,,,Human anthropomorphic gripper as an automation tool,cp,Conference Paper,Uribe A.,,Universidad Militar Nueva Granada,Bogota,Colombia,,,,,2012-12-01,2012,"International Conference on Control, Automation and Systems",15987833,21100197515,,Conference Proceeding,,,6393280,739-744,,,3,0,,,,,
53,2-s2.0-84872350004,10.1109/WCICA.2012.6359080,,,Research on robot motion control based on local weighted kNN-TD reinforcement learning,cp,Conference Paper,Han F.,,Yangzhou University,Yangzhou,China,,,,,2012-12-01,2012,Proceedings of the World Congress on Intelligent Control and Automation (WCICA),,55822,,Conference Proceeding,,,6359080,3648-3651,,,3,0,,,,,
54,2-s2.0-84872322596,10.1109/GCCE.2012.6379640,,,Using an adaptive iterative learning algorithm for planning of the path of an autonomous robotic vacuum cleaner,cp,Conference Paper,Bai Y.W.,,Fu Jen Catholic University,New Taipei City,Taiwan,,,,,2012-12-01,2012,"1st IEEE Global Conference on Consumer Electronics 2012, GCCE 2012",,21100226414,,Conference Proceeding,,,6379640,401-405,,,9,0,,,,,
55,2-s2.0-84872292513,10.1109/IROS.2012.6386047,,,Learning concurrent motor skills in versatile solution spaces,cp,Conference Paper,Daniel C.,,Technische Universität Darmstadt;FG Informatik,Darmstadt;Berlin,Germany;Germany,,,,,2012-12-01,2012,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,6386047,3591-3597,,,31,0,repositoryam,Green,,,
56,2-s2.0-84872067290,,,,The ideal science student: Exploring the relationship of students' perceptions to their problem solving activity in a robotics context,ar,Article,Sullivan F.R.,,University of Massachusetts Amherst,Amherst MA,United States,,,,,2012-12-01,2012,Journal of Interactive Learning Research,1093023X,145743,,Journal,23,3,,273-308,,,8,0,,,,,
57,2-s2.0-84871740916,10.1109/ICEELI.2012.6360601,,,Enhancing technical skills of control engineering students in robotics by using common software tools and developping experimental platforms,cp,Conference Paper,Aloulou A.,,"University of Carthage, Institut National des Sciences Appliquées et de Technologie",Tunis,Tunisia,,,,,2012-12-01,2012,"2012 International Conference on Education and e-Learning Innovations, ICEELI 2012",,21100224407,,Conference Proceeding,,,6360601,,,,2,0,,,,,
58,2-s2.0-84870861362,10.1080/03043797.2012.725711,,,Embedded C programming: A practical course introducing programmable microprocessors,ar,Article,Laverty D.,,Queen's University Belfast,Belfast,United Kingdom,,,,,2012-12-01,December 2012,European Journal of Engineering Education,03043797,11300153314,14695898,Journal,37,6,,557-574,,,3,0,,,,,
59,2-s2.0-84867744402,10.1016/j.measurement.2011.09.026,S0263224111003216,,Training in coordinate measurement using 3D virtual instruments,cp,Conference Paper,Neamţu C.,,Technical University of Cluj-Napoca,Cluj-Napoca,Romania,,,,,2012-12-01,December 2012,Measurement: Journal of the International Measurement Confederation,02632241,15424,,Journal,45,10,,2346-2358,,,19,0,,,,,
60,2-s2.0-84867484483,10.1002/cae.20433,,,Simulation tool for teaching and learning 3D kinematics workspaces of serial robotic arms with up to 5-DOF,re,Review,Mateo Sanguino T.J.,,Universidad de Huelva,Huelva,Spain,,,,,2012-12-01,December 2012,Computer Applications in Engineering Education,10613773,18156,10990542,Journal,20,4,,750-761,,,22,0,,,,,
61,2-s2.0-84870682815,,,,Development of State-Based Squeak and an examination of its effect on robot programming education,ar,Article,Aoki H.,,Korea University,Seoul,South Korea,,,,,2012-11-30,30 November 2012,KSII Transactions on Internet and Information Systems,,17700155805,19767277,Journal,6,11,,2880-2900,,,2,0,,,,,
62,2-s2.0-84869853357,,,,"SPLASH'12 - Proceedings of the 2012 ACM Conference on Systems, Programming, and Applications: Software for Humanity",cr,Conference Review,,,,,,,,,,2012-11-27,2012,"SPLASH'12 - Proceedings of the 2012 ACM Conference on Systems, Programming, and Applications: Software for Humanity",,21100220360,,Conference Proceeding,,,,,,,0,0,,,,,
63,2-s2.0-84869409142,10.1109/CONTROL.2012.6334775,,,Teaching control using NI Starter Kit Robot,cp,Conference Paper,Shakouri P.,,Kingston University,Kingston Upon Thames,United Kingdom,,,,,2012-11-26,2012,"Proceedings of the 2012 UKACC International Conference on Control, CONTROL 2012",,21100220333,,Conference Proceeding,,,6334775,1037-1042,,,5,0,,,,,
64,2-s2.0-84869179670,10.1145/2380552.2380621,,,App inventor for android in a healthcare IT course,cp,Conference Paper,MacKellar B.,,St. John's University,Queens,United States,,,,,2012-11-22,2012,SIGITE'12 - Proceedings of the ACM Special Interest Group for Information Technology Education Conference,,21100220139,,Conference Proceeding,,,,245-250,,,9,0,,,,,
65,2-s2.0-84869043946,,,,"A preliminary user-friendly, digital console for the control room parameters supervision in old-generation Nuclear Plants",cp,Conference Paper,Memmi F.,,ENEA Centro Ricerche Casaccia,Rome,Italy,,,,,2012-11-19,2012,"International Congress on Advances in Nuclear Power Plants 2012, ICAPP 2012",,19700177350,,Conference Proceeding,2,,,1186-1193,,,0,0,,,,,
66,2-s2.0-84869036546,,,,"Proceedings of CGAMES'2012 USA - 17th International Conference on Computer Games: AI, Animation, Mobile, Interactive Multimedia, Educational and Serious Games",cr,Conference Review,,,,,,,,,,2012-11-19,2012,"Proceedings of CGAMES'2012 USA - 17th International Conference on Computer Games: AI, Animation, Mobile, Interactive Multimedia, Educational and Serious Games",,21100219909,,Conference Proceeding,,,,,,,0,0,,,,,
67,2-s2.0-84864477631,10.1016/j.eswa.2012.04.038,S0957417412006355,,Adaptability analysis of genetic network programming with reinforcement learning in dynamically changing environments,ar,Article,Mabu S.,,Waseda University,Tokyo,Japan,,,,,2012-11-15,15 November 2012,Expert Systems with Applications,09574174,24201,,Journal,39,16,,12349-12357,,,10,0,,,,,
68,2-s2.0-84866405210,10.1080/01691864.2012.703167,,,Learning manipulation tasks from human demonstration and 3D shape segmentation,ar,Article,Aleotti J.,,Università di Parma,Parma,Italy,,,,,2012-11-01,1 November 2012,Advanced Robotics,01691864,18003,15685535,Journal,26,16,,1863-1884,,,7,0,,,,,
69,2-s2.0-84867737898,,,,Programming of a mobile robotic manipulator through demonstration,cp,Conference Paper,Peppoloni L.,,Sant'Anna Scuola Universitaria Superiore Pisa,Pisa,Italy,,,,,2012-10-26,2012,"ICINCO 2012 - Proceedings of the 9th International Conference on Informatics in Control, Automation and Robotics",,21100218078,,Conference Proceeding,2,,,468-471,,,2,0,,,,,
70,2-s2.0-84867715007,10.1109/ITiME.2012.6291243,,,Curriculum architecture construction of mobile application development,cp,Conference Paper,Hu W.,,Wuhan University of Science and Technology,Wuhan,China,,,,,2012-10-26,2012,"Proceedings of 2012 International Symposium on Information Technologies in Medicine and Education, ITME 2012",,21100218083,,Conference Proceeding,1,,6291243,43-47,,,8,0,,,,,
71,2-s2.0-84867710893,,,,Multi-agent system for adaptation of distributed control system,cp,Conference Paper,Choinski D.,,Silesian University of Technology,Gliwice,Poland,,,,,2012-10-26,2012,"ICINCO 2012 - Proceedings of the 9th International Conference on Informatics in Control, Automation and Robotics",,21100218078,,Conference Proceeding,1,,,206-211,,,0,0,,,,,
72,2-s2.0-84867697520,,,,The modular behavioral environment for humanoids and other robots (MoBeE),cp,Conference Paper,Frank M.,,Università della Svizzera italiana,Lugano,Switzerland,,,,,2012-10-26,2012,"ICINCO 2012 - Proceedings of the 9th International Conference on Informatics in Control, Automation and Robotics",,21100218078,,Conference Proceeding,2,,,304-313,,,16,0,,,,,
73,2-s2.0-84867479218,10.1109/MESA.2012.6275577,,,A framework for teaching embedded multi-core programming,cp,Conference Paper,Schuster H.,,Fachhochschule Technikum Wien,Vienna,Austria,,,,,2012-10-19,2012,"Proceedings of 2012 8th IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications, MESA 2012",,21100218010,,Conference Proceeding,,,6275577,292-297,,,2,0,,,,,
74,2-s2.0-84867453378,,,,"Embedded and Multimedia Computing Technology and Service, EMC 2012",cr,Conference Review,,,,,,,,,,2012-10-19,2012,Lecture Notes in Electrical Engineering,18761100,19700186822,18761119,Book Series,181 LNEE,,,,,,0,0,,,,,
75,2-s2.0-84867311658,10.1109/REV.2012.6293162,,,iLabRS: A remote laboratory for science &amp; technology in secondary education,cp,Conference Paper,Garófano F.,,Generalitat de Catalunya;Universitat Politècnica de Catalunya,Barcelona;Barcelona,Spain;Spain,,,,,2012-10-16,2012,"2012 9th International Conference on Remote Engineering and Virtual Instrumentation, REV 2012",,21100217603,,Conference Proceeding,,,6293162,,,,2,0,,,,,
76,2-s2.0-84867025312,10.1109/HPCSim.2012.6266892,,,Building a virtual cluster using HPC-Europa2 live DVD,cp,Conference Paper,Sulistio A.,,Universität Stuttgart,Stuttgart,Germany,,,,,2012-10-08,2012,"Proceedings of the 2012 International Conference on High Performance Computing and Simulation, HPCS 2012",,21100216988,,Conference Proceeding,,,6266892,67-73,,,1,0,,,,,
77,2-s2.0-84867016575,10.1109/ICALT.2012.111,,,Evaluating the role of collaboration scripts as group guiding tools in activities of educational robotics: Conclusions from three case studies,cp,Conference Paper,Atmatzidou S.,,Aristotle University of Thessaloniki,Thessaloniki,Greece,,,,,2012-10-08,2012,"Proceedings of the 12th IEEE International Conference on Advanced Learning Technologies, ICALT 2012",,21100216982,,Conference Proceeding,,,6268102,298-302,,,41,0,,,,,
