,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85041964723,10.1109/IROS.2017.8206514,,,A multimodal dataset for object model learning from natural human-robot interaction,cp,Conference Paper,Azagra P.,,Universidad de Zaragoza,Zaragoza,Spain,,,,,2017-12-13,13 December 2017,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2017-September,,8206514,6134-6141,,,5,0,repositoryam,Green,,,
11,2-s2.0-85041963491,10.1109/IROS.2017.8206601,,,Socially competent navigation planning by deep learning of multi-agent path topologies,cp,Conference Paper,Mavrogiannis C.I.,,Cornell University College of Engineering,Ithaca,United States,,,,,2017-12-13,13 December 2017,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2017-September,,8206601,6817-6824,,,26,0,,,,,
12,2-s2.0-85041960845,10.1109/IROS.2017.8206001,,,Learning for multi-robot cooperation in partially observable stochastic environments with macro-actions,cp,Conference Paper,Liu M.,,IBM Thomas J. Watson Research Center,Yorktown Heights,United States,,,,,2017-12-13,13 December 2017,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2017-September,,8206001,1853-1860,,,19,0,repositoryam,Green,,,
13,2-s2.0-85041946430,10.1109/IROS.2017.8202134,,,Virtual-to-real deep reinforcement learning: Continuous control of mobile robots for mapless navigation,cp,Conference Paper,Tai L.,,ETH Zürich;City University of Hong Kong,"Zurich ZH,;Kowloon",Switzerland;Hong Kong,,,,,2017-12-13,13 December 2017,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2017-September,,8202134,31-36,,,422,0,repositoryam,Green,,,
14,2-s2.0-85041943595,10.1109/IROS.2017.8206501,,,An approach to robot task learning and planning with loops,cp,Conference Paper,Mokhtari V.,,Instituto de Engenharia Electrónica e Telemática de Aveiro,Aveiro,Portugal,,,,,2017-12-13,13 December 2017,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2017-September,,8206501,6033-6038,,,2,0,,,,,
15,2-s2.0-85032456889,10.1109/IROS.2017.8206049,,,Deep reinforcement learning with successor features for navigation across similar environments,cp,Conference Paper,Zhang J.,,Universität Freiburg,Freiburg im Breisgau,Germany,,,,,2017-12-13,13 December 2017,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,2017-September,,8206049,2371-2378,,,130,0,repositoryam,Green,,,
16,2-s2.0-85043278939,10.1109/FIE.2017.8190546,,,GUPPIE program - A hands-on STEM learning experience for middle school students,cp,Conference Paper,Ziaeefard S.,,Michigan Technological University,Houghton,United States,,,,,2017-12-12,12 December 2017,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2017-October,,,1-8,,,6,0,,,,,
17,2-s2.0-85043269066,10.1109/FIE.2017.8190472,,,Remote robotics laboratory as support to teaching programming,cp,Conference Paper,Almeida T.O.,,Universidade Federal de Roraima;Universidade Federal do Amazonas,Boa Vista;Manaus,Brazil;Brazil,,,,,2017-12-12,12 December 2017,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2017-October,,,1-6,,,13,0,,,,,
18,2-s2.0-85043253431,10.1109/FIE.2017.8190544,,,STEM project activities for pK-12 students: What it takes to make it Happen,cp,Conference Paper,Sundaram R.,,Gannon University,Erie,United States,,,,,2017-12-12,12 December 2017,"Proceedings - Frontiers in Education Conference, FIE",15394565,16719,,Conference Proceeding,2017-October,,,1-4,,,1,0,,,,,
19,2-s2.0-85045845233,10.1109/ROMAN.2017.8172424,,,Learning generalizable surface cleaning actions from demonstration,cp,Conference Paper,Elliott S.,,University of Washington,Seattle,United States,,,,,2017-12-08,8 December 2017,RO-MAN 2017 - 26th IEEE International Symposium on Robot and Human Interactive Communication,,21100857942,,Conference Proceeding,2017-January,,,993-999,,,9,0,,,,,
20,2-s2.0-85045844162,10.1109/ROMAN.2017.8172373,,,Determining the effect of programming language in educational robotic activities,cp,Conference Paper,Angel-Fernandez J.M.,,Technische Universität Wien,Vienna,Austria,,,,,2017-12-08,8 December 2017,RO-MAN 2017 - 26th IEEE International Symposium on Robot and Human Interactive Communication,,21100857942,,Conference Proceeding,2017-January,,,658-663,,,0,0,repositoryam,Green,,,
21,2-s2.0-85045838467,10.1109/ROMAN.2017.8172453,,,A framework for interactive teaching of virtual borders to mobile robots,cp,Conference Paper,Sprute D.,,Fachhochschule Bielefeld;Otto von Guericke University of Magdeburg,Bielefeld;Magdeburg,Germany;Germany,,,,,2017-12-08,8 December 2017,RO-MAN 2017 - 26th IEEE International Symposium on Robot and Human Interactive Communication,,21100857942,,Conference Proceeding,2017-January,,,1175-1181,,,8,0,repositoryam,Green,,,
22,2-s2.0-85042371239,10.1109/MFI.2017.8170389,,,Robot programming by demonstration of multiple tasks within a common environment,cp,Conference Paper,Alizadeh T.,,Nazarbayev University,Nur-Sultan,Kazakhstan,,,,,2017-12-07,7 December 2017,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,,94992,,Conference Proceeding,2017-November,,,608-613,,,5,0,,,,,
23,2-s2.0-85037815094,10.2316/Journal.206.2017.6.206-5139,,,A novel designed interactive training platform for industrial robot offline programming and robotics education,ar,Article,Deniz C.,,Body Construction Engineering Department,Kocaeli,Turkey,,,,,2017-12-05,5 December 2017,International Journal of Robotics and Automation,08268185,25482,,Journal,32,6,,665-672,,,2,1,publisherfree2read,Bronze,,,
24,2-s2.0-85038836328,10.20965/jrm.2017.p0980,,,Development of a programming teaching-aid robot with intuitive motion instruction set,ar,Article,Noguchi T.,,"National Institute of Technology, Kushiro College",Kushiro,Japan,,,,,2017-12-01,December 2017,Journal of Robotics and Mechatronics,09153942,21100197345,18838049,Journal,29,6,,980-991,,,4,1,publisherfullgold,Gold,,,
25,2-s2.0-85036459250,10.1177/1754337116662183,,,"Recording, storing and querying judo match data using an Android tool and Cloud computing",ar,Article,Villapol M.E.,,Auckland University of Technology,Auckland,New Zealand,,,,,2017-12-01,1 December 2017,"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology",17543371,19400157269,1754338X,Journal,231,4,,243-252,,,1,0,,,,,
26,2-s2.0-85032438005,10.1016/j.compag.2017.10.009,S016816991730621X,,Porcine automation: Robotic abdomen cutting trajectory planning using machine vision techniques based on global optimization algorithm,ar,Article,Liu Y.,,Dalian University of Technology,Dalian,China,,,,,2017-12-01,December 2017,Computers and Electronics in Agriculture,01681699,30441,,Journal,143,,,193-200,,,7,0,,,,,
27,2-s2.0-85018249048,10.1016/j.rcim.2017.04.010,S0736584515301447,,Human-robot collaboration while sharing production activities in dynamic environment: SPADER system,ar,Article,Meziane R.,,Université du Québec à Chicoutimi,Chicoutimi-Jonquiere,Canada,,,,,2017-12-01,1 December 2017,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,48,,,243-253,,,38,1,publisherhybridgold,Hybrid Gold,,,
28,2-s2.0-84976329671,10.1007/s00521-016-2398-1,,,SpikingLab: modelling agents controlled by Spiking Neural Networks in Netlogo,ar,Article,Jimenez-Romero C.,,The Open University,Milton Keynes,United Kingdom,,,,,2017-12-01,1 December 2017,Neural Computing and Applications,09410643,24800,,Journal,28,,,755-764,,,8,1,repositoryam,Green,,,
29,2-s2.0-85048264462,10.1109/BLOCKS.2017.8120404,,,Tips for creating a block language with blockly,cp,Conference Paper,Pasternak E.,,Google LLC,Mountain View,United States,,,,,2017-11-27,27 November 2017,"Proceedings - 2017 IEEE Blocks and Beyond Workshop, B and B 2017",,21100863612,,Conference Proceeding,2017-November,,,21-24,,,67,0,,,,,
30,2-s2.0-85044272804,10.1109/SMC.2017.8123134,,,A hybrid EEG-based BCI for robot grasp controlling,cp,Conference Paper,Zhang W.,,Tsinghua University;Institute of Medical Equipment,Beijing;Tianjin,China;China,,,,,2017-11-27,27 November 2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2017",,21100855998,,Conference Proceeding,2017-January,,,3278-3283,,,16,0,,,,,
31,2-s2.0-85039900224,10.1177/1729881417743612,,,Continuous learning route map for robot navigation using a growing-on-demand self-organizing neural network,ar,Article,Zhong C.,,Hangzhou Dianzi University,Hangzhou,China,,,,,2017-11-22,22 November 2017,International Journal of Advanced Robotic Systems,17298806,144749,17298814,Journal,14,6,,,,,3,1,publisherfullgold,Gold,,,
32,2-s2.0-85040705149,10.1145/3141880.3143780,,,Practical thinking in programming education,cp,Conference Paper,Von Hausswolff K.,,Uppsala Universitet,Uppsala,Sweden,,,,,2017-11-16,16 November 2017,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,203-204,,,3,0,,,,,
33,2-s2.0-85040675122,10.1145/3141880.3141884,,,An intelligent tutor to learn the evaluation of microcontroller I/O programming expressions,cp,Conference Paper,Arends H.,,Hogeschool van Arnhem en Nijmegen,Nijmegen,Netherlands,,,,,2017-11-16,16 November 2017,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,2-9,,,4,0,,,,,
34,2-s2.0-85040612215,10.1109/IIAI-AAI.2017.57,,,Learning Process Analysis Based on Sequential Pattern Mining and Lag Sequential Analysis in a Web-Based Inquiry Science Environment,cp,Conference Paper,Lin F.,,National Chengchi University,Taipei,Taiwan,,,,,2017-11-15,15 November 2017,"Proceedings - 2017 6th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2017",,21100846906,,Conference Proceeding,,,8113326,655-660,,,7,0,,,,,
35,2-s2.0-85040567237,10.1109/IIAI-AAI.2017.136,,,Using Self-Explanation and Ontology for Providing Proper Feedbacks in a Programming Environment,cp,Conference Paper,Yen C.,,National Cheng Kung University,Tainan,Taiwan,,,,,2017-11-15,15 November 2017,"Proceedings - 2017 6th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2017",,21100846906,,Conference Proceeding,,,8113313,585-590,,,2,0,,,,,
36,2-s2.0-85042511044,10.1109/ICMLC.2017.8107738,,,Development of a mixed reality based interface for human robot interaciotn,cp,Conference Paper,Cousins M.,,Swansea University,Swansea,United Kingdom,,,,,2017-11-14,14 November 2017,"Proceedings of 2017 International Conference on Machine Learning and Cybernetics, ICMLC 2017",,21100853200,,Conference Proceeding,1,,,27-34,,,8,0,,,,,
37,2-s2.0-85044208123,10.23919/SICE.2017.8105509,,,Robot trajectory modification using human-robot force interaction,cp,Conference Paper,Liu H.,,National Chiao Tung University,Hsinchu,Taiwan,,,,,2017-11-10,10 November 2017,"2017 56th Annual Conference of the Society of Instrument and Control Engineers of Japan, SICE 2017",,21100855894,,Conference Proceeding,2017-November,,,1417-1420,,,3,0,,,,,
38,2-s2.0-85041192995,10.1109/INDIN.2017.8104924,,,Experiences in integrating Internet of Things and cloud services with the robot operating system,cp,Conference Paper,Karnouskos S.,,SAP AG,Walldorf,Germany,,,,,2017-11-10,10 November 2017,"Proceedings - 2017 IEEE 15th International Conference on Industrial Informatics, INDIN 2017",,21100849101,,Conference Proceeding,,,8104924,1084-1089,,,4,0,,,,,
39,2-s2.0-85037051263,10.1109/VLHCC.2017.8103465,,,HappyFace: Identifying and predicting frustrating obstacles for learning programming at scale,cp,Conference Paper,Drosos I.,,NC State University,Raleigh,United States,,,,,2017-11-09,9 November 2017,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",19436092,21100223148,19436106,Conference Proceeding,2017-October,,8103465,171-179,,,12,0,,,,,
40,2-s2.0-85054234510,10.1145/3137065.3137089,,,Implementation and evaluation of a simulator and debugger for physical computing environments,cp,Conference Paper,Neutens T.,,Universiteit Gent,Ghent,Belgium,,,,,2017-11-08,8 November 2017,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,107-108,,,1,0,repositoryvor,Green,,,
41,2-s2.0-85034216594,10.1109/ACCESS.2017.2771470,,,Machine learning-based malicious application detection of android,ar,Article,Wei L.,,Jinan University,Guangzhou,China,,,,,2017-11-08,8 November 2017,IEEE Access,,21100374601,21693536,Journal,5,,8101455,25591-25601,,,44,1,repositoryvor,Green,,,
42,2-s2.0-85040087610,10.1109/IDAACS.2017.8095126,,,ASID: Advanced system for process control towards intelligent specialization in the power engineering fiele,cp,Conference Paper,Stamatescu I.,,University Politehnica of Bucharest,Bucuresti,Romania,,,,,2017-11-03,3 November 2017,"Proceedings of the 2017 IEEE 9th International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2017",,21100845186,,Conference Proceeding,1,,8095126,475-480,,,5,0,,,,,
43,2-s2.0-85040860192,10.1166/asl.2017.10252,,,Early childhood educational robotic system (C-Block): A design methodology,ar,Article,Mariappan M.,,Universiti Malaysia Sabah,Kota Kinabalu,Malaysia,,,,,2017-11-01,November 2017,Advanced Science Letters,19366612,19700181106,19367317,Journal,23,11,,11206-11210,,,0,0,,,,,
44,2-s2.0-85034596603,10.1016/j.compag.2017.11.023,S016816991730827X,,Development of a prototype robot and fast path-planning algorithm for static laser weeding,ar,Article,Xiong Y.,,Harper Adams University,Shropshire,United Kingdom,,,,,2017-11-01,November 2017,Computers and Electronics in Agriculture,01681699,30441,,Journal,142,,,494-503,,,37,0,repositoryam,Green,,,
45,2-s2.0-85020823138,10.1016/j.patrec.2017.06.003,S016786551730199X,,Learning robot tasks with loops from experiences to enhance robot adaptability,ar,Article,Mokhtari V.,,Instituto de Engenharia Electrónica e Telemática de Aveiro,Aveiro,Portugal,,,,,2017-11-01,1 November 2017,Pattern Recognition Letters,01678655,24825,,Journal,99,,,57-66,,,5,0,,,,,
46,2-s2.0-84962840626,10.1016/j.future.2016.03.016,S0167739X16300607,,Simulation framework of ubiquitous network environments for designing diverse network robots,ar,Article,Cho S.,,"Dongguk University, Seoul",Seoul,South Korea,,,,,2017-11-01,November 2017,Future Generation Computer Systems,0167739X,12264,,Journal,76,,,468-473,,,4,0,,,,,
47,2-s2.0-85043589035,10.1109/PACT.2017.53,,,In-memory Data Flow Processor,cp,Conference Paper,Fujiki D.,,"University of Michigan, Ann Arbor",Ann Arbor,United States,,,,,2017-10-31,31 October 2017,"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT",1089795X,26125,,Conference Proceeding,2017-September,,,375,,,6,0,,,,,
48,2-s2.0-85041748952,,,,"GPCE 2017 - Proceedings of the 16th ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences, co-located with SPLASH 2017",cr,Conference Review,,,,,,,,,,2017-10-23,23 October 2017,"GPCE 2017 - Proceedings of the 16th ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences, co-located with SPLASH 2017",,21100851289,,Conference Proceeding,,,,,,,0,0,,,,,
49,2-s2.0-85041482424,10.23919/EUSIPCO.2017.8081640,,,Skill robot library: Intelligent path planning framework for object manipulation,cp,Conference Paper,Kyrarini M.,,Universität Bremen,Bremen,Germany,,,,,2017-10-23,23 October 2017,"25th European Signal Processing Conference, EUSIPCO 2017",,21100850708,,Conference Proceeding,2017-January,,8081640,2398-2402,,,2,0,repositoryam,Green,,,
50,2-s2.0-85040022698,10.1109/INTERCON.2017.8079713,,,Programming by demonstration for the teaching and preservation of intangible cultural heritage,cp,Conference Paper,Montalvo M.,,"Universidad Politécnica Salesiana, Cuenca",Cuenca,Ecuador,,,,,2017-10-20,20 October 2017,"Proceedings of the 2017 IEEE 24th International Congress on Electronics, Electrical Engineering and Computing, INTERCON 2017",,21100845107,,Conference Proceeding,,,8079713,,,,0,0,,,,,
51,2-s2.0-85039917570,,,,"Proceedings - 2017 International Conference on Research and Education in Mechatronics, REM 2017",cr,Conference Review,,,,,,,,,,2017-10-19,19 October 2017,"Proceedings - 2017 International Conference on Research and Education in Mechatronics, REM 2017",,21100844827,,Conference Proceeding,,,,,,,0,0,,,,,
52,2-s2.0-85037810758,10.23919/FRUCT.2017.8071326,,,TRIK studio: Technical introduction,cp,Conference Paper,Mordvinov D.,,Saint Petersburg State University,Saint Petersburg (ex Leningrad),Russian Federation,,,,,2017-10-18,18 October 2017,"Conference of Open Innovation Association, FRUCT",23057254,21100305223,,Conference Proceeding,2017-April,,8071326,296-308,,,2,0,,,,,
53,2-s2.0-85034790999,,,,"Proceedings of the 2017 ACM International Conference on Interactive Surfaces and Spaces, ISS 2017",cr,Conference Review,,,,,,,,,,2017-10-17,17 October 2017,"Proceedings of the 2017 ACM International Conference on Interactive Surfaces and Spaces, ISS 2017",,21100838748,,Conference Proceeding,,,,,,,0,0,,,,,
54,2-s2.0-85035358782,10.1145/3125501.3125519,,,Work-in-progress: Incremental training of CNNS for user customization,cp,Conference Paper,Moghaddam M.,,Seoul National University,Seoul,South Korea,,,,,2017-10-15,15 October 2017,"Proceedings of the 2017 International Conference on Compilers, Architectures and Synthesis for Embedded Systems Companion, CASES 2017",,21100840465,,Conference Proceeding,,,3125519,,,,0,0,,,,,
55,2-s2.0-85035340602,10.1145/3125501.3125522,,,Work-in-progress: Optimizing DCNN FPGA accelerator design for handwritten Hangul character recognition,cp,Conference Paper,Park H.,,Handong Global University,Pohang,South Korea,,,,,2017-10-15,15 October 2017,"Proceedings of the 2017 International Conference on Compilers, Architectures and Synthesis for Embedded Systems Companion, CASES 2017",,21100840465,,Conference Proceeding,,,3125522,,,,4,0,,,,,
56,2-s2.0-85035329767,10.1145/3125501.3125516,,,Work-in-progress: Enabling NVM-based deep learning acceleration using nonuniform data quantization,cp,Conference Paper,Yan H.,,The University of Texas at San Antonio,San Antonio,United States,,,,,2017-10-15,15 October 2017,"Proceedings of the 2017 International Conference on Compilers, Architectures and Synthesis for Embedded Systems Companion, CASES 2017",,21100840465,,Conference Proceeding,,,3125516,,,,4,0,,,,,
57,2-s2.0-85035317920,10.1145/3125501.3125529,,,Special session: Emerging (un-)reliability based security threats and mitigations for embedded systems,cp,Conference Paper,Amrouch H.,,Karlsruher Institut für Technologie,Karlsruhe,Germany,,,,,2017-10-15,15 October 2017,"Proceedings of the 2017 International Conference on Compilers, Architectures and Synthesis for Embedded Systems Companion, CASES 2017",,21100840465,,Conference Proceeding,,,3125529,,,,16,0,,,,,
58,2-s2.0-85034074951,10.1145/3123939.3123979,,,Scale-out acceleration for machine learning,cp,Conference Paper,Park J.,,Georgia Institute of Technology;Alternative Computing Technologies (ACT) Lab.,Atlanta;,United States;United States,,,,,2017-10-14,14 October 2017,"Proceedings of the Annual International Symposium on Microarchitecture, MICRO",10724451,144853,,Conference Proceeding,Part F131207,,,367-381,,,30,0,,,,,
59,2-s2.0-85050079728,10.1109/IRIS.2016.8066060,,,Extraction of number plate images based on image category classification using deep learning,cp,Conference Paper,Shima Y.,,Meisei University,Ome,Japan,,,,,2017-10-11,11 October 2017,IRIS 2016 - 2016 IEEE 4th International Symposium on Robotics and Intelligent Sensors: Empowering Robots with Smart Sensors,,21100868918,,Conference Proceeding,,,,19-26,,,6,0,,,,,
60,2-s2.0-85047755177,10.1109/CCTA.2017.8062713,,,Realizing simultaneous lane keeping and adaptive speed regulation on accessible mobile robot testbeds,cp,Conference Paper,Xu X.,,"University of Michigan, Ann Arbor",Ann Arbor,United States,,,,,2017-10-06,6 October 2017,"1st Annual IEEE Conference on Control Technology and Applications, CCTA 2017",,21100862466,,Conference Proceeding,2017-January,,,1769-1775,,,22,0,,,,,
61,2-s2.0-85047607510,10.1109/CCTA.2017.8062594,,,Using recurrent neural networks (RNNs) as planners for bio-inspired robotic motion,cp,Conference Paper,Khan A.,,School of Electrical and Computer Engineering,Atlanta,United States,,,,,2017-10-06,6 October 2017,"1st Annual IEEE Conference on Control Technology and Applications, CCTA 2017",,21100862223,,Conference Proceeding,2017-January,,,1025-1030,,,10,0,,,,,
62,2-s2.0-85034426451,10.23919/FPL.2017.8056860,,,A pythonic approach for rapid hardware prototyping and instrumentation,cp,Conference Paper,Clow J.,,"University of California, Santa Barbara",Santa Barbara,United States,,,,,2017-10-02,2 October 2017,"2017 27th International Conference on Field Programmable Logic and Applications, FPL 2017",,21100838542,,Conference Proceeding,,,8056860,,,,31,0,,,,,
63,2-s2.0-85120140135,10.1145/3133886,,,Synthesis of data completion scripts using finite tree automata,ar,Article,Wang X.,,The University of Texas at Austin,Austin,United States,,,,,2017-10-01,October 2017,Proceedings of the ACM on Programming Languages,,21101020042,24751421,Journal,1,OOPSLA,62,,,,20,1,repositoryam,Green,,,
64,2-s2.0-85044304242,10.1109/TLT.2016.2627565,,,Web environment for programming and control of a mobile robot in a remote laboratory,ar,Article,Dos Santos Lopes M.S.,,State University of Southwest Bahia (UESB),Salvador,Brazil,,,,,2017-10-01,October-December 2017,IEEE Transactions on Learning Technologies,19391382,19700167026,,Journal,10,4,,526-531,,,18,0,,,,,
65,2-s2.0-85033226884,10.1145/3104982,,,Developing computational thinking through a virtual robotics programming curriculum,ar,Article,Witherspoon E.B.,,University of Pittsburgh,Pittsburgh,United States,,,,,2017-10-01,October 2017,ACM Transactions on Computing Education,,19700183047,19466226,Journal,18,1,4,,,,71,1,publisherfree2read,Bronze,,,
66,2-s2.0-85032948630,,,,Design and realization of educational information management platform in large colleges and universities,ar,Article,Qian H.,,Wuxi Institute of Arts and Technology,Wuxi,China,,,,,2017-10-01,1 October 2017,Boletin Tecnico/Technical Bulletin,0376723X,16127,,Journal,55,10,,233-239,,,2,0,,,,,
67,2-s2.0-85032434210,10.1109/COMST.2017.2707140,,,State-of-the-Art Deep Learning: Evolving Machine Intelligence Toward Tomorrow's Intelligent Network Traffic Control Systems,ar,Article,Fadlullah Z.M.,,Tohoku University,Sendai,Japan,,,,,2017-10-01,Fourth Quarter 2017,IEEE Communications Surveys and Tutorials,,17900156715,1553877X,Journal,19,4,7932863,2432-2455,,,550,0,,,,,
68,2-s2.0-85028932070,10.1142/S0218488517500295,,,FML-based Dynamic Assessment Agent for Human-Machine Cooperative System on Game of Go,ar,Article,Lee C.S.,,National University of Tainan Taiwan,Tainan,Taiwan,,,,,2017-10-01,1 October 2017,"International Journal of Uncertainty, Fuzziness and Knowlege-Based Systems",02184885,24326,,Journal,25,5,,677-705,,,10,0,repositoryam,Green,,,
69,2-s2.0-85028458074,10.1109/TASE.2017.2731371,,,Toward Socially Aware Robot Navigation in Dynamic and Crowded Environments: A Proactive Social Motion Model,ar,Article,Truong X.,,Le Quy Don Technical University;Universiti Brunei Darussalam,Hanoi;Bandar Seri Begawan,Viet Nam;Brunei Darussalam,,,,,2017-10-01,October 2017,IEEE Transactions on Automation Science and Engineering,15455955,17340,,Journal,14,4,8011466,1743-1760,,,99,0,,,,,
70,2-s2.0-85026454177,10.1007/s10758-017-9328-x,,,Introducing Computational Thinking to Young Learners: Practicing Computational Perspectives Through Embodiment in Mathematics Education,ar,Article,Sung W.,,Columbia University,New York,United States,,,,,2017-10-01,1 October 2017,"Technology, Knowledge and Learning",22111662,19700200832,22111670,Journal,22,3,,443-463,,,64,0,,,,,
