,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85096570972,10.1109/TALE48000.2019.9225901,,,A Preliminary Study of Using State-Diagram-Based Embedded Programming in a Project-Based Engineering Design Course,cp,Conference Paper,Ho M.,,Chinese University of Hong Kong,Hong Kong,Hong Kong,,,,,2019-12-01,December 2019,"TALE 2019 - 2019 IEEE International Conference on Engineering, Technology and Education",,21101028309,,Conference Proceeding,,,9225901,,,,0,0,,,,,
11,2-s2.0-85084729836,10.1109/CSCI49370.2019.00149,,,"A case study: Undergraduate self-learning in HPC including OpenMP, MPI, OpenCL, and FPGAs",cp,Conference Paper,Jamieson P.,,Miami University,Oxford,United States,,,,,2019-12-01,December 2019,"Proceedings - 6th Annual Conference on Computational Science and Computational Intelligence, CSCI 2019",,21100982326,,Conference Proceeding,,,9071424,782-787,,,1,0,,,,,
12,2-s2.0-85084283352,10.1109/ICAR46387.2019.8981603,,,Predicting unobserved space for planning via depth map augmentation,cp,Conference Paper,Fehr M.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2019-12-01,December 2019,"2019 19th International Conference on Advanced Robotics, ICAR 2019",,21100985323,,Conference Proceeding,,,8981603,30-36,,,2,0,repositoryam,Green,,,
13,2-s2.0-85084280089,10.1109/ICAR46387.2019.8981608,,,Robotito: Programming robots from preschool to undergraduate school level,cp,Conference Paper,Tejera G.,,Universidad de la Republica,Montevideo,Uruguay,,,,,2019-12-01,December 2019,"2019 19th International Conference on Advanced Robotics, ICAR 2019",,21100985323,,Conference Proceeding,,,8981608,296-301,,,2,0,,,,,
14,2-s2.0-85084277760,10.1109/ICAR46387.2019.8981551,,,Lazy steering RRT∗: An optimal constrained kinodynamic neural network based planner with no in-exploration steering,cp,Conference Paper,Yavari M.,,Simon Fraser University,Burnaby,Canada,,,,,2019-12-01,December 2019,"2019 19th International Conference on Advanced Robotics, ICAR 2019",,21100985323,,Conference Proceeding,,,8981551,400-407,,,6,0,,,,,
15,2-s2.0-85081222283,10.1109/CogMI48466.2019.00018,,,Annete: An intelligent tutoring companion embedded into the eclipse IDE,cp,Conference Paper,Day M.,,Arizona State University,Tempe,United States,,,,,2019-12-01,December 2019,"Proceedings - 2019 IEEE 1st International Conference on Cognitive Machine Intelligence, CogMI 2019",,21100967507,,Conference Proceeding,,,8998785,71-80,,,5,0,,,,,
16,2-s2.0-85081170943,10.1109/IAEAC47372.2019.8997539,,,A curiosity-based mobile robot path planning method,cp,Conference Paper,Zhang J.,,Beijing University of Technology;Beijing Key Laboratory of Computational Intelligence and Intelligent System,Beijing;Beijing,China;China,,,,,2019-12-01,December 2019,"Proceedings of 2019 IEEE 4th Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2019",,21100967351,,Conference Proceeding,,,8997539,476-480,,,1,0,,,,,
17,2-s2.0-85080936836,10.1109/SSCI44817.2019.9003155,,,Model-based Empowerment Computation for Dynamical Agents,cp,Conference Paper,Kajihara Y.,,The University of Tokyo,Tokyo,Japan,,,,,2019-12-01,December 2019,"2019 IEEE Symposium Series on Computational Intelligence, SSCI 2019",,21100984877,,Conference Proceeding,,,9003155,255-261,,,0,0,,,,,
18,2-s2.0-85080877330,10.1109/SSCI44817.2019.9003062,,,Research on Local Path Planning for the Mobile Robot Based on QL-anfis Algorithm,cp,Conference Paper,Song L.,,Beijing University of Chemical Technology,Beijing,China,,,,,2019-12-01,December 2019,"2019 IEEE Symposium Series on Computational Intelligence, SSCI 2019",,21100984877,,Conference Proceeding,,,9003062,141-148,,,1,0,,,,,
19,2-s2.0-85079074720,10.1109/ROBIO49542.2019.8961849,,,Multi-robot field exploration in hex-decomposed environments for dubins vehicles,cp,Conference Paper,Kan X.,,"University of California, Riverside",Riverside,United States,,,,,2019-12-01,December 2019,"IEEE International Conference on Robotics and Biomimetics, ROBIO 2019",,21100944426,,Conference Proceeding,,,8961849,449-455,,,5,0,,,,,
20,2-s2.0-85079045768,10.1109/ROBIO49542.2019.8961660,,,Curiosity driven deep reinforcement learning for motion planning in multi-agent environment,cp,Conference Paper,Perovic G.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2019-12-01,December 2019,"IEEE International Conference on Robotics and Biomimetics, ROBIO 2019",,21100944426,,Conference Proceeding,,,8961660,375-380,,,1,0,,,,,
21,2-s2.0-85079039099,10.1109/ROBIO49542.2019.8961852,,,Control of space flexible manipulator using soft actor-critic and random network distillation,cp,Conference Paper,Yang C.,,Tsinghua University,Beijing,China,,,,,2019-12-01,December 2019,"IEEE International Conference on Robotics and Biomimetics, ROBIO 2019",,21100944426,,Conference Proceeding,,,8961852,3019-3024,,,6,0,,,,,
22,2-s2.0-85079032747,10.1109/ROBIO49542.2019.8961557,,,Real time obstacle estimation based on dense stereo vision for robotic lawn mowers,cp,Conference Paper,Li J.,,"The Chinese University of Hong Kong, Shenzhen",Shenzhen,China,,,,,2019-12-01,December 2019,"IEEE International Conference on Robotics and Biomimetics, ROBIO 2019",,21100944426,,Conference Proceeding,,,8961557,1186-1191,,,4,0,,,,,
23,2-s2.0-85077775212,10.1145/3368858,,,Tiling optimizations for stencil computations using rewrite rules in lift,ar,Article,Stoltzfus L.,,The University of Edinburgh,Edinburgh,United Kingdom,,,,,2019-12-01,December 2019,ACM Transactions on Architecture and Code Optimization,15443566,12100154406,15443973,Journal,16,4,52,,,,3,1,repositoryam,Green,,,
24,2-s2.0-85077214418,10.1142/S0219843619500300,,,External force observer for small- and medium-sized humanoid robots,cp,Conference Paper,Hawley L.,,Institut Interdisciplinaire D'Innovation Technologique;Université de Sherbrooke,Sherbrooke;Sherbrooke,Canada;Canada,,,,,2019-12-01,1 December 2019,International Journal of Humanoid Robotics,02198436,4700152208,,Journal,16,6,1950030,,,,8,0,repositoryam,Green,,,
25,2-s2.0-85077179135,10.1142/S1793351X19400233,,,Motion Planning and Control with Randomized Payloads on Real Robot Using Deep Reinforcement Learning,cp,Conference Paper,Demir A.,,Tofaş Türk Otomobil Fabrikasi A.Ş.;İstanbul Teknik Üniversitesi,Istanbul;Istanbul,Turkey;Turkey,,,,,2019-12-01,1 December 2019,International Journal of Semantic Computing,1793351X,21100872796,17937108,Journal,13,4,,541-563,,,1,0,,,,,
26,2-s2.0-85076438836,10.1007/s11423-019-09648-5,,,The effect of programming on primary school students’ mathematical and scientific understanding: educational use of mBot,ar,Article,Sáez-López J.M.,,Universidad Nacional de Educacion a Distancia,Madrid,Spain,,,,,2019-12-01,1 December 2019,Educational Technology Research and Development,10421629,20764,15566501,Journal,67,6,,1405-1425,,,39,0,,,,,
27,2-s2.0-85075748062,10.1109/MC.2019.2942579,,,"Cognitive robotics: Making robots sense, understand, and interact",ar,Article,Lange D.,,Unity Technologies,San Francisco,United States,,,,,2019-12-01,December 2019,Computer,00189162,23746,15580814,Trade Journal,52,12,8909928,39-44,,,5,1,publisherfree2read,Bronze,,,
28,2-s2.0-85075396698,10.1007/s10956-019-09799-3,,,A Scoping Review of Empirical Research on Recent Computational Thinking Assessments,re,Review,Cutumisu M.,,University of Alberta,Edmonton,Canada,,,,,2019-12-01,1 December 2019,Journal of Science Education and Technology,10590145,23646,15731839,Journal,28,6,,651-676,,,35,0,,,,,
29,2-s2.0-85074295071,10.1016/j.compeleceng.2019.106497,S0045790617338028,,Proactive machine learning-based solution for advanced manageability of multi-persona mobile computing,ar,Article,Tout H.,,École de Technologie Supérieure,Montreal,Canada,,,,,2019-12-01,December 2019,Computers and Electrical Engineering,00457906,18159,,Journal,80,,106497,,,,9,0,,,,,
30,2-s2.0-85074048340,10.1007/s40692-019-00147-3,,,Coding as another language: a pedagogical approach for teaching computer science in early childhood,ar,Article,Bers M.U.,,Tufts University,Medford,United States,,,,,2019-12-01,1 December 2019,Journal of Computers in Education,21979987,21100922758,21979995,Journal,6,4,,499-528,,,61,0,,,,,
31,2-s2.0-85071724162,10.1016/j.jss.2019.110406,S0164121219301803,,DEEPLINK: Recovering issue-commit links based on deep learning,ar,Article,Ruan H.,,Fudan University;Shanghai Institute of Intelligent Electronics and Systems,Shanghai;Shanghai,China;China,,,,,2019-12-01,December 2019,Journal of Systems and Software,01641212,19309,,Journal,158,,110406,,,,20,0,,,,,
32,2-s2.0-85069994519,10.1186/s41239-019-0159-9,,,Teaching technology with technology: approaches to bridging learning and teaching gaps in simulation-based programming education,ar,Article,Jamil M.G.,,Solent University,Southampton,United Kingdom,,,,,2019-12-01,1 December 2019,International Journal of Educational Technology in Higher Education,,21100466714,23659440,Journal,16,1,25,,,,12,1,publisherfullgold,Gold,,,
33,2-s2.0-85069805719,10.1007/s10514-019-09879-8,,,"Horizon-based lazy optimal RRT for fast, efficient replanning in dynamic environment",ar,Article,Chen Y.,,Harbin Institute of Technology,Harbin,China,,,,,2019-12-01,1 December 2019,Autonomous Robots,09295593,18016,15737527,Journal,43,8,,2271-2292,,,11,0,,,,,
34,2-s2.0-85068868548,10.1007/s10514-019-09875-y,,,A constrained instantaneous learning approach for aerial package delivery robots: onboard implementation and experimental results,ar,Article,Mehndiratta M.,,Singapore Centre for 3D Printing;School of Mechanical and Aerospace Engineering,Singapore City;Singapore City,Singapore;Singapore,,,,,2019-12-01,1 December 2019,Autonomous Robots,09295593,18016,15737527,Journal,43,8,,2209-2228,,,16,0,repositoryam,Green,,,
35,2-s2.0-85066142680,10.1186/s13638-019-1437-x,,,Indoor robot path planning assisted by wireless network,ar,Article,Wang X.,,Xi'an Polytechnic University,Xi'an,China,,,,,2019-12-01,1 December 2019,Eurasip Journal on Wireless Communications and Networking,16871472,18202,16871499,Journal,2019,1,123,,,,4,1,publisherfullgold,Gold,,,
36,2-s2.0-85065662346,10.1007/s10514-019-09852-5,,,Real-time robot path planning from simple to complex obstacle patterns via transfer learning of options,ar,Article,Saha O.,,"LG Electronics, Korea",Seoul,South Korea,,,,,2019-12-01,1 December 2019,Autonomous Robots,09295593,18016,15737527,Journal,43,8,,2071-2093,,,11,0,,,,,
37,2-s2.0-85030790017,10.1109/TSMC.2017.2750911,,,A Real-Time and Fully Distributed Approach to Motion Planning for Multirobot Systems,ar,Article,Zhou Y.,,School of Computer Science and Engineering,Singapore City,Singapore,,,,,2019-12-01,December 2019,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",21682216,21100262320,21682232,Journal,49,12,8055437,2636-2650,,,20,0,,,,,
38,2-s2.0-85097213963,10.4018/978-1-7998-1486-3.ch016,,,Fostering computational thinking and creativity in early childhood education: Play-learn-construct-program-collaborate,ch,Book Chapter,Glezou K.V.,,Arsakeia Schools Psychikou,,Greece,,,,,2019-11-29,29 November 2019,Mobile Learning Applications in Early Childhood Education,,21101104799,,Book,,,,324-347,,,7,0,,,,,
39,2-s2.0-85076268693,,,,An Examination on Motion Planning for Mobile Robot using Deep Q-learning with RPLidar Sensor,ar,Article,Tien M.,,Sunmoon University,Asan,South Korea,,,,,2019-11-22,22 November 2019,Test Engineering and Management,01934120,12997,,Trade Journal,81,11-12,,245-251,,,0,0,,,,,
40,2-s2.0-85077687340,,,,Easy Java/JavaScript Simulations as a tool for Learning Analytics,cp,Conference Paper,Esquembre F.,,Universidad de Murcia,Murcia,Spain,,,,,2019-11-19,19 November 2019,"ICCE 2019 - 27th International Conference on Computers in Education, Proceedings",,21100941603,,Conference Proceeding,2,,,66-72,,,2,0,,,,,
41,2-s2.0-85069514748,10.1016/j.matdes.2019.107975,S0264127519304137,,Functionally Graded Materials through robotics-inspired path planning,ar,Article,Eliseeva O.,,Texas A&amp;M University,College Station,United States,,,,,2019-11-15,15 November 2019,Materials and Design,02641275,17797,18734197,Journal,182,,107975,,,,25,1,publisherfullgold,Gold,,,
42,2-s2.0-85072718021,10.1016/j.neucom.2019.07.081,S0925231219310884,,Sequential learning unification controller from human demonstrations for robotic compliant manipulation,ar,Article,Duan J.,,Shenzhen Institute of Advanced Technology;University of Chinese Academy of Sciences,Shenzhen;Beijing,China;China,,,,,2019-11-13,13 November 2019,Neurocomputing,09252312,24807,18728286,Journal,366,,,35-45,,,6,0,,,,,
43,2-s2.0-85078263092,10.3389/feduc.2019.00125,,,Humanoid Robots as Teachers and a Proposed Code of Practice,re,Review,Newton D.P.,,Durham University,Durham,United Kingdom,,,,,2019-11-05,5 November 2019,Frontiers in Education,,21100935978,2504284X,Journal,4,,125,,,,16,1,repositoryam,Green,,,
44,2-s2.0-85074839530,10.1080/0951192X.2019.1686177,,,Operation of a haptic interface for offline programming of welding robots by applying a spring-damper model,ar,Article,Sanchez-Diaz A.,,Universidad Autónoma de Sinaloa,Culiacan,Mexico,,,,,2019-11-02,2 November 2019,International Journal of Computer Integrated Manufacturing,0951192X,18198,13623052,Journal,32,11,,1098-1116,,,2,0,,,,,
45,2-s2.0-85087644999,10.1109/Informatics47936.2019.9119263,,,Java Virtual Machine Educational Tools,cp,Conference Paper,Dobravec T.,,Univerza v Ljubljani,Ljubljana,Slovenia,,,,,2019-11-01,November 2019,"INFORMATICS 2019 - IEEE 15th International Scientific Conference on Informatics, Proceedings",,21101016502,,Conference Proceeding,,,9119263,383-387,,,0,0,,,,,
46,2-s2.0-85086641126,10.1109/CINTI-MACRo49179.2019.9105190,,,Towards Verifiable Specifications for Neural Networks in Autonomous Driving,cp,Conference Paper,Remeli V.,,Budapest University of Technology and Economics,Budapest,Hungary,,,,,2019-11-01,November 2019,"IEEE Joint 19th International Symposium on Computational Intelligence and Informatics and 7th International Conference on Recent Achievements in Mechatronics, Automation, Computer Sciences and Robotics, CINTI-MACRo 2019 - Proceedings",,21101004844,,Conference Proceeding,,,9105190,175-180,,,3,0,,,,,
47,2-s2.0-85085863393,10.1109/CIS-RAM47153.2019.9095786,,,Formal Synthesis of Warehouse Robotic Systems with Temporal Logic Specifications,cp,Conference Paper,Yang Y.,,MOE Key Laboratory of System Control and Information Processing,Shanghai,China,,,,,2019-11-01,November 2019,"Proceedings of the IEEE 2019 9th International Conference on Cybernetics and Intelligent Systems and Robotics, Automation and Mechatronics, CIS and RAM 2019",,21100995103,,Conference Proceeding,,,9095786,469-474,,,1,0,,,,,
48,2-s2.0-85084285758,10.1109/UPCON47278.2019.8980144,,,Robotized Grasp: Grasp manipulation using Evolutionary Computing,cp,Conference Paper,Shukla P.,,"Indian Institute of Information Technology, Allahabad",Allahabad,India,,,,,2019-11-01,November 2019,"Proceedings - 2019 International Conference on Electrical, Electronics and Computer Engineering, UPCON 2019",,21100985315,,Conference Proceeding,,,8980144,,,,3,0,,,,,
49,2-s2.0-85083235586,10.1109/ICRAE48301.2019.9043822,,,Sim-to-real: Six-legged Robot Control with Deep Reinforcement Learning and Curriculum Learning,cp,Conference Paper,Qin B.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2019-11-01,November 2019,"2019 4th International Conference on Robotics and Automation Engineering, ICRAE 2019",,21100978242,,Conference Proceeding,,,9043822,1-5,,,8,0,,,,,
50,2-s2.0-85082996500,10.1109/ICETA48886.2019.9040071,,,Unit testing in data structures graphical learning environment,cp,Conference Paper,Varga M.,,University of Žilina,Zilina,Slovakia,,,,,2019-11-01,November 2019,"ICETA 2019 - 17th IEEE International Conference on Emerging eLearning Technologies and Applications, Proceedings",,21100977403,,Conference Proceeding,,,9040071,797-804,,,2,0,,,,,
51,2-s2.0-85081963427,10.1109/ICSAI48974.2019.9010519,,,Optimal path planning based on hybrid genetic-cuckoo search algorithm,cp,Conference Paper,Wang J.,,North Minzu University,Yinchuan,China,,,,,2019-11-01,November 2019,"2019 6th International Conference on Systems and Informatics, ICSAI 2019",,21100972402,,Conference Proceeding,,,9010519,165-169,,,10,0,,,,,
52,2-s2.0-85081319892,,,,"2019 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2019",cr,Conference Review,,,,,,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,,,,,0,0,,,,,
53,2-s2.0-85081168166,10.1109/IROS40897.2019.8968567,,,Atomic force microscope tip localization and tracking through deep learning based vision inside an electron microscope,cp,Conference Paper,Liang S.,,Sorbonne Université,Paris,France,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8968567,2435-2440,,,3,0,,,,,
54,2-s2.0-85081167019,10.1109/IROS40897.2019.8967649,,,General Hand Guidance Framework using Microsoft HoloLens,cp,Conference Paper,Puljiz D.,,Karlsruher Institut für Technologie,Karlsruhe,Germany,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967649,5185-5190,,,1,0,repositoryam,Green,,,
55,2-s2.0-85081166805,10.1109/IROS40897.2019.8967776,,,Kinematic Modeling of a Soft Pneumatic Actuator Using Cubic Hermite Splines,cp,Conference Paper,Wiese M.,,Gottfried Wilhelm Leibniz Universität Hannover,Hannover,Germany,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967776,7176-7182,,,6,0,,,,,
56,2-s2.0-85081164396,10.1109/IROS40897.2019.8967822,,,Conditional Generative Neural System for Probabilistic Trajectory Prediction,cp,Conference Paper,Li J.,,"University of California, Berkeley",Berkeley,United States,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967822,6150-6156,,,61,0,repositoryam,Green,,,
57,2-s2.0-85081163120,10.1109/IROS40897.2019.8967789,,,Semi-Autonomous Interventional Manipulation using Pneumatically Attachable Flexible Rails,cp,Conference Paper,Ettorre C.D.,,University College London,London,United Kingdom,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967789,1347-1354,,,5,0,repositoryam,Green,,,
58,2-s2.0-85081163002,10.1109/IROS40897.2019.8967595,,,Advanced Autonomy on a Low-Cost Educational Drone Platform,cp,Conference Paper,Eller L.,,Brown University,Providence,United States,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967595,1032-1039,,,3,0,repositoryam,Green,,,
59,2-s2.0-85081161857,10.1109/IROS40897.2019.8968452,,,Planning Reactive Manipulation in Dynamic Environments,cp,Conference Paper,Schmitt P.S.,,Siemens AG,Munich,Germany,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8968452,136-143,,,9,0,,,,,
60,2-s2.0-85081157499,10.1109/IROS40897.2019.8967981,,,Learning Barrier Functions for Constrained Motion Planning with Dynamical Systems,cp,Conference Paper,Saveriano M.,,Universität Innsbruck,Innsbruck,Austria,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967981,112-119,,,16,0,repositoryam,Green,,,
61,2-s2.0-85081157306,10.1109/IROS40897.2019.8967980,,,Improving Local Trajectory Optimisation using Probabilistic Movement Primitives,cp,Conference Paper,Shyam R.B.A.,,University of Lincoln,Lincoln,United Kingdom,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967980,2666-2671,,,20,0,repositoryam,Green,,,
62,2-s2.0-85081155801,10.1109/IROS40897.2019.8968051,,,A Probabilistic Approach to Human-Robot Communication,cp,Conference Paper,Cha E.,,University of Southern California,Los Angeles,United States,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8968051,6217-6222,,,0,0,,,,,
63,2-s2.0-85081153981,10.1109/IROS40897.2019.8968224,,,Pixels to Plans: Learning Non-Prehensile Manipulation by Imitating a Planner,cp,Conference Paper,Tosun T.,,Samsung AI Center NY,New York,United States,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8968224,7431-7438,,,3,0,repositoryam,Green,,,
64,2-s2.0-85081092624,10.1109/ICTAI.2019.00238,,,EmbML Tool: Supporting the use of supervised learning algorithms in low-cost embedded systems,cp,Conference Paper,Tsutsui Da Silva L.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2019-11-01,November 2019,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",10823409,145117,,Conference Proceeding,2019-November,,8995408,1633-1637,,,9,0,,,,,
65,2-s2.0-85081056023,10.1109/ICCMA46720.2019.8988766,,,Prediction of Bottleneck Points for Manipulation Planning in Cluttered Environment using a 3D Convolutional Neural Network,cp,Conference Paper,Patil I.,,"Birla Institute of Technology and Science, Pilani – Dubai Campus",Dubai,United Arab Emirates,,,,,2019-11-01,November 2019,"2019 IEEE 7th International Conference on Control, Mechatronics and Automation, ICCMA 2019",,21100987459,,Conference Proceeding,,,8988766,358-364,,,1,0,repositoryam,Green,,,
66,2-s2.0-85080062291,10.1109/CAC48633.2019.8997211,,,Design of Virtual Reality Teleoperation System for Robot Complex Manipulation,cp,Conference Paper,Liu N.,,Institute of Automation Chinese Academy of Sciences,Beijing,China,,,,,2019-11-01,November 2019,"Proceedings - 2019 Chinese Automation Congress, CAC 2019",,21100984875,,Conference Proceeding,,,8997211,1789-1793,,,1,0,,,,,
67,2-s2.0-85080041423,10.1109/CAC48633.2019.8996652,,,Continuous Control with Deep Reinforcement Learning for Mobile Robot Navigation,cp,Conference Paper,Xiang J.,,Beihang University,Beijing,China,,,,,2019-11-01,November 2019,"Proceedings - 2019 Chinese Automation Congress, CAC 2019",,21100984875,,Conference Proceeding,,,8996652,1501-1506,,,11,0,,,,,
68,2-s2.0-85080031186,10.1109/CAC48633.2019.8997266,,,A Lunar Robot Obstacle Avoidance Planning Method Using Deep Reinforcement Learning for Data Fusion,cp,Conference Paper,Hu R.,,National University of Defense Technology China,Changsha,China,,,,,2019-11-01,November 2019,"Proceedings - 2019 Chinese Automation Congress, CAC 2019",,21100984875,,Conference Proceeding,,,8997266,5365-5370,,,2,0,,,,,
69,2-s2.0-85079276031,10.1109/SIIE48397.2019.8970121,,,RoDy: Teaching to share in Pre-School Education with a robotic teddy,cp,Conference Paper,Rueda L.H.,,Computer Science Department,Mostoles,Spain,,,,,2019-11-01,November 2019,"2019 International Symposium on Computers in Education, SIIE 2019",,21100946155,,Conference Proceeding,,,8970121,,,,1,0,,,,,
70,2-s2.0-85079273522,10.1109/SIIE48397.2019.8970130,,,Smart City Kids Lab: Creative Computing in Primary School,cp,Conference Paper,Gomes C.A.,,Instituto Politcnico de Viseu,Viseu,Portugal,,,,,2019-11-01,November 2019,"2019 International Symposium on Computers in Education, SIIE 2019",,21100946155,,Conference Proceeding,,,8970130,,,,2,0,,,,,
71,2-s2.0-85079075394,10.1109/IROS40897.2019.8967523,,,Contact Skill Imitation Learning for Robot-Independent Assembly Programming,cp,Conference Paper,Scherzinger S.,,FZI Forschungszentrum Informatik,Karlsruhe,Germany,,,,,2019-11-01,November 2019,IEEE International Conference on Intelligent Robots and Systems,21530858,66854,21530866,Conference Proceeding,,,8967523,4309-4316,,,20,0,repositoryam,Green,,,
72,2-s2.0-85078933263,10.1109/ASE.2019.00113,,,NeuralVis: Visualizing and interpreting deep learning models,cp,Conference Paper,Zhang X.,,Nanjing University,Nanjing,China,,,,,2019-11-01,November 2019,"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering, ASE 2019",,21100953548,,Conference Proceeding,,,8952427,1106-1109,,,7,0,repositoryam,Green,,,
