,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85137718716,10.4018/978-1-7998-6717-3.ch007,,,Fostering computational thinking with arduino and lego mindstorms,ch,Book Chapter,Tsolakis S.,,University of Thessaly,Volos,Greece,,,,,2020-12-05,5 December 2020,Handbook of Research on Using Educational Robotics to Facilitate Student Learning,,21101107121,,Book,,,,183-208,,,0,0,,,,,
11,2-s2.0-85137718589,10.4018/978-1-7998-6717-3.ch014,,,Teaching aids and manipulative teaching means: Educational robotics and mathematics using the planned bee-bot floor robot,ch,Book Chapter,Kapaniaris A.G.,,Democritus University of Thrace,Komotini,Greece,,,,,2020-12-05,5 December 2020,Handbook of Research on Using Educational Robotics to Facilitate Student Learning,,21101107121,,Book,,,,353-376,,,0,0,,,,,
12,2-s2.0-85137665893,10.4018/978-1-7998-6717-3.ch019,,,"The smart ""Mitato"": A holistic approach to creative development through educational robotics",ch,Book Chapter,Katsaris I.,,Hellenic Mediterranean University,Heraklion,Greece,,,,,2020-12-05,5 December 2020,Handbook of Research on Using Educational Robotics to Facilitate Student Learning,,21101107121,,Book,,,,466-495,,,0,0,,,,,
13,2-s2.0-85137659907,10.4018/978-1-7998-6717-3.ch011,,,A conceptual framework for educational robotics activities C4STEM: A virtual educational robotics workshop,ch,Book Chapter,Jäggle G.,,Technische Universität Wien,Vienna,Austria,,,,,2020-12-05,5 December 2020,Handbook of Research on Using Educational Robotics to Facilitate Student Learning,,21101107121,,Book,,,,274-298,,,0,0,,,,,
14,2-s2.0-85137652837,10.4018/978-1-7998-6717-3.ch001,,,Robotics as a powerful vehicle toward learning and computational thinking in secondary education of 21st century,ch,Book Chapter,Glezou K.V.,,Arsakeia Schools Psychikou,,Greece,,,,,2020-12-05,5 December 2020,Handbook of Research on Using Educational Robotics to Facilitate Student Learning,,21101107121,,Book,,,,1-40,,,0,0,,,,,
15,2-s2.0-85108554062,10.4018/978-1-7998-6717-3.ch018,,,"DuBot: An open-source, low-cost robot for STEM and educational robotics",ch,Book Chapter,Chatzopoulos A.,,University of West Attica,Athens,Greece,,,,,2020-12-05,5 December 2020,Handbook of Research on Using Educational Robotics to Facilitate Student Learning,,21101107121,,Book,,,,441-465,,,5,0,,,,,
16,2-s2.0-85098485996,10.1051/e3sconf/202021022040,,,Methodological aspects of the implementation of additional education in robotics,cp,Conference Paper,Kadeeva O.,,Far Eastern Federal University,Vladivostok,Russian Federation,,,,,2020-12-04,4 December 2020,E3S Web of Conferences,25550403,21100795900,22671242,Conference Proceeding,210,,22040,,,,0,1,repositoryvor,Green,,,
17,2-s2.0-85100813578,10.1109/ICISS49785.2020.9316033,,,Decentralized motion planning for multi-robot navigation using deep reinforcement learning,cp,Conference Paper,Sivanathan K.,,SRM Institute of Science and Technology,Chennai,India,,,,,2020-12-03,3 December 2020,"Proceedings of the 3rd International Conference on Intelligent Sustainable Systems, ICISS 2020",,21101037284,,Conference Proceeding,,,9316033,709-716,,,5,0,repositoryam,Green,,,
18,2-s2.0-85113358464,10.1109/CSCI51800.2020.00167,,,Analyzing coding behaviour of novice programmers in different instructional settings: Creating vs. Debugging,cp,Conference Paper,Neutens T.,,Universiteit Gent,Ghent,Belgium,,,,,2020-12-01,December 2020,"Proceedings - 2020 International Conference on Computational Science and Computational Intelligence, CSCI 2020",,21101056901,,Conference Proceeding,,,9457999,892-897,,,1,0,repositoryvor,Green,,,
19,2-s2.0-85102355310,10.1109/APSEC51365.2020.00019,,,Synthesizing cooperative controllers from global tasks of multi-robot systems,cp,Conference Paper,Li R.,,National University of Defense Technology China,Changsha,China,,,,,2020-12-01,December 2020,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",15301362,145296,,Conference Proceeding,2020-December,,9359306,109-118,,,1,0,,,,,
20,2-s2.0-85101438798,10.4230/LIPIcs.FSTTCS.2020.5,,,Algorithmic improvisation for dependable intelligent autonomy,cp,Conference Paper,Seshia S.A.,,"University of California, Berkeley",Berkeley,United States,,,,,2020-12-01,December 2020,"Leibniz International Proceedings in Informatics, LIPIcs",18688969,21100244929,,Conference Proceeding,182,,5,,,,0,0,,,,,
21,2-s2.0-85099423990,10.13195/j.kzyjc.2019.1145,,,Recent researches on robot autonomous grasp technology,re,Review,Liu Y.X.,,Harbin Institute of Technology;Industrial Research Institute of Robotics and Intelligent Equipment,Harbin;Weihai,China;China,,,,,2020-12-01,December 2021,Kongzhi yu Juece/Control and Decision,10010920,79015,,Journal,35,12,,2817-2828,,,6,0,,,,,
22,2-s2.0-85098232412,10.3390/educsci10120387,,,Teachers’ perspectives on the intertwining of tangible and digital modes of activity with a drawing robot for geometry,ar,Article,Baccaglini-Frank A.E.,,Università di Pisa,Pisa,Italy,,,,,2020-12-01,December 2020,Education Sciences,,21100897500,22277102,Journal,10,12,387,1-21,,,2,1,repositoryvor,Green,,,
23,2-s2.0-85097881735,10.3390/electronics9122163,,,Open-source drone programming course for distance engineering education,ar,Article,Cañas J.M.,,Universidad Rey Juan Carlos,Madrid,Spain,,,,,2020-12-01,December 2020,Electronics (Switzerland),,21100829272,20799292,Journal,9,12,2163,1-18,,,14,1,repositoryvor,Green,,,
24,2-s2.0-85097510613,10.3390/electronics9122090,,,What’s in the box: Design of an open didactic robot environment,ar,Article,Jokić D.,,International Burch University,Sarajevo,Bosnia and Herzegovina,,,,,2020-12-01,December 2020,Electronics (Switzerland),,21100829272,20799292,Journal,9,12,2090,1-14,,,3,1,publisherfullgold,Gold,,,
25,2-s2.0-85097350006,10.1088/1742-6596/1702/1/012014,,,Design of an automated solar tracker for teaching astronomy and mechatronic engineering,cp,Conference Paper,González Pérez J.M.,,Tecnológico Nacional de México,Mexico City,Mexico,,,,,2020-12-01,1 December 2020,Journal of Physics: Conference Series,17426588,130053,17426596,Conference Proceeding,1702,1,012014,,,,0,1,publisherfree2read,Bronze,,,
26,2-s2.0-85096878481,10.1038/s42254-020-00245-7,,,Quantum programming languages,re,Review,Heim B.,,Microsoft Corporation;ETH Zürich,"Redmond;Zurich ZH,",United States;Switzerland,,,,,2020-12-01,December 2020,Nature Reviews Physics,,21100972445,25225820,Journal,2,12,,709-722,,,23,0,,,,,
27,2-s2.0-85095565048,10.1016/j.jsr.2020.09.002,S0022437520301067,33334472,Safety climate at agricultural cooperatives,ar,Article,Hanson E.,,North Dakota State University,Fargo,United States,,,,,2020-12-01,December 2020,Journal of Safety Research,00224375,29284,,Journal,75,,,150-154,,,1,0,,,,,
28,2-s2.0-85093654162,10.1016/j.asoc.2020.106796,S1568494620307341,,Optimal path planning approach based on Q-learning algorithm for mobile robots,ar,Article,Maoudj A.,,Centre de Développement des Technologies Avancées,Algiers,Algeria,,,,,2020-12-01,December 2020,Applied Soft Computing Journal,15684946,18136,,Journal,97,,106796,,,,34,0,,,,,
29,2-s2.0-85089921070,10.1016/j.tsc.2020.100714,S1871187120301887,,"The effect of robotics on six graders’ academic achievement, computational thinking skills and conceptual knowledge levels",ar,Article,Kert S.B.,,Yildiz Technical University,Istanbul,Turkey,,,,,2020-12-01,December 2020,Thinking Skills and Creativity,18711871,5000154503,,Journal,38,,100714,,,,17,0,repositoryvor,Green,,,
30,2-s2.0-85089729103,10.1016/j.scico.2020.102534,S0167642320301428,,EUD-MARS: End-user development of model-driven adaptive robotics software systems,ar,Article,Akiki P.A.,,"Notre Dame University, Lebanon",Zouk Mosbeh,Lebanon,,,,,2020-12-01,1 December 2020,Science of Computer Programming,01676423,28416,,Journal,200,,102534,,,,7,0,repositoryam,Green,,,
31,2-s2.0-85089028908,10.1007/s10846-020-01240-x,,,iADA*: Improved Anytime Path Planning and Replanning Algorithm for Autonomous Vehicle,ar,Article,Maw A.A.,,Konkuk University,Seoul,South Korea,,,,,2020-12-01,December 2020,Journal of Intelligent and Robotic Systems: Theory and Applications,09210296,24360,15730409,Journal,100,3-4,,1005-1013,,,9,0,,,,,
32,2-s2.0-85082935296,10.1007/s12652-020-01877-4,,,Motion path planning of soccer training auxiliary robot based on genetic algorithm in fixed-point rotation environment,ar,Article,Ding H.,,Henan University of Science and Technology,Luoyang,China,,,,,2020-12-01,December 2020,Journal of Ambient Intelligence and Humanized Computing,18685137,19400158593,18685145,Journal,11,12,,6261-6270,,,5,0,,,,,
33,2-s2.0-85079823443,10.1007/s12532-020-00179-2,,,OSQP: an operator splitting solver for quadratic programs,ar,Article,Stellato B.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2020-12-01,1 December 2020,Mathematical Programming Computation,18672949,19400158592,18672957,Journal,12,4,,637-672,,,241,0,repositoryam,Green,,,
34,2-s2.0-85099682180,10.1109/ACIT50332.2020.9300089,,,An embedded system for identifying memory systems and mental image schemas after the Intellectual Style Inventory,cp,Conference Paper,Saleh M.,,National Research Centre,Cairo,Egypt,,,,,2020-11-28,28 November 2020,"Proceedings - 2020 21st International Arab Conference on Information Technology, ACIT 2020",,21101034133,,Conference Proceeding,,,9300089,,,,0,0,,,,,
35,2-s2.0-85099469057,10.1109/GTSD50082.2020.9303072,,,A Lightweight Model for Real-time Traffic Sign Recognition,cp,Conference Paper,Nguyen T.H.,,HCMC University of Technology and Education,Ho Chi Minh City,Viet Nam,,,,,2020-11-27,27 November 2020,"Proceedings of 2020 5th International Conference on Green Technology and Sustainable Development, GTSD 2020",,21101033921,,Conference Proceeding,,,9303072,153-156,,,1,0,,,,,
36,2-s2.0-85102650977,10.1109/CloudTech49835.2020.9365888,,,Evaluation of NDVI and NDWI parameters in CPU-GPU Heterogeneous Platforms based CUDA,cp,Conference Paper,Guerrouj F.Z.,,Ecole Nationale des Sciences Appliquées - Agadir,Agadir,Morocco,,,,,2020-11-24,24 November 2020,"Proceedings of 2020 5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications, CloudTech 2020",,21101039898,,Conference Proceeding,,,9365888,,,,1,0,,,,,
37,2-s2.0-85099572182,10.1109/ICAIMAT51101.2020.9307962,,,Developing Relationships between Robots and Humans,cp,Conference Paper,Roy R.J.,,Ridge High School,Basking Ridge,United States,,,,,2020-11-24,24 November 2020,"2020 International Conference on Artificial Intelligence and Modern Assistive Technology, ICAIMAT 2020",,21101034092,,Conference Proceeding,,,9307962,,,,0,0,,,,,
38,2-s2.0-85099473326,,,,Using log and discourse analysis to improve understanding of collaborative programming,cp,Conference Paper,Yett B.,,Vanderbilt University,Nashville,United States,,,,,2020-11-23,23 November 2020,"ICCE 2020 - 28th International Conference on Computers in Education, Proceedings",,21101033922,,Conference Proceeding,1,,,137-146,,,2,0,,,,,
39,2-s2.0-85100519207,10.1109/AUTEEE50969.2020.9315545,,,Design of mobile garbage collection robot based on visual recognition,cp,Conference Paper,Chang Z.,,Guangdong University of Science and Technology,Dongguan,China,,,,,2020-11-20,20 November 2020,"2020 IEEE 3rd International Conference on Automation, Electronics and Electrical Engineering, AUTEEE 2020",,21101037105,,Conference Proceeding,,,9315545,448-451,,,7,0,,,,,
40,2-s2.0-85098914639,10.1109/DDCLS49620.2020.9275052,,,Dynamic Modeling and Analysis for 6-DOF Industrial Robots,cp,Conference Paper,Li Y.,,Kunming University of Science and Technology,Kunming,China,,,,,2020-11-20,20 November 2020,"Proceedings of 2020 IEEE 9th Data Driven Control and Learning Systems Conference, DDCLS 2020",,21101033279,,Conference Proceeding,,,9275052,247-252,,,1,0,,,,,
41,2-s2.0-85100876027,10.1109/GPMC50267.2020.9333811,,,Towards a quadtree based approach to learn local plans in robotic motion planning,cp,Conference Paper,Hajdu C.,,Széchenyi István University,Gyor,Hungary,,,,,2020-11-19,19 November 2020,"GPMC 2020 - 2nd IEEE International Conference on Gridding and Polytope Based Modeling and Control, Proceedings",,21101038529,,Conference Proceeding,,,9333811,25-30,,,0,0,,,,,
42,2-s2.0-85098964822,10.1109/TENCON50793.2020.9293915,,,EyeSmell: Rice spoilage detection using azure custom vision in raspberry pi 3,cp,Conference Paper,Batugal C.L.,,First Asia Institute of Technology and Humanities,Batangas,Philippines,,,,,2020-11-16,16 November 2020,"IEEE Region 10 Annual International Conference, Proceedings/TENCON",21593442,31517,21593450,Conference Proceeding,2020-November,,9293915,738-743,,,0,0,,,,,
43,2-s2.0-85098261654,10.1145/3380446.3430631,,,Automatic compiler optimization on embedded software through k-means clustering,cp,Conference Paper,Werner M.,,Technical University of Munich,Munich,Germany,,,,,2020-11-16,16 November 2020,MLCAD 2020 - Proceedings of the 2020 ACM/IEEE Workshop on Machine Learning for CAD,,21101032771,,Conference Proceeding,,,,157-162,,,0,0,,,,,
44,2-s2.0-85098254728,10.1145/3380446.3430642,,,Partial sharing neural networks for multi-target regression on power and performance of embedded memories,cp,Conference Paper,Last F.,,Technical University of Munich,Munich,Germany,,,,,2020-11-16,16 November 2020,MLCAD 2020 - Proceedings of the 2020 ACM/IEEE Workshop on Machine Learning for CAD,,21101032771,,Conference Proceeding,,,,123-128,,,2,0,,,,,
45,2-s2.0-85097716099,10.1145/3426425.3426948,,,Block-based syntax from context-free grammars,cp,Conference Paper,Verano Merino M.,,Technische Universiteit Eindhoven,Eindhoven,Netherlands,,,,,2020-11-16,16 November 2020,"SLE 2020 - Proceedings of the 13th ACM SIGPLAN International Conference on Software Language Engineering, Co-located with SPLASH 2020",,21101080962,,Conference Proceeding,,,,283-295,,,8,0,repositoryvor,Green,,,
46,2-s2.0-85103738171,10.1109/ICETA51985.2020.9379259,,,Robotic didactic aid Ozobot in Czech schools,cp,Conference Paper,Picka K.,,Masaryk University,Brno,Czech Republic,,,,,2020-11-12,12 November 2020,"ICETA 2020 - 18th IEEE International Conference on Emerging eLearning Technologies and Applications, Proceedings",,21101041913,,Conference Proceeding,,,9379259,525-533,,,5,0,,,,,
47,2-s2.0-85096560390,10.1088/1742-6596/1661/1/012203,,,Development of a modular interface of the computer support system for aircraft design,cp,Conference Paper,Borgest N.M.,,Samara National Research University,Samara,Russian Federation,,,,,2020-11-10,10 November 2020,Journal of Physics: Conference Series,17426588,130053,17426596,Conference Proceeding,1661,1,012203,,,,0,1,publisherfullgold,Gold,,,
48,2-s2.0-85087476481,10.1016/j.scitotenv.2020.140255,S0048969720337761,32721709,Assessing climate-induced agricultural vulnerable coastal communities of Bangladesh using machine learning techniques,ar,Article,Jakariya M.,,North South University,Dhaka-1229,Bangladesh,,,,,2020-11-10,10 November 2020,Science of the Total Environment,00489697,25349,18791026,Journal,742,,140255,,,,13,0,repositoryam,Green,,,
49,2-s2.0-85101909093,10.1109/ICCE-Berlin50680.2020.9352201,,,Camera-LIDAR Object Detection and Distance Estimation with Application in Collision Avoidance System,cp,Conference Paper,Sakic N.,,University of Novi Sad,21000 Novi Sad,Serbia,,,,,2020-11-09,9 November 2020,"IEEE International Conference on Consumer Electronics - Berlin, ICCE-Berlin",21666814,21100223125,21666822,Conference Proceeding,2020-November,,9352201,,,,2,0,,,,,
50,2-s2.0-85100317589,10.1109/LARS/SBR/WRE51543.2020.9307129,,,Shortest Path Methods for Automated Warehouse Applications,cp,Conference Paper,Vivaldini K.C.T.,,Federal University of São,Rio Claro,Brazil,,,,,2020-11-09,9 November 2020,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",,21101034533,,Conference Proceeding,,,9307129,,,,0,0,,,,,
51,2-s2.0-85100317405,10.1109/LARS/SBR/WRE51543.2020.9306947,,,Assessing the Reality Gap of Robotic Simulations with Educational Purposes,cp,Conference Paper,Souza J.D.T.,,Universidade Federal de Pernambuco,Recife,Brazil,,,,,2020-11-09,9 November 2020,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",,21101034533,,Conference Proceeding,,,9306947,,,,1,0,,,,,
52,2-s2.0-85100313284,10.1109/LARS/SBR/WRE51543.2020.9307007,,,A Simulated Environment for the Development and Validation of an Inspection Robot for Confined Spaces,cp,Conference Paper,Cid A.,,Universidade Federal de Ouro Preto,Ouro Preto,Brazil,,,,,2020-11-09,9 November 2020,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",,21101034533,,Conference Proceeding,,,9307007,,,,3,0,,,,,
53,2-s2.0-85100306321,10.1109/LARS/SBR/WRE51543.2020.9307042,,,Analysis of Teacher Training in Educational Robotics with URA Workshops,cp,Conference Paper,Fernandes Lago M.E.,,Universidade Federal do Rio Grande do Norte,Natal,Brazil,,,,,2020-11-09,9 November 2020,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",,21101034533,,Conference Proceeding,,,9307042,,,,1,0,,,,,
54,2-s2.0-85100300455,10.1109/LARS/SBR/WRE51543.2020.9307147,,,Robotics as a Tool for Deconstructing Stereotypes in Amazon: Disseminating Information in Baixo Trombetas,cp,Conference Paper,Sousa L.L.,,,,,,,,,2020-11-09,9 November 2020,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",,21101034533,,Conference Proceeding,,,9307147,,,,0,0,,,,,
55,2-s2.0-85100295767,10.1109/LARS/SBR/WRE51543.2020.9307023,,,A comprheensive review of Visual Programming Tools for Arduino,cp,Conference Paper,Melo J.,,Universidade Federal do Rio Grande,Rio Grande,Brazil,,,,,2020-11-09,9 November 2020,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",,21101034533,,Conference Proceeding,,,9307023,,,,0,0,,,,,
56,2-s2.0-85100586184,10.1109/DASA51403.2020.9317234,,,A Sentiment Analysis Study on Recognition of Facial Expressions: Gauss and Canny Methods,cp,Conference Paper,Sevinc A.,,Firat Üniversitesi,Elazig,Turkey,,,,,2020-11-08,8 November 2020,"2020 International Conference on Decision Aid Sciences and Application, DASA 2020",,21101037100,,Conference Proceeding,,,9317234,1041-1046,,,0,0,,,,,
57,2-s2.0-85098625656,10.1109/ICAIT51105.2020.9261778,,,Element Fill-in-Blank Problems in Python Programming Learning Assistant System,cp,Conference Paper,Hnin H.W.,,Yangon Technological University,Yangon,Myanmar,,,,,2020-11-04,4 November 2020,"Proceedings of the 4th International Conference on Advanced Information Technologies, ICAIT 2020",,21101033184,,Conference Proceeding,,,9261778,88-93,,,2,0,,,,,
58,2-s2.0-85101147336,10.1109/EduHPC51895.2020.00011,,,Extending FreeCompilerCamp.org as an online self-learning platform for compiler development,cp,Conference Paper,Gosselin J.,,Lawrence Livermore National Laboratory;University of Central Florida,Livermore;Orlando,United States;United States,,,,,2020-11-01,November 2020,"Proceedings of EduHPC 2020: Workshop on Education for High Performance Computing, Held in conjunction with SC 2020: The International Conference for High Performance Computing, Networking, Storage and Analysis",,21101080982,,Conference Proceeding,,,9308835,43-52,,,1,0,repositoryam,Green,,,
59,2-s2.0-85099405160,,,,"Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020",cr,Conference Review,,,,,,,,,,2020-11-01,November 2020,"Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020",,21101033895,,Conference Proceeding,,,,,,,0,0,,,,,
60,2-s2.0-85099370278,10.1109/IRC.2020.00046,,,Presenting Botmark: A Computer Benchmark for Service Robotics,cp,Conference Paper,Murtagh A.,,Trinity College Dublin,Dublin,Ireland,,,,,2020-11-01,November 2020,"Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020",,21101033895,,Conference Proceeding,,,9287945,248-255,,,0,0,,,,,
61,2-s2.0-85099369590,10.1109/IRC.2020.00014,,,Collaborative Robotics Toolkit (CRTK): Open Software Framework for Surgical Robotics Research,cp,Conference Paper,Su Y.H.,,Mount Holyoke College,South Hadley,United States,,,,,2020-11-01,November 2020,"Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020",,21101033895,,Conference Proceeding,,,9287933,48-55,,,7,0,,,,,
62,2-s2.0-85099350443,10.1109/IRC.2020.00045,,,ROSY: An elegant language to teach the pure reactive nature of robot programming,cp,Conference Paper,Pacheco H.,,"Institute for Systems and Computer Engineering, Technology and Science",Porto,Portugal,,,,,2020-11-01,November 2020,"Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020",,21101033895,,Conference Proceeding,,,9287888,240-247,,,0,0,repositoryam,Green,,,
63,2-s2.0-85096079619,10.1145/3396235,,,Optimizing Tensor Contractions for Embedded Devices with Racetrack and DRAM Memories,ar,Article,Khan A.A.,,Technische Universität Dresden,Dresden,Germany,,,,,2020-11-01,November 2020,ACM Transactions on Embedded Computing Systems,15399087,10300153313,15583465,Journal,19,6,44,,,,2,0,,,,,
64,2-s2.0-85095613414,10.1109/BioRob49111.2020.9224441,,,Networks of Place Cells for Representing 3D Environments and Path Planning,cp,Conference Paper,Steffen L.,,FZI Forschungszentrum Informatik,Karlsruhe,Germany,,,,,2020-11-01,November 2020,Proceedings of the IEEE RAS and EMBS International Conference on Biomedical Robotics and Biomechatronics,21551774,21100217639,,Conference Proceeding,2020-November,,9224441,1158-1165,,,2,0,,,,,
65,2-s2.0-85094565743,10.3390/app10217419,,,A ROS-based open tool for intelligent robotics education,ar,Article,Cañas J.M.,,Universidad Rey Juan Carlos,Madrid,Spain,,,,,2020-11-01,1 November 2020,Applied Sciences (Switzerland),,21100829268,20763417,Journal,10,21,7419,1-20,,,19,1,repositoryvor,Green,,,
66,2-s2.0-85091499704,10.1007/s00170-020-06066-3,,,Design and characterization of an instrumented hand-held power tool to capture dynamic interaction with the workpiece during manual operations,ar,Article,Phan G.H.,,Ho Chi Minh City University of Technology - HCMUT;Viet Nam National University Ho Chi Minh City,Ho Chi Minh City;Ho Chi Minh City,Viet Nam;Viet Nam,,,,,2020-11-01,1 November 2020,International Journal of Advanced Manufacturing Technology,02683768,20428,14333015,Journal,111,1-2,,199-212,,,3,0,,,,,
67,2-s2.0-85087486813,10.1109/JPROC.2020.3003156,,,Time-Varying Convex Optimization: Time-Structured Algorithms and Applications,re,Review,Simonetto A.,,"IBM Research Europe, Ireland",Dublin,Ireland,,,,,2020-11-01,November 2020,Proceedings of the IEEE,00189219,17915,15582256,Journal,108,11,9133310,2032-2048,,,34,0,repositoryam,Green,,,
68,2-s2.0-85096360307,10.1109/ICNSC48988.2020.9238090,,,Robot Navigation with Map-Based Deep Reinforcement Learning,cp,Conference Paper,Chen G.,,University of Science and Technology of China,Hefei,China,,,,,2020-10-30,30 October 2020,"2020 IEEE International Conference on Networking, Sensing and Control, ICNSC 2020",,21101028095,,Conference Proceeding,,,9238090,,,,7,0,repositoryam,Green,,,
69,2-s2.0-85096351982,10.1109/ICNSC48988.2020.9238129,,,An Overview of Robust Reinforcement Learning,cp,Conference Paper,Chen S.,,Harbin Institute of Technology,Harbin,China,,,,,2020-10-30,30 October 2020,"2020 IEEE International Conference on Networking, Sensing and Control, ICNSC 2020",,21101028095,,Conference Proceeding,,,9238129,,,,3,0,,,,,
70,2-s2.0-85094982022,10.1145/3421590.3421591,,,Competency structure model for programming for the transition from school to university,cp,Conference Paper,Barkmin M.,,Universität Duisburg-Essen,Duisburg,Germany,,,,,2020-10-28,28 October 2020,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,3421591,,,,0,0,,,,,
